league,season,div,date,time,hometeam,awayteam,fulltimehomegoals,fulltimeawaygoals,fulltimeresult,halftimehalfgoals,halftimehomegoals,halftimeresult,referee,homeshots,awayshots,homeshotontarget,awayshotsontarget,homefouls,awayfouls,homecorners,awaycorners,homeyellowcards,awayyellowcards,homeredcards,awayredcards,kickoff_hour,time_of_day,total_goals,goal_difference,total_cards,shot_accuracy_home,shot_accuracy_away,total_shots,total_shots_on_target,total_fouls,total_corners
Bundesliga,2022-2023,D1,2022-10-15,14:30,Stuttgart,Bochum,4,1,H,2.0,1.0,H,Unknown,16.0,14.0,7.0,4.0,6.0,17.0,3.0,3.0,0.0,3.0,0.0,0.0,14,Afternoon,5,3,3.0,0.4375,0.2857142857142857,30.0,11.0,23.0,6.0
Bundesliga,2022-2023,D1,2022-10-15,14:30,Werder Bremen,Mainz,0,2,A,0.0,1.0,A,Unknown,14.0,11.0,4.0,5.0,3.0,11.0,3.0,3.0,1.0,2.0,0.0,0.0,14,Afternoon,2,2,3.0,0.2857142857142857,0.45454545454545453,25.0,9.0,14.0,6.0
Bundesliga,2022-2023,D1,2022-10-15,14:30,Wolfsburg,M'gladbach,2,2,D,1.0,1.0,D,Unknown,16.0,10.0,4.0,5.0,13.0,11.0,7.0,6.0,3.0,3.0,0.0,0.0,14,Afternoon,4,0,6.0,0.25,0.5,26.0,9.0,24.0,13.0
Bundesliga,2022-2023,D1,2022-10-15,17:30,RB Leipzig,Hertha,3,2,H,3.0,0.0,H,Unknown,14.0,16.0,5.0,5.0,17.0,9.0,8.0,4.0,2.0,3.0,0.0,0.0,17,Evening / Night,5,1,5.0,0.35714285714285715,0.3125,30.0,10.0,26.0,12.0
Bundesliga,2022-2023,D1,2022-10-16,14:30,FC Koln,Augsburg,3,2,H,0.0,1.0,A,Unknown,14.0,7.0,6.0,3.0,11.0,15.0,5.0,3.0,2.0,4.0,0.0,0.0,14,Afternoon,5,1,6.0,0.42857142857142855,0.42857142857142855,21.0,9.0,26.0,8.0
Bundesliga,2022-2023,D1,2022-10-16,16:30,Union Berlin,Dortmund,2,0,H,2.0,0.0,H,Unknown,14.0,13.0,5.0,6.0,15.0,5.0,5.0,8.0,1.0,2.0,0.0,0.0,16,Afternoon,2,2,3.0,0.35714285714285715,0.46153846153846156,27.0,11.0,20.0,13.0
Bundesliga,2022-2023,D1,2022-10-16,18:30,Bayern Munich,Freiburg,5,0,H,2.0,0.0,H,Unknown,18.0,6.0,8.0,0.0,8.0,9.0,5.0,5.0,0.0,2.0,0.0,0.0,18,Evening / Night,5,5,2.0,0.4444444444444444,0.0,24.0,8.0,17.0,10.0
Bundesliga,2022-2023,D1,2022-10-21,19:30,Mainz,FC Koln,5,0,H,3.0,0.0,H,Unknown,15.0,6.0,7.0,2.0,13.0,14.0,5.0,4.0,1.0,5.0,0.0,1.0,19,Evening / Night,5,5,7.0,0.4666666666666667,0.3333333333333333,21.0,9.0,27.0,9.0
Bundesliga,2022-2023,D1,2022-10-22,14:30,Augsburg,RB Leipzig,3,3,D,1.0,0.0,H,Unknown,11.0,19.0,3.0,8.0,15.0,11.0,3.0,6.0,7.0,1.0,1.0,0.0,14,Afternoon,6,0,9.0,0.2727272727272727,0.42105263157894735,30.0,11.0,26.0,9.0
Bundesliga,2022-2023,D1,2022-10-22,14:30,Dortmund,Stuttgart,5,0,H,3.0,0.0,H,Unknown,19.0,10.0,10.0,1.0,7.0,8.0,9.0,2.0,1.0,0.0,0.0,0.0,14,Afternoon,5,5,1.0,0.5263157894736842,0.1,29.0,11.0,15.0,11.0
Bundesliga,2022-2023,D1,2022-10-22,14:30,Freiburg,Werder Bremen,2,0,H,0.0,0.0,D,Unknown,25.0,10.0,7.0,2.0,14.0,12.0,6.0,2.0,2.0,2.0,0.0,1.0,14,Afternoon,2,2,5.0,0.28,0.2,35.0,9.0,26.0,8.0
Bundesliga,2022-2023,D1,2022-10-22,14:30,Hoffenheim,Bayern Munich,0,2,A,0.0,2.0,A,Unknown,7.0,23.0,3.0,10.0,12.0,8.0,7.0,5.0,3.0,2.0,0.0,0.0,14,Afternoon,2,2,5.0,0.42857142857142855,0.43478260869565216,30.0,13.0,20.0,12.0
Bundesliga,2022-2023,D1,2022-10-22,14:30,Leverkusen,Wolfsburg,2,2,D,1.0,1.0,D,Unknown,13.0,9.0,5.0,3.0,19.0,5.0,3.0,3.0,3.0,1.0,0.0,0.0,14,Afternoon,4,0,4.0,0.38461538461538464,0.3333333333333333,22.0,8.0,24.0,6.0
Bundesliga,2022-2023,D1,2022-10-22,17:30,M'gladbach,Ein Frankfurt,1,3,A,0.0,3.0,A,Unknown,8.0,16.0,3.0,5.0,9.0,20.0,3.0,2.0,3.0,2.0,0.0,0.0,17,Evening / Night,4,2,5.0,0.375,0.3125,24.0,8.0,29.0,5.0
Bundesliga,2022-2023,D1,2022-10-23,14:30,Bochum,Union Berlin,2,1,H,1.0,0.0,H,Unknown,8.0,6.0,5.0,3.0,14.0,10.0,3.0,7.0,1.0,3.0,0.0,0.0,14,Afternoon,3,1,4.0,0.625,0.5,14.0,8.0,24.0,10.0
Bundesliga,2022-2023,D1,2022-10-23,16:30,Hertha,Schalke 04,2,1,H,0.0,0.0,D,Unknown,11.0,9.0,4.0,2.0,14.0,14.0,5.0,6.0,5.0,1.0,0.0,0.0,16,Afternoon,3,1,6.0,0.36363636363636365,0.2222222222222222,20.0,6.0,28.0,11.0
Bundesliga,2022-2023,D1,2022-10-28,19:30,Werder Bremen,Hertha,1,0,H,0.0,0.0,D,Unknown,15.0,9.0,4.0,1.0,14.0,11.0,4.0,5.0,2.0,3.0,0.0,0.0,19,Evening / Night,1,1,5.0,0.26666666666666666,0.1111111111111111,24.0,5.0,25.0,9.0
Bundesliga,2022-2023,D1,2022-10-29,14:30,Bayern Munich,Mainz,6,2,H,3.0,1.0,H,Unknown,25.0,13.0,12.0,5.0,10.0,11.0,8.0,5.0,1.0,1.0,0.0,0.0,14,Afternoon,8,4,2.0,0.48,0.38461538461538464,38.0,17.0,21.0,13.0
Bundesliga,2022-2023,D1,2022-10-29,14:30,RB Leipzig,Leverkusen,2,0,H,1.0,0.0,H,Unknown,10.0,4.0,6.0,1.0,9.0,7.0,3.0,3.0,3.0,3.0,0.0,0.0,14,Afternoon,2,2,6.0,0.6,0.25,14.0,7.0,16.0,6.0
Bundesliga,2022-2023,D1,2022-10-29,14:30,Stuttgart,Augsburg,2,1,H,1.0,1.0,D,Unknown,31.0,12.0,8.0,6.0,7.0,12.0,10.0,3.0,1.0,2.0,0.0,0.0,14,Afternoon,3,1,3.0,0.25806451612903225,0.5,43.0,14.0,19.0,13.0
Bundesliga,2022-2023,D1,2022-10-29,14:30,Wolfsburg,Bochum,4,0,H,2.0,0.0,H,Unknown,22.0,10.0,7.0,3.0,7.0,17.0,7.0,2.0,1.0,1.0,0.0,0.0,14,Afternoon,4,4,2.0,0.3181818181818182,0.3,32.0,10.0,24.0,9.0
Bundesliga,2022-2023,D1,2022-10-29,17:30,Ein Frankfurt,Dortmund,1,2,A,1.0,1.0,D,Unknown,20.0,8.0,8.0,2.0,15.0,11.0,4.0,3.0,5.0,5.0,0.0,0.0,17,Evening / Night,3,1,10.0,0.4,0.25,28.0,10.0,26.0,7.0
Bundesliga,2022-2023,D1,2022-10-30,14:30,Union Berlin,M'gladbach,2,1,H,0.0,1.0,A,Unknown,14.0,7.0,5.0,3.0,17.0,6.0,6.0,5.0,3.0,2.0,0.0,0.0,14,Afternoon,3,1,5.0,0.35714285714285715,0.42857142857142855,21.0,8.0,23.0,11.0
Bundesliga,2022-2023,D1,2022-10-30,16:30,Schalke 04,Freiburg,0,2,A,0.0,1.0,A,Unknown,12.0,19.0,3.0,9.0,20.0,7.0,4.0,8.0,3.0,2.0,0.0,0.0,16,Afternoon,2,2,5.0,0.25,0.47368421052631576,31.0,12.0,27.0,12.0
Bundesliga,2022-2023,D1,2022-10-30,18:30,FC Koln,Hoffenheim,1,1,D,1.0,1.0,D,Unknown,11.0,9.0,3.0,4.0,11.0,10.0,5.0,4.0,1.0,2.0,0.0,1.0,18,Evening / Night,2,0,4.0,0.2727272727272727,0.4444444444444444,20.0,7.0,21.0,9.0
Bundesliga,2022-2023,D1,2022-11-04,19:30,M'gladbach,Stuttgart,3,1,H,2.0,1.0,H,Unknown,11.0,13.0,6.0,4.0,13.0,16.0,3.0,5.0,2.0,1.0,0.0,0.0,19,Evening / Night,4,2,3.0,0.5454545454545454,0.3076923076923077,24.0,10.0,29.0,8.0
Bundesliga,2022-2023,D1,2022-11-05,14:30,Augsburg,Ein Frankfurt,1,2,A,1.0,1.0,D,Unknown,9.0,12.0,5.0,7.0,17.0,15.0,3.0,6.0,0.0,1.0,0.0,0.0,14,Afternoon,3,1,1.0,0.5555555555555556,0.5833333333333334,21.0,12.0,32.0,9.0
Bundesliga,2022-2023,D1,2022-11-05,14:30,Dortmund,Bochum,3,0,H,3.0,0.0,H,Unknown,6.0,7.0,3.0,1.0,7.0,14.0,2.0,5.0,1.0,1.0,0.0,0.0,14,Afternoon,3,3,2.0,0.5,0.14285714285714285,13.0,4.0,21.0,7.0
Bundesliga,2022-2023,D1,2022-11-05,14:30,Hertha,Bayern Munich,2,3,A,2.0,3.0,A,Unknown,7.0,14.0,5.0,4.0,13.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,14,Afternoon,5,1,0.0,0.7142857142857143,0.2857142857142857,21.0,9.0,22.0,9.0
Bundesliga,2022-2023,D1,2022-11-05,14:30,Hoffenheim,RB Leipzig,1,3,A,0.0,1.0,A,Unknown,11.0,17.0,3.0,8.0,9.0,9.0,6.0,3.0,4.0,2.0,0.0,0.0,14,Afternoon,4,2,6.0,0.2727272727272727,0.47058823529411764,28.0,11.0,18.0,9.0
Bundesliga,2022-2023,D1,2022-11-05,14:30,Mainz,Wolfsburg,0,3,A,0.0,1.0,A,Unknown,16.0,10.0,3.0,3.0,15.0,6.0,9.0,4.0,1.0,1.0,0.0,0.0,14,Afternoon,3,3,2.0,0.1875,0.3,26.0,6.0,21.0,13.0
Bundesliga,2022-2023,D1,2022-11-05,17:30,Werder Bremen,Schalke 04,2,1,H,1.0,0.0,H,Unknown,11.0,19.0,5.0,3.0,11.0,12.0,3.0,3.0,3.0,2.0,0.0,0.0,17,Evening / Night,3,1,5.0,0.45454545454545453,0.15789473684210525,30.0,8.0,23.0,6.0
Bundesliga,2022-2023,D1,2022-11-06,14:30,Leverkusen,Union Berlin,5,0,H,0.0,0.0,D,Unknown,11.0,6.0,8.0,1.0,11.0,17.0,1.0,5.0,1.0,4.0,0.0,0.0,14,Afternoon,5,5,5.0,0.7272727272727273,0.16666666666666666,17.0,9.0,28.0,6.0
Bundesliga,2022-2023,D1,2022-11-06,16:30,Freiburg,FC Koln,2,0,H,0.0,0.0,D,Unknown,13.0,6.0,5.0,2.0,9.0,10.0,5.0,3.0,0.0,1.0,0.0,0.0,16,Afternoon,2,2,1.0,0.38461538461538464,0.3333333333333333,19.0,7.0,19.0,8.0
Bundesliga,2022-2023,D1,2022-11-08,17:30,Wolfsburg,Dortmund,2,0,H,1.0,0.0,H,Unknown,15.0,20.0,8.0,6.0,10.0,12.0,6.0,9.0,4.0,2.0,0.0,0.0,17,Evening / Night,2,2,6.0,0.5333333333333333,0.3,35.0,14.0,22.0,15.0
Bundesliga,2022-2023,D1,2022-11-08,19:30,Bayern Munich,Werder Bremen,6,1,H,4.0,1.0,H,Unknown,21.0,4.0,10.0,1.0,9.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,19,Evening / Night,7,5,0.0,0.47619047619047616,0.25,25.0,11.0,17.0,12.0
Bundesliga,2022-2023,D1,2022-11-08,19:30,Bochum,M'gladbach,2,1,H,2.0,0.0,H,Unknown,13.0,8.0,4.0,2.0,11.0,14.0,6.0,3.0,1.0,3.0,0.0,0.0,19,Evening / Night,3,1,4.0,0.3076923076923077,0.25,21.0,6.0,25.0,9.0
Bundesliga,2022-2023,D1,2022-11-08,19:30,Stuttgart,Hertha,2,1,H,1.0,1.0,D,Unknown,16.0,11.0,7.0,4.0,9.0,15.0,8.0,5.0,3.0,2.0,0.0,0.0,19,Evening / Night,3,1,5.0,0.4375,0.36363636363636365,27.0,11.0,24.0,13.0
Bundesliga,2022-2023,D1,2022-11-09,17:30,FC Koln,Leverkusen,1,2,A,1.0,0.0,H,Unknown,17.0,10.0,7.0,3.0,9.0,7.0,6.0,1.0,1.0,2.0,0.0,0.0,17,Evening / Night,3,1,3.0,0.4117647058823529,0.3,27.0,10.0,16.0,7.0
Bundesliga,2022-2023,D1,2022-11-09,19:30,Ein Frankfurt,Hoffenheim,4,2,H,3.0,1.0,H,Unknown,15.0,12.0,8.0,3.0,9.0,22.0,4.0,5.0,0.0,3.0,0.0,0.0,19,Evening / Night,6,2,3.0,0.5333333333333333,0.25,27.0,11.0,31.0,9.0
Bundesliga,2022-2023,D1,2022-11-09,19:30,RB Leipzig,Freiburg,3,1,H,0.0,0.0,D,Unknown,18.0,4.0,8.0,2.0,9.0,21.0,6.0,2.0,1.0,4.0,0.0,0.0,19,Evening / Night,4,2,5.0,0.4444444444444444,0.5,22.0,10.0,30.0,8.0
Bundesliga,2022-2023,D1,2022-11-09,19:30,Schalke 04,Mainz,1,0,H,1.0,0.0,H,Unknown,13.0,11.0,4.0,1.0,16.0,17.0,1.0,6.0,3.0,1.0,0.0,0.0,19,Evening / Night,1,1,4.0,0.3076923076923077,0.09090909090909091,24.0,5.0,33.0,7.0
Bundesliga,2022-2023,D1,2022-11-09,19:30,Union Berlin,Augsburg,2,2,D,2.0,2.0,D,Unknown,18.0,7.0,6.0,2.0,7.0,10.0,6.0,3.0,1.0,4.0,0.0,0.0,19,Evening / Night,4,0,5.0,0.3333333333333333,0.2857142857142857,25.0,8.0,17.0,9.0
Bundesliga,2022-2023,D1,2022-11-11,19:30,M'gladbach,Dortmund,4,2,H,3.0,2.0,H,Unknown,11.0,20.0,6.0,10.0,12.0,12.0,2.0,9.0,1.0,2.0,0.0,0.0,19,Evening / Night,6,2,3.0,0.5454545454545454,0.5,31.0,16.0,24.0,11.0
Bundesliga,2022-2023,D1,2022-11-12,14:30,Augsburg,Bochum,0,1,A,0.0,0.0,D,Unknown,19.0,11.0,5.0,4.0,12.0,9.0,6.0,2.0,1.0,1.0,0.0,0.0,14,Afternoon,1,1,2.0,0.2631578947368421,0.36363636363636365,30.0,9.0,21.0,8.0
Bundesliga,2022-2023,D1,2022-11-12,14:30,Hertha,FC Koln,2,0,H,1.0,0.0,H,Unknown,17.0,10.0,8.0,2.0,15.0,10.0,10.0,5.0,3.0,1.0,0.0,0.0,14,Afternoon,2,2,4.0,0.47058823529411764,0.2,27.0,10.0,25.0,15.0
Bundesliga,2022-2023,D1,2022-11-12,14:30,Hoffenheim,Wolfsburg,1,2,A,1.0,1.0,D,Unknown,22.0,6.0,8.0,3.0,15.0,11.0,7.0,1.0,0.0,3.0,0.0,0.0,14,Afternoon,3,1,3.0,0.36363636363636365,0.5,28.0,11.0,26.0,8.0
Bundesliga,2022-2023,D1,2022-11-12,14:30,Leverkusen,Stuttgart,2,0,H,1.0,0.0,H,Unknown,11.0,7.0,3.0,1.0,11.0,10.0,4.0,2.0,2.0,3.0,0.0,0.0,14,Afternoon,2,2,5.0,0.2727272727272727,0.14285714285714285,18.0,4.0,21.0,6.0
Bundesliga,2022-2023,D1,2022-11-12,14:30,Werder Bremen,RB Leipzig,1,2,A,0.0,1.0,A,Unknown,7.0,14.0,5.0,3.0,14.0,8.0,0.0,4.0,1.0,2.0,0.0,0.0,14,Afternoon,3,1,3.0,0.7142857142857143,0.21428571428571427,21.0,8.0,22.0,4.0
Bundesliga,2022-2023,D1,2022-11-12,17:30,Schalke 04,Bayern Munich,0,2,A,0.0,1.0,A,Unknown,6.0,22.0,2.0,6.0,7.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,17,Evening / Night,2,2,0.0,0.3333333333333333,0.2727272727272727,28.0,8.0,11.0,9.0
Bundesliga,2022-2023,D1,2022-11-13,14:30,Mainz,Ein Frankfurt,1,1,D,1.0,0.0,H,Unknown,19.0,10.0,6.0,3.0,12.0,8.0,5.0,2.0,2.0,2.0,0.0,0.0,14,Afternoon,2,0,4.0,0.3157894736842105,0.3,29.0,9.0,20.0,7.0
Bundesliga,2022-2023,D1,2022-11-13,16:30,Freiburg,Union Berlin,4,1,H,4.0,0.0,H,Unknown,7.0,4.0,5.0,2.0,13.0,9.0,2.0,1.0,0.0,1.0,0.0,1.0,16,Afternoon,5,3,2.0,0.7142857142857143,0.5,11.0,7.0,22.0,3.0
Bundesliga,2022-2023,D1,2023-01-20,19:30,RB Leipzig,Bayern Munich,1,1,D,0.0,1.0,A,Unknown,10.0,7.0,3.0,2.0,17.0,12.0,3.0,2.0,2.0,3.0,0.0,0.0,19,Evening / Night,2,0,5.0,0.3,0.2857142857142857,17.0,5.0,29.0,5.0
Bundesliga,2022-2023,D1,2023-01-21,14:30,Bochum,Hertha,3,1,H,2.0,0.0,H,Unknown,10.0,10.0,3.0,2.0,13.0,13.0,1.0,6.0,1.0,1.0,0.0,0.0,14,Afternoon,4,2,2.0,0.3,0.2,20.0,5.0,26.0,7.0
Bundesliga,2022-2023,D1,2023-01-21,14:30,Ein Frankfurt,Schalke 04,3,0,H,1.0,0.0,H,Unknown,11.0,18.0,3.0,4.0,14.0,10.0,5.0,4.0,2.0,3.0,0.0,0.0,14,Afternoon,3,3,5.0,0.2727272727272727,0.2222222222222222,29.0,7.0,24.0,9.0
Bundesliga,2022-2023,D1,2023-01-21,14:30,Stuttgart,Mainz,1,1,D,1.0,1.0,D,Unknown,16.0,12.0,4.0,2.0,15.0,17.0,3.0,5.0,1.0,3.0,0.0,0.0,14,Afternoon,2,0,4.0,0.25,0.16666666666666666,28.0,6.0,32.0,8.0
Bundesliga,2022-2023,D1,2023-01-21,14:30,Union Berlin,Hoffenheim,3,1,H,0.0,1.0,A,Unknown,23.0,10.0,5.0,5.0,11.0,13.0,9.0,4.0,2.0,1.0,0.0,0.0,14,Afternoon,4,2,3.0,0.21739130434782608,0.5,33.0,10.0,24.0,13.0
Bundesliga,2022-2023,D1,2023-01-21,14:30,Wolfsburg,Freiburg,6,0,H,3.0,0.0,H,Unknown,13.0,9.0,11.0,1.0,11.0,12.0,0.0,5.0,1.0,2.0,0.0,0.0,14,Afternoon,6,6,3.0,0.8461538461538461,0.1111111111111111,22.0,12.0,23.0,5.0
Bundesliga,2022-2023,D1,2023-01-21,17:30,FC Koln,Werder Bremen,7,1,H,5.0,1.0,H,Unknown,15.0,4.0,7.0,2.0,10.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,17,Evening / Night,8,6,0.0,0.4666666666666667,0.5,19.0,9.0,24.0,4.0
Bundesliga,2022-2023,D1,2023-01-22,14:30,Dortmund,Augsburg,4,3,H,2.0,2.0,D,Unknown,27.0,14.0,10.0,4.0,6.0,9.0,7.0,3.0,1.0,4.0,0.0,0.0,14,Afternoon,7,1,5.0,0.37037037037037035,0.2857142857142857,41.0,14.0,15.0,10.0
Bundesliga,2022-2023,D1,2023-01-22,16:30,M'gladbach,Leverkusen,2,3,A,0.0,2.0,A,Unknown,15.0,13.0,8.0,5.0,12.0,14.0,2.0,3.0,3.0,2.0,0.0,0.0,16,Afternoon,5,1,5.0,0.5333333333333333,0.38461538461538464,28.0,13.0,26.0,5.0
Bundesliga,2022-2023,D1,2023-01-24,17:30,Schalke 04,RB Leipzig,1,6,A,0.0,4.0,A,Unknown,9.0,21.0,1.0,14.0,16.0,13.0,1.0,6.0,1.0,1.0,0.0,0.0,17,Evening / Night,7,5,2.0,0.1111111111111111,0.6666666666666666,30.0,15.0,29.0,7.0
Bundesliga,2022-2023,D1,2023-01-24,19:30,Bayern Munich,FC Koln,1,1,D,0.0,1.0,A,Unknown,22.0,2.0,7.0,1.0,7.0,10.0,9.0,4.0,0.0,1.0,0.0,0.0,19,Evening / Night,2,0,1.0,0.3181818181818182,0.5,24.0,8.0,17.0,13.0
Bundesliga,2022-2023,D1,2023-01-24,19:30,Hertha,Wolfsburg,0,5,A,0.0,3.0,A,Unknown,8.0,15.0,2.0,7.0,20.0,13.0,6.0,4.0,2.0,0.0,0.0,0.0,19,Evening / Night,5,5,2.0,0.25,0.4666666666666667,23.0,9.0,33.0,10.0
Bundesliga,2022-2023,D1,2023-01-24,19:30,Hoffenheim,Stuttgart,2,2,D,1.0,1.0,D,Unknown,13.0,8.0,5.0,4.0,12.0,4.0,6.0,4.0,1.0,3.0,0.0,1.0,19,Evening / Night,4,0,5.0,0.38461538461538464,0.5,21.0,9.0,16.0,10.0
Bundesliga,2022-2023,D1,2023-01-25,17:30,Mainz,Dortmund,1,2,A,1.0,1.0,D,Unknown,12.0,12.0,4.0,6.0,15.0,7.0,2.0,3.0,2.0,0.0,0.0,0.0,17,Evening / Night,3,1,2.0,0.3333333333333333,0.5,24.0,10.0,22.0,5.0
Bundesliga,2022-2023,D1,2023-01-25,19:30,Augsburg,M'gladbach,1,0,H,0.0,0.0,D,Unknown,14.0,7.0,4.0,2.0,15.0,15.0,3.0,2.0,1.0,2.0,0.0,0.0,19,Evening / Night,1,1,3.0,0.2857142857142857,0.2857142857142857,21.0,6.0,30.0,5.0
Bundesliga,2022-2023,D1,2023-01-25,19:30,Freiburg,Ein Frankfurt,1,1,D,0.0,1.0,A,Unknown,12.0,4.0,5.0,2.0,15.0,15.0,4.0,3.0,3.0,3.0,0.0,0.0,19,Evening / Night,2,0,6.0,0.4166666666666667,0.5,16.0,7.0,30.0,7.0
Bundesliga,2022-2023,D1,2023-01-25,19:30,Leverkusen,Bochum,2,0,H,1.0,0.0,H,Unknown,11.0,9.0,4.0,2.0,15.0,14.0,3.0,4.0,2.0,4.0,0.0,0.0,19,Evening / Night,2,2,6.0,0.36363636363636365,0.2222222222222222,20.0,6.0,29.0,7.0
Bundesliga,2022-2023,D1,2023-01-25,19:30,Werder Bremen,Union Berlin,1,2,A,1.0,1.0,D,Unknown,8.0,11.0,3.0,5.0,11.0,17.0,5.0,7.0,0.0,0.0,0.0,0.0,19,Evening / Night,3,1,0.0,0.375,0.45454545454545453,19.0,8.0,28.0,12.0
Bundesliga,2022-2023,D1,2023-01-27,19:30,RB Leipzig,Stuttgart,2,1,H,1.0,0.0,H,Unknown,9.0,10.0,4.0,3.0,8.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,19,Evening / Night,3,1,0.0,0.4444444444444444,0.3,19.0,7.0,14.0,9.0
Bundesliga,2022-2023,D1,2023-01-28,14:30,Freiburg,Augsburg,3,1,H,2.0,1.0,H,Unknown,15.0,16.0,9.0,4.0,14.0,9.0,3.0,7.0,3.0,3.0,0.0,0.0,14,Afternoon,4,2,6.0,0.6,0.25,31.0,13.0,23.0,10.0
Bundesliga,2022-2023,D1,2023-01-28,14:30,Hertha,Union Berlin,0,2,A,0.0,1.0,A,Unknown,10.0,7.0,3.0,3.0,12.0,13.0,3.0,2.0,1.0,2.0,0.0,0.0,14,Afternoon,2,2,3.0,0.3,0.42857142857142855,17.0,6.0,25.0,5.0
Bundesliga,2022-2023,D1,2023-01-28,14:30,Hoffenheim,M'gladbach,1,4,A,0.0,2.0,A,Unknown,15.0,10.0,5.0,5.0,23.0,10.0,4.0,3.0,2.0,1.0,0.0,0.0,14,Afternoon,5,3,3.0,0.3333333333333333,0.5,25.0,10.0,33.0,7.0
Bundesliga,2022-2023,D1,2023-01-28,14:30,Mainz,Bochum,5,2,H,3.0,0.0,H,Unknown,14.0,14.0,7.0,4.0,17.0,11.0,3.0,2.0,0.0,1.0,0.0,0.0,14,Afternoon,7,3,1.0,0.5,0.2857142857142857,28.0,11.0,28.0,5.0
Bundesliga,2022-2023,D1,2023-01-28,14:30,Werder Bremen,Wolfsburg,2,1,H,1.0,0.0,H,Unknown,14.0,7.0,5.0,3.0,16.0,12.0,2.0,6.0,3.0,3.0,0.0,0.0,14,Afternoon,3,1,6.0,0.35714285714285715,0.42857142857142855,21.0,8.0,28.0,8.0
Bundesliga,2022-2023,D1,2023-01-28,17:30,Bayern Munich,Ein Frankfurt,1,1,D,1.0,0.0,H,Unknown,14.0,7.0,6.0,1.0,6.0,4.0,7.0,6.0,3.0,1.0,0.0,0.0,17,Evening / Night,2,0,4.0,0.42857142857142855,0.14285714285714285,21.0,7.0,10.0,13.0
Bundesliga,2022-2023,D1,2023-01-29,14:30,Schalke 04,FC Koln,0,0,D,0.0,0.0,D,Unknown,15.0,7.0,2.0,0.0,13.0,16.0,7.0,7.0,3.0,4.0,0.0,0.0,14,Afternoon,0,0,7.0,0.13333333333333333,0.0,22.0,2.0,29.0,14.0
Bundesliga,2022-2023,D1,2023-01-29,16:30,Leverkusen,Dortmund,0,2,A,0.0,1.0,A,Unknown,20.0,6.0,7.0,2.0,13.0,20.0,8.0,4.0,2.0,4.0,0.0,0.0,16,Afternoon,2,2,6.0,0.35,0.3333333333333333,26.0,9.0,33.0,12.0
Bundesliga,2022-2023,D1,2023-02-03,19:30,Augsburg,Leverkusen,1,0,H,0.0,0.0,D,Unknown,10.0,12.0,5.0,4.0,14.0,8.0,2.0,1.0,3.0,2.0,0.0,0.0,19,Evening / Night,1,1,5.0,0.5,0.3333333333333333,22.0,9.0,22.0,3.0
Bundesliga,2022-2023,D1,2023-02-04,14:30,Bochum,Hoffenheim,5,2,H,3.0,0.0,H,Unknown,17.0,10.0,11.0,4.0,13.0,15.0,6.0,6.0,2.0,3.0,0.0,0.0,14,Afternoon,7,3,5.0,0.6470588235294118,0.4,27.0,15.0,28.0,12.0
Bundesliga,2022-2023,D1,2023-02-04,14:30,Dortmund,Freiburg,5,1,H,1.0,1.0,D,Unknown,24.0,6.0,8.0,3.0,13.0,14.0,14.0,0.0,3.0,4.0,0.0,1.0,14,Afternoon,6,4,8.0,0.3333333333333333,0.5,30.0,11.0,27.0,14.0
Bundesliga,2022-2023,D1,2023-02-04,14:30,Ein Frankfurt,Hertha,3,0,H,2.0,0.0,H,Unknown,10.0,13.0,4.0,3.0,12.0,10.0,7.0,1.0,1.0,2.0,0.0,0.0,14,Afternoon,3,3,3.0,0.4,0.23076923076923078,23.0,7.0,22.0,8.0
Bundesliga,2022-2023,D1,2023-02-04,14:30,FC Koln,RB Leipzig,0,0,D,0.0,0.0,D,Unknown,9.0,7.0,0.0,2.0,10.0,15.0,5.0,1.0,3.0,4.0,0.0,0.0,14,Afternoon,0,0,7.0,0.0,0.2857142857142857,16.0,2.0,25.0,6.0
Bundesliga,2022-2023,D1,2023-02-04,14:30,Union Berlin,Mainz,2,1,H,1.0,0.0,H,Unknown,9.0,9.0,5.0,2.0,12.0,10.0,5.0,5.0,1.0,1.0,0.0,0.0,14,Afternoon,3,1,2.0,0.5555555555555556,0.2222222222222222,18.0,7.0,22.0,10.0
Bundesliga,2022-2023,D1,2023-02-04,17:30,M'gladbach,Schalke 04,0,0,D,0.0,0.0,D,Unknown,17.0,18.0,4.0,5.0,9.0,15.0,9.0,5.0,2.0,3.0,0.0,0.0,17,Evening / Night,0,0,5.0,0.23529411764705882,0.2777777777777778,35.0,9.0,24.0,14.0
Bundesliga,2022-2023,D1,2023-02-05,14:30,Stuttgart,Werder Bremen,0,2,A,0.0,0.0,D,Unknown,16.0,9.0,5.0,4.0,8.0,17.0,8.0,4.0,2.0,5.0,0.0,0.0,14,Afternoon,2,2,7.0,0.3125,0.4444444444444444,25.0,9.0,25.0,12.0
