--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
22,Aliou Badara Baldé,gn GUI,FW,Bochum,21,2002,5,0,91,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7362a6f2
23,Ridle Baku,de GER,MF,RB Leipzig,26,1998,19,15,1275,14.2,2,3,5,2,0,0,1,0,0.14,0.21,0.35,0.14,0.35,Matches,442b56fa
24,Ridle Baku,de GER,MF,Wolfsburg,26,1998,15,14,1170,13.0,2,1,3,2,0,0,2,0,0.15,0.08,0.23,0.15,0.23,Matches,442b56fa
25,Samuel Bamba,de GER,FW,Bochum,20,2004,5,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,489d4867
26,Noahkai Banks,us USA,DF,Augsburg,17,2006,8,2,278,3.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,118e3ac3
27,Scott Banks,sct SCO,MF,St Pauli,22,2001,12,0,116,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d01f8942
28,Aymen Barkok,ma MAR,MF,Mainz 05,26,1998,4,0,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a2a85828
29,Michy Batshuayi,be BEL,FW,Frankfurt,30,1993,10,3,300,3.3,3,0,3,3,0,0,2,0,0.90,0.00,0.90,0.90,0.90,Matches,2973d8ff
30,Maximilian Bauer,de GER,DF,Augsburg,24,2000,11,8,658,7.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,44a20f0c
31,Oliver Baumann,de GER,GK,Hoffenheim,34,1990,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,47064058
32,Christoph Baumgartner,at AUT,MFFW,RB Leipzig,24,1999,31,18,1610,17.9,2,1,3,2,0,0,5,0,0.11,0.06,0.17,0.11,0.17,Matches,437f2b00
33,Ihlas Bebou,tg TOG,FWMF,Hoffenheim,30,1994,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a53b661f
34,Adrian Beck,de GER,MFFW,Heidenheim,27,1997,32,18,1598,17.8,4,1,5,4,0,0,1,0,0.23,0.06,0.28,0.23,0.28,Matches,616c09f5
35,Timo Becker,de GER,DFMF,Holstein Kiel,27,1997,30,28,2445,27.2,0,2,2,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,543ddcaf
36,Hannes Behrens,de GER,DF,Hoffenheim,19,2005,1,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ca788298
37,Kevin Behrens,de GER,FW,Wolfsburg,33,1991,18,0,170,1.9,1,0,1,1,0,0,2,0,0.53,0.00,0.53,0.53,0.53,Matches,30ae134d
38,Maximilian Beier,de GER,MFFW,Dortmund,21,2002,29,17,1591,17.7,8,5,13,8,0,0,2,0,0.45,0.28,0.74,0.45,0.74,Matches,5db45ee5
39,Stefan Bell,de GER,DF,Mainz 05,32,1991,18,15,1436,16.0,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches,857a5abe
40,Jeanuël Belocian,fr FRA,DF,Leverkusen,19,2005,5,1,68,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c678ddd7
41,László Bénes,sk SVK,MFFW,Union Berlin,26,1997,23,3,589,6.5,2,1,3,2,0,0,4,0,0.31,0.15,0.46,0.31,0.46,Matches,fe888e39
42,Ramy Bensebaini,dz ALG,DF,Dortmund,29,1995,31,23,2022,22.5,1,6,7,1,0,0,6,0,0.04,0.27,0.31,0.04,0.31,Matches,378825c7
43,Mergim Berisha,de GER,FW,Hoffenheim,26,1998,11,3,333,3.7,1,1,2,1,0,0,1,0,0.27,0.27,0.54,0.27,0.54,Matches,eb6e14be
44,Mergim Berisha,de GER,FW,Augsburg,26,1998,2,0,40,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,eb6e14be
45,Bernardo,br BRA,DF,Bochum,29,1995,21,19,1782,19.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,17370b95
46,Alexander Bernhardsson,se SWE,FWMF,Holstein Kiel,25,1998,19,15,1263,14.0,7,2,9,7,0,0,3,0,0.50,0.14,0.64,0.50,0.64,Matches,dea1d183
47,Matúš Bero,sk SVK,MF,Bochum,28,1995,30,29,2565,28.5,5,2,7,5,0,1,11,0,0.18,0.07,0.25,0.18,0.25,Matches,b5e0af76
48,Jan-Niklas Beste,de GER,DFMF,Freiburg,25,1999,12,0,212,2.4,0,1,1,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,Matches,57382429
49,El Bilal Touré,ml MLI,FW,Stuttgart,22,2001,12,3,356,4.0,2,1,3,2,0,0,0,0,0.51,0.25,0.76,0.51,0.76,Matches,47c609d5
50,Tom Bischof,de GER,MF,Hoffenheim,19,2005,31,30,2559,28.4,5,2,7,5,0,0,5,0,0.18,0.07,0.25,0.18,0.25,Matches,07d3bfec
51,Leonardo Bittencourt,de GER,MF,Werder Bremen,30,1993,27,10,982,10.9,2,1,3,2,0,0,3,0,0.18,0.09,0.27,0.18,0.27,Matches,dc62fbee
52,Myron Boadu,nl NED,FW,Bochum,23,2001,19,11,1042,11.6,9,1,10,8,1,1,2,0,0.78,0.09,0.86,0.69,0.78,Matches,5b479568
53,Sacha Boey,fr FRA,DF,Bayern Munich,23,2000,13,6,593,6.6,0,2,2,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30,Matches,6c8ddd52
54,Victor Boniface,ng NGA,FW,Leverkusen,23,2000,19,12,1008,11.2,8,1,9,8,0,1,2,0,0.71,0.09,0.80,0.71,0.80,Matches,b146275b
55,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,25,1999,15,8,788,8.8,2,1,3,2,0,0,2,0,0.23,0.11,0.34,0.23,0.34,Matches,01834aa0
56,Carlo Boukhalfa,ma MAR,MF,St Pauli,25,1999,25,19,1646,18.3,2,0,2,2,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches,1a86f4a9
57,Julian Brandt,de GER,MF,Dortmund,28,1996,30,28,2303,25.6,5,10,15,5,0,0,1,0,0.20,0.39,0.59,0.20,0.59,Matches,a167537f
58,Tim Breithaupt,de GER,MF,Augsburg,22,2002,2,2,120,1.3,0,1,1,0,0,0,0,0,0.00,0.75,0.75,0.00,0.75,Matches,ed98c321
59,Maximilian Breunig,de GER,FW,Heidenheim,23,2000,13,2,350,3.9,2,0,2,1,1,1,0,0,0.51,0.00,0.51,0.26,0.26,Matches,1e37c986
60,Moritz Broschinski,de GER,FWMF,Bochum,23,2000,33,15,1390,15.4,1,3,4,1,0,0,1,0,0.06,0.19,0.26,0.06,0.26,Matches,bbd79358
61,Nathaniel Brown,de GER,MFDF,Frankfurt,21,2003,26,22,1947,21.6,3,6,9,3,0,0,2,0,0.14,0.28,0.42,0.14,0.42,Matches,abc79c47
62,Jacob Bruun Larsen,dk DEN,MFFW,Hoffenheim,25,1998,12,3,400,4.4,2,2,4,2,0,0,0,0,0.45,0.45,0.90,0.45,0.90,Matches,4e204552
63,Jacob Bruun Larsen,dk DEN,MF,Stuttgart,25,1998,15,3,414,4.6,1,0,1,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,Matches,4e204552
64,Emi Buendía,ar ARG,MF,Leverkusen,27,1996,11,3,257,2.9,2,0,2,2,0,0,0,0,0.70,0.00,0.70,0.70,0.70,Matches,66b76d44
65,Marius Bülter,de GER,MFFW,Hoffenheim,31,1993,25,22,1729,19.2,7,2,9,7,0,0,4,0,0.36,0.10,0.47,0.36,0.47,Matches,ab5b7dc1
66,Jonathan Burkardt,de GER,FW,Mainz 05,24,2000,29,28,2109,23.4,18,2,20,16,2,2,0,0,0.77,0.09,0.85,0.68,0.77,Matches,05f99a4a
67,Oliver Burke,sct SCO,FW,Werder Bremen,27,1997,25,9,908,10.1,5,0,5,5,0,0,4,0,0.50,0.00,0.50,0.50,0.50,Matches,f631c17f
68,Marnon Busch,de GER,DFMF,Heidenheim,29,1994,23,15,1396,15.5,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches,c38767ab
69,Anthony Caci,fr FRA,MF,Mainz 05,27,1997,33,33,2684,29.8,1,7,8,1,0,0,6,0,0.03,0.23,0.27,0.03,0.27,Matches,0118c54c
70,Cole Campbell,us USA,FW,Dortmund,18,2006,4,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fbb270b2
71,Emre Can,de GER,DFMF,Dortmund,30,1994,31,23,2105,23.4,3,0,3,1,2,2,4,1,0.13,0.00,0.13,0.04,0.04,Matches,a65ce836
72,Tiago Cardoso,lu LUX,GK,Gladbach,18,2006,5,4,380,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,79268b9c
73,Abdoulie Ceesay,gm GAM,FW,St Pauli,20,2004,7,0,60,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,72ae8652
74,Julian Chabot,de GER,DF,Stuttgart,26,1998,31,27,2269,25.2,3,1,4,3,0,0,11,1,0.12,0.04,0.16,0.12,0.16,Matches,ae7058f9
75,El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,19,2005,21,13,1130,12.6,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,2180c761
76,Fares Chaïbi,dz ALG,MF,Frankfurt,21,2002,26,10,1013,11.3,1,3,4,1,0,0,2,0,0.09,0.27,0.36,0.09,0.36,Matches,357103bd
77,Timothy Chandler,us USA,DFMF,Frankfurt,34,1990,3,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b3b7f5a6
78,Anrie Chase,jp JPN,DF,Stuttgart,20,2004,12,7,734,8.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ee2cf168
79,Arthur Chaves,br BRA,DF,Hoffenheim,23,2001,26,24,2185,24.3,1,0,1,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,Matches,913e4711
80,Fabio Chiarodia,it ITA,DF,Gladbach,19,2005,16,3,379,4.2,1,0,1,1,0,0,0,0,0.24,0.00,0.24,0.24,0.24,Matches,48780156
81,Carney Chukwuemeka,at AUT,MF,Dortmund,20,2003,10,1,253,2.8,1,0,1,1,0,0,1,0,0.36,0.00,0.36,0.36,0.36,Matches,b2f9c73e
82,Alexis Claude-Maurice,fr FRA,MFFW,Augsburg,26,1998,28,25,2109,23.4,9,2,11,9,0,0,4,0,0.38,0.09,0.47,0.38,0.47,Matches,741418c3
83,Nnamdi Collins,de GER,DFMF,Frankfurt,20,2004,24,15,1489,16.5,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,Matches,8eb5c94c
84,Kingsley Coman,fr FRA,MF,Bayern Munich,28,1996,28,14,1282,14.2,5,4,9,5,0,0,0,0,0.35,0.28,0.63,0.35,0.63,Matches,042e8a49
85,Sirlord Conteh,de GER,MFFW,Heidenheim,28,1996,29,4,892,9.9,1,1,2,1,0,0,2,0,0.10,0.10,0.20,0.10,0.20,Matches,34e09d5f
86,Danny da Costa,de GER,DF,Mainz 05,31,1993,25,25,2006,22.3,0,1,1,0,0,0,0,0,0.00,0.04,0.04,0.00,0.04,Matches,5ddb8f9f
87,Yan Couto,br BRA,DFMF,Dortmund,22,2002,21,8,895,9.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,1944818c
88,Tomáš Čvančara,cz CZE,MFFW,Gladbach,23,2000,28,7,831,9.2,2,0,2,2,0,0,5,1,0.22,0.00,0.22,0.22,0.22,Matches,298c8aa1
89,Finn Dahmen,de GER,GK,Augsburg,26,1998,19,19,1710,19.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dee3013b
90,Thomas Dähne,de GER,GK,Holstein Kiel,30,1994,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f194035d
91,Mahmoud Dahoud,de GER,MF,Frankfurt,28,1996,9,3,364,4.0,1,1,2,1,0,0,2,0,0.25,0.25,0.49,0.25,0.49,Matches,db4ed67b
92,Ameen Al-Dakhil,be BEL,DF,Stuttgart,22,2002,7,6,432,4.8,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,93e08bce
93,Bence Dárdai,hu HUN,MF,Wolfsburg,18,2006,21,16,1304,14.5,1,1,2,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,Matches,dcb6f03c
94,Lukas Daschner,de GER,FWMF,Bochum,25,1998,14,3,412,4.6,1,1,2,1,0,1,0,0,0.22,0.22,0.44,0.22,0.44,Matches,93a8c4f9
95,Alphonso Davies,ca CAN,DF,Bayern Munich,23,2000,19,17,1560,17.3,1,2,3,1,0,0,0,0,0.06,0.12,0.17,0.06,0.17,Matches,d781d855
96,Olivier Deman,be BEL,DFFW,Werder Bremen,24,2000,9,0,67,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,13210854
97,Ermedin Demirović,ba BIH,FW,Stuttgart,26,1998,34,20,1855,20.6,15,1,16,15,0,2,2,0,0.73,0.05,0.78,0.73,0.78,Matches,ed79b7d3
98,Justin Diehl,de GER,MF,Stuttgart,19,2004,6,0,104,1.2,1,0,1,1,0,0,0,0,0.87,0.00,0.87,0.87,0.87,Matches,d82a310a
99,Eric Dier,eng ENG,DF,Bayern Munich,30,1994,21,16,1463,16.3,2,1,3,2,0,0,1,0,0.12,0.06,0.18,0.12,0.18,Matches,ac861941
100,Junior Dina Ebimbe,cm CMR,MF,Frankfurt,23,2000,7,3,293,3.3,0,1,1,0,0,0,0,0,0.00,0.31,0.31,0.00,0.31,Matches,95bb6ddc
101,Eren Dinkçi,de GER,MF,Freiburg,22,2001,23,13,1196,13.3,0,3,3,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,Matches,4ccd8957
102,Ritsu Doan,jp JPN,MF,Freiburg,26,1998,34,33,2862,31.8,10,7,17,10,0,0,2,0,0.31,0.22,0.53,0.31,0.53,Matches,d01bbb6f
103,Danilho Doekhi,nl NED,DF,Union Berlin,26,1998,34,34,3060,34.0,1,1,2,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,Matches,f67c9d29
104,Niklas Dorsch,de GER,MF,Augsburg,26,1998,1,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7f73bdf4
105,Niklas Dorsch,de GER,MF,Heidenheim,26,1998,22,19,1335,14.8,2,2,4,2,0,0,5,1,0.13,0.13,0.27,0.13,0.27,Matches,7f73bdf4
106,Patrick Drewes,de GER,GK,Bochum,31,1993,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,a8403737
107,Tim Drexler,de GER,DF,Hoffenheim,19,2005,8,5,357,4.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,0911b4fc
108,Marvin Ducksch,de GER,FW,Werder Bremen,30,1994,32,30,2418,26.9,8,8,16,7,1,2,3,0,0.30,0.30,0.60,0.26,0.56,Matches,638a4d71
109,Julien Duranville,be BEL,MF,Dortmund,18,2006,12,2,283,3.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,b06a7ae9
110,Adam Dźwigała,pl POL,DF,St Pauli,28,1995,16,2,373,4.1,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,75edc8ce
111,Johannes Eggestein,de GER,FW,St Pauli,26,1998,27,22,1853,20.6,3,4,7,2,1,2,3,0,0.15,0.19,0.34,0.10,0.29,Matches,d571df78
112,Maximilian Eggestein,de GER,MF,Freiburg,27,1996,33,33,2845,31.6,2,0,2,2,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,beb882a8
113,Hugo Ekitike,fr FRA,FW,Frankfurt,22,2002,33,31,2563,28.5,15,8,23,14,1,3,1,0,0.53,0.28,0.81,0.49,0.77,Matches,5b92d896
114,Elif Elmas,mk MKD,FWMF,RB Leipzig,24,1999,2,0,44,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,cf007308
115,Nico Elvedi,ch SUI,DF,Gladbach,27,1996,25,25,2135,23.7,1,1,2,1,0,0,1,0,0.04,0.04,0.08,0.04,0.08,Matches,48035304
116,Arne Engels,be BEL,FW,Augsburg,20,2003,1,1,79,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,554bcc91
117,Patrick Erras,de GER,DF,Holstein Kiel,29,1995,10,10,832,9.2,1,0,1,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches,e3f6253d
118,Samuel Essende,cd COD,FW,Augsburg,26,1998,30,21,1636,18.2,7,2,9,7,0,0,4,2,0.39,0.11,0.50,0.39,0.50,Matches,821550ce
119,Frank Feller,de GER,GK,Heidenheim,20,2004,2,1,121,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ccd0981f
120,Kilian Fischer,de GER,DF,Wolfsburg,23,2000,32,29,2297,25.5,1,0,1,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,Matches,79f7302a
121,Jonas Föhrenbach,de GER,DFMF,Heidenheim,28,1996,27,22,1832,20.4,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,1b4be8eb
122,Marco Friedl,at AUT,DF,Werder Bremen,26,1998,26,25,2161,24.0,0,0,0,0,0,0,10,2,0.00,0.00,0.00,0.00,0.00,Matches,f86ad3f5
123,Marvin Friedrich,de GER,DF,Gladbach,28,1995,22,9,989,11.0,0,1,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,Matches,b77f44a4
124,Jeremie Frimpong,nl NED,MF,Leverkusen,23,2000,33,25,2314,25.7,5,5,10,5,0,0,4,0,0.19,0.19,0.39,0.19,0.39,Matches,74f2e748
125,Chris Führich,de GER,MF,Stuttgart,26,1998,33,23,1981,22.0,2,3,5,2,0,0,1,0,0.09,0.14,0.23,0.09,0.23,Matches,0cf778df
126,Shiō Fukuda,jp JPN,FW,Gladbach,20,2004,6,0,60,0.7,1,0,1,1,0,0,0,0,1.50,0.00,1.50,1.50,1.50,Matches,056a8552
127,Cristian Gamboa,cr CRC,MF,Bochum,34,1989,12,1,226,2.5,1,0,1,1,0,0,1,0,0.40,0.00,0.40,0.40,0.40,Matches,f27680d9
128,Aleix García,es ESP,MF,Leverkusen,27,1997,28,17,1455,16.2,3,4,7,3,0,0,3,0,0.19,0.25,0.43,0.19,0.43,Matches,a10361d2
129,Viggo Gebel,de GER,MF,RB Leipzig,16,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,92ed2acc
130,Lutsharel Geertruida,nl NED,DF,RB Leipzig,24,2000,24,17,1557,17.3,1,0,1,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches,242e1043
131,Dennis Geiger,de GER,MF,Hoffenheim,26,1998,20,7,734,8.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,37f606f0
132,Valentin Gendrey,fr FRA,DFMF,Hoffenheim,24,2000,22,14,1414,15.7,1,1,2,1,0,0,1,0,0.06,0.06,0.13,0.06,0.13,Matches,822ed0ec
133,Yannick Gerhardt,de GER,MFDF,Wolfsburg,30,1994,29,15,1518,16.9,1,1,2,1,0,0,5,1,0.06,0.06,0.12,0.06,0.12,Matches,62ab9184
134,Max Geschwill,de GER,DF,Holstein Kiel,23,2001,19,13,1282,14.2,1,2,3,1,0,0,2,0,0.07,0.14,0.21,0.07,0.21,Matches,0ffda76d
135,Dimitris Giannoulis,gr GRE,MF,Augsburg,28,1995,31,31,2650,29.4,1,4,5,1,0,0,8,0,0.03,0.14,0.17,0.03,0.17,Matches,112c495e
136,Armin Gigovic,ba BIH,MF,Holstein Kiel,22,2002,31,23,1895,21.1,5,1,6,5,0,0,5,0,0.24,0.05,0.28,0.24,0.28,Matches,d0a0858e
137,Benedikt Gimber,de GER,DF,Heidenheim,27,1997,32,32,2671,29.7,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches,e5f76710
138,Matthias Ginter,de GER,DF,Freiburg,30,1994,32,28,2561,28.5,2,1,3,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11,Matches,f521b80a
139,Jamie Gittens,eng ENG,MF,Dortmund,19,2004,32,21,1776,19.7,8,3,11,8,0,0,4,0,0.41,0.15,0.56,0.41,0.56,Matches,10745192
140,Serge Gnabry,de GER,MFFW,Bayern Munich,29,1995,27,13,1242,13.8,7,5,12,7,0,1,0,0,0.51,0.36,0.87,0.51,0.87,Matches,88e357ef
141,Tidiam Gomis,fr FRA,FW,RB Leipzig,17,2006,8,1,152,1.7,0,1,1,0,0,0,2,0,0.00,0.59,0.59,0.00,0.59,Matches,64c705d7
142,Leon Goretzka,de GER,MF,Bayern Munich,29,1995,26,13,1325,14.7,4,1,5,4,0,0,2,0,0.27,0.07,0.34,0.27,0.34,Matches,cc86b9a3
143,Robin Gosens,de GER,MF,Union Berlin,30,1994,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2d970560
144,Mario Götze,de GER,MF,Frankfurt,32,1992,24,18,1542,17.1,3,2,5,3,0,0,1,0,0.18,0.12,0.29,0.18,0.29,Matches,9efa1d25
145,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,33,1991,33,33,2944,32.7,1,4,5,1,0,1,9,0,0.03,0.12,0.15,0.03,0.15,Matches,1025db8e
146,Kamil Grabara,pl POL,GK,Wolfsburg,25,1999,29,29,2585,28.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,62182b1d
147,Michael Gregoritsch,at AUT,FW,Freiburg,30,1994,20,5,639,7.1,2,1,3,2,0,0,2,0,0.28,0.14,0.42,0.28,0.42,Matches,8e235926
148,Vincenzo Grifo,it ITA,MF,Freiburg,31,1993,34,31,2432,27.0,8,11,19,8,0,3,2,0,0.30,0.41,0.70,0.30,0.70,Matches,54e4866f
149,Florian Grillitsch,at AUT,MFDF,Hoffenheim,28,1995,8,8,601,6.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ffbbc83b
150,Álex Grimaldo,es ESP,MF,Leverkusen,28,1995,32,31,2636,29.3,2,7,9,2,0,0,6,1,0.07,0.24,0.31,0.07,0.31,Matches,b1f4086c
151,Pascal Groß,de GER,MFDF,Dortmund,33,1991,30,28,2327,25.9,0,9,9,0,0,0,5,1,0.00,0.35,0.35,0.00,0.35,Matches,8aec0537
152,Marco Grüll,at AUT,FWMF,Werder Bremen,26,1998,30,13,1181,13.1,6,1,7,6,0,0,1,0,0.46,0.08,0.53,0.46,0.53,Matches,8babb812
153,Raphaël Guerreiro,pt POR,DFMF,Bayern Munich,30,1993,23,19,1572,17.5,4,4,8,4,0,0,2,0,0.23,0.23,0.46,0.23,0.46,Matches,048a1cbc
154,Morgan Guilavogui,gn GUI,FWMF,St Pauli,26,1998,25,21,1807,20.1,6,2,8,6,0,0,6,0,0.30,0.10,0.40,0.30,0.40,Matches,79b51257
155,Serhou Guirassy,gn GUI,FW,Dortmund,28,1996,30,29,2598,28.9,21,4,25,18,3,4,4,0,0.73,0.14,0.87,0.62,0.76,Matches,923f4dda
