--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
24,Sardar Azmoun,ir IRN,FWMF,Leverkusen,27,1995,23,8,927,10.3,4,1,5,4,0,0,1,0,0.39,0.10,0.49,0.39,0.49,Matches,10549b49
25,Sanoussy Ba,de GER,FW,RB Leipzig,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f582d5c1
26,Mitchel Bakker,nl NED,MFDF,Leverkusen,22,2000,28,19,1659,18.4,3,2,5,3,0,0,6,1,0.16,0.11,0.27,0.16,0.27,Matches,a8567629
27,Ridle Baku,de GER,DFMF,Wolfsburg,24,1998,33,29,2580,28.7,5,3,8,5,0,0,6,0,0.17,0.10,0.28,0.17,0.28,Matches,442b56fa
28,Aymen Barkok,ma MAR,MF,Mainz 05,24,1998,23,3,584,6.5,0,1,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches,a2a85828
29,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,22,2000,31,25,2141,23.8,4,3,7,4,0,0,5,0,0.17,0.13,0.29,0.17,0.29,Matches,00242b75
30,Gil Bastião Dias,pt POR,FW,Stuttgart,25,1996,7,6,398,4.4,1,0,1,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches,e61bdd69
31,Maximilian Bauer,de GER,DF,Augsburg,22,2000,27,20,1846,20.5,0,1,1,0,0,0,8,0,0.00,0.05,0.05,0.00,0.05,Matches,44a20f0c
32,Oliver Baumann,de GER,GK,Hoffenheim,32,1990,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,47064058
33,Timo Baumgartl,de GER,DF,Union Berlin,26,1996,8,6,562,6.2,0,1,1,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches,bd7d2e6d
34,Julian Baumgartlinger,at AUT,MF,Augsburg,34,1988,16,3,554,6.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,69374ff5
35,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,22,1999,33,33,2567,28.5,7,3,10,7,0,0,7,0,0.25,0.11,0.35,0.25,0.35,Matches,437f2b00
36,Ihlas Bebou,tg TOG,FWMF,Hoffenheim,28,1994,19,17,1416,15.7,7,0,7,6,1,1,2,0,0.44,0.00,0.44,0.38,0.38,Matches,a53b661f
37,Sheraldo Becker,sr SUR,FW,Union Berlin,27,1995,34,33,2554,28.4,11,7,18,11,0,0,4,0,0.39,0.25,0.63,0.39,0.63,Matches,8eb55dbb
38,Kevin Behrens,de GER,FW,Union Berlin,31,1991,33,17,1535,17.1,8,1,9,8,0,0,6,0,0.47,0.06,0.53,0.47,0.53,Matches,30ae134d
39,Stefan Bell,de GER,DF,Mainz 05,30,1991,30,26,2395,26.6,0,1,1,0,0,0,9,0,0.00,0.04,0.04,0.00,0.04,Matches,857a5abe
40,Karim Bellarabi,de GER,MF,Leverkusen,32,1990,8,1,85,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bee0bab1
41,Jude Bellingham,eng ENG,MF,Dortmund,19,2003,31,30,2691,29.9,8,4,12,7,1,1,8,0,0.27,0.13,0.40,0.23,0.37,Matches,57d88cf9
42,Ramy Bensebaini,dz ALG,DF,Gladbach,27,1995,28,28,2481,27.6,6,1,7,4,2,2,7,1,0.22,0.04,0.25,0.15,0.18,Matches,378825c7
43,Mergim Berisha,de GER,FW,Augsburg,24,1998,23,20,1679,18.7,9,4,13,6,3,4,9,1,0.48,0.21,0.70,0.32,0.54,Matches,eb6e14be
44,Ermin Bičakčić,ba BIH,DF,Hoffenheim,32,1990,9,0,265,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7aac47fe
45,Tom Bischof,de GER,MF,Hoffenheim,17,2005,11,3,315,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,07d3bfec
46,Leonardo Bittencourt,de GER,MF,Werder Bremen,28,1993,25,22,1629,18.1,3,2,5,3,0,0,10,0,0.17,0.11,0.28,0.17,0.28,Matches,dc62fbee
47,Janis Blaswich,de GER,GK,RB Leipzig,31,1991,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,663e080e
48,Daley Blind,nl NED,DF,Bayern Munich,32,1990,4,1,134,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,691bef82
49,Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,35,1987,16,5,467,5.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,f4ec4fd0
50,Jean-Paul Boëtius,sr SUR,MF,Hertha BSC,28,1994,21,10,1050,11.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,635f2732
51,Yvandro Borges Sanches,lu LUX,MF,Gladbach,18,2004,3,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,36578017
52,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,23,1999,26,23,1928,21.4,1,0,1,1,0,0,8,0,0.05,0.00,0.05,0.05,0.05,Matches,01834aa0
53,Rafael Borré,co COL,MFFW,Frankfurt,26,1995,32,10,1078,12.0,2,2,4,1,1,1,5,0,0.17,0.17,0.33,0.08,0.25,Matches,c68da769
54,Julian Brandt,de GER,MF,Dortmund,26,1996,32,29,2397,26.6,9,8,17,9,0,0,2,0,0.34,0.30,0.64,0.34,0.64,Matches,a167537f
55,Fabian Bredlow,de GER,GK,Stuttgart,27,1995,15,15,1350,15.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,d28339cb
56,Josip Brekalo,hr CRO,MFFW,Wolfsburg,24,1998,6,3,271,3.0,0,1,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,Matches,d4a2533d
57,John Brooks,us USA,DF,Hoffenheim,29,1993,15,15,1350,15.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,e27da244
58,Moritz Broschinski,de GER,FW,Bochum,21,2000,11,0,213,2.4,2,0,2,2,0,0,1,0,0.85,0.00,0.85,0.85,0.85,Matches,bbd79358
59,Cédric Brunner,ch SUI,DF,Schalke 04,28,1994,28,28,2315,25.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,f0a37d36
60,Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,23,1998,12,3,328,3.6,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches,4e204552
61,Lee Buchanan,eng ENG,MF,Werder Bremen,21,2001,21,2,472,5.2,1,0,1,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches,45e95f21
62,Marius Bülter,de GER,MFFW,Schalke 04,29,1993,33,30,2598,28.9,11,1,12,7,4,4,5,0,0.38,0.03,0.42,0.24,0.28,Matches,ab5b7dc1
63,Delano Burgzorg,sr SUR,FWMF,Mainz 05,23,1998,13,0,244,2.7,0,1,1,0,0,0,2,0,0.00,0.37,0.37,0.00,0.37,Matches,05e2d5ea
64,Jonathan Burkardt,de GER,MFFW,Mainz 05,22,2000,11,7,533,5.9,1,2,3,1,0,1,2,0,0.17,0.34,0.51,0.17,0.51,Matches,05f99a4a
65,Oliver Burke,sct SCO,FW,Werder Bremen,25,1997,15,1,268,3.0,2,0,2,2,0,0,0,0,0.67,0.00,0.67,0.67,0.67,Matches,f631c17f
66,Aurélio Buta,pt POR,MF,Frankfurt,25,1997,18,15,1318,14.6,3,2,5,3,0,0,3,0,0.20,0.14,0.34,0.20,0.34,Matches,b4705807
67,Anthony Caci,fr FRA,MFDF,Mainz 05,25,1997,31,23,2033,22.6,2,1,3,2,0,0,4,0,0.09,0.04,0.13,0.09,0.13,Matches,0118c54c
68,Kerim Calhanoglu,de GER,DF,Schalke 04,19,2002,3,0,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d1db4b83
69,Daniel Caligiuri,it ITA,MF,Augsburg,34,1988,13,2,290,3.2,1,0,1,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31,Matches,d1273f09
70,Emre Can,de GER,MF,Dortmund,28,1994,27,20,1900,21.1,2,1,3,1,1,1,8,0,0.09,0.05,0.14,0.05,0.09,Matches,a65ce836
71,João Cancelo,pt POR,DFMF,Bayern Munich,28,1994,15,11,1012,11.2,1,4,5,1,0,0,3,0,0.09,0.36,0.44,0.09,0.44,Matches,bd6351cd
72,Irvin Cardona,mt MLT,FWMF,Augsburg,24,1997,10,0,318,3.5,1,0,1,1,0,0,2,0,0.28,0.00,0.28,0.28,0.28,Matches,5e080f73
73,Koen Casteels,be BEL,GK,Wolfsburg,30,1992,34,34,3060,34.0,0,1,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,Matches,db401046
74,Julian Chabot,de GER,DF,Köln,24,1998,21,21,1803,20.0,0,2,2,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,ae7058f9
75,Timothy Chandler,us USA,DFMF,Frankfurt,32,1990,6,0,86,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b3b7f5a6
76,Fabio Chiarodia,it ITA,DF,Werder Bremen,17,2005,3,1,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,48780156
77,Oliver Christensen,dk DEN,GK,Hertha BSC,23,1999,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,af104654
78,Darko Churlinov,mk MKD,FWMF,Stuttgart,22,2000,1,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c6608135
79,Tolga Ciğerci,tr TUR,MF,Hertha BSC,30,1992,11,10,672,7.5,0,1,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches,6e17c802
80,David Čolina,hr CRO,DFMF,Augsburg,22,2000,7,0,166,1.8,1,0,1,1,0,0,0,0,0.54,0.00,0.54,0.54,0.54,Matches,dd5bbe0d
81,Kingsley Coman,fr FRA,MF,Bayern Munich,26,1996,24,16,1409,15.7,8,5,13,8,0,0,2,1,0.51,0.32,0.83,0.51,0.83,Matches,042e8a49
82,Danny da Costa,de GER,MF,Mainz 05,29,1993,23,14,1236,13.7,0,2,2,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,Matches,5ddb8f9f
83,Soumaïla Coulibaly,fr FRA,DF,Dortmund,18,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9dff291c
84,Tanguy Coulibaly,fr FRA,MF,Stuttgart,21,2001,14,0,326,3.6,4,0,4,3,1,1,3,0,1.10,0.00,1.10,0.83,0.83,Matches,05ba9d7c
85,Nicolas Cozza,fr FRA,DF,Wolfsburg,23,1999,5,0,100,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8f325097
86,Moanes Dabbur,il ISR,FW,Hoffenheim,30,1992,21,8,933,10.4,6,2,8,6,0,0,3,1,0.58,0.19,0.77,0.58,0.77,Matches,eac044ad
87,Finn Dahmen,de GER,GK,Mainz 05,24,1998,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dee3013b
88,Mahmoud Dahoud,de GER,MF,Dortmund,26,1996,9,4,337,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,db4ed67b
89,Muhammed Damar,de GER,MF,Hoffenheim,18,2004,6,1,159,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d3d77413
90,Márton Dárdai,hu HUN,DFMF,Hertha BSC,20,2002,17,11,947,10.5,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches,41bff4fa
91,Vladimír Darida,cz CZE,MF,Hertha BSC,31,1990,3,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3eb0f2df
92,Alphonso Davies,ca CAN,DFMF,Bayern Munich,21,2000,26,24,2042,22.7,1,4,5,1,0,0,0,0,0.04,0.18,0.22,0.04,0.22,Matches,d781d855
93,Thomas Delaney,dk DEN,MF,Hoffenheim,30,1991,6,4,298,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fe641c1a
94,Kerem Demirbay,de GER,MF,Leverkusen,29,1993,25,17,1544,17.2,4,3,7,4,0,0,5,0,0.23,0.17,0.41,0.23,0.41,Matches,54b4dc4e
95,Ermedin Demirović,ba BIH,FWMF,Augsburg,24,1998,30,30,2366,26.3,8,4,12,7,1,1,7,1,0.30,0.15,0.46,0.27,0.42,Matches,ed79b7d3
96,Sepp van den Berg,nl NED,DF,Schalke 04,20,2001,9,8,696,7.7,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches,7bf9400b
97,Moussa Diaby,fr FRA,FWMF,Leverkusen,23,1999,33,33,2699,30.0,9,8,17,9,0,1,4,0,0.30,0.27,0.57,0.30,0.57,Matches,aeed5c06
98,Abdou Diallo,sn SEN,DFMF,RB Leipzig,26,1996,8,5,478,5.3,1,0,1,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches,fc62f087
99,Justin Diehl,de GER,MF,Köln,17,2004,2,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d82a310a
100,Florian Dietz,de GER,FW,Köln,23,1998,11,4,395,4.4,1,0,1,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches,8779ddf8
101,Junior Dina Ebimbe,cm CMR,MF,Frankfurt,21,2000,19,10,1063,11.8,3,1,4,3,0,0,4,0,0.25,0.08,0.34,0.25,0.34,Matches,95bb6ddc
102,Eren Dinkçi,de GER,MF,Werder Bremen,20,2001,17,0,231,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4ccd8957
103,Ritsu Doan,jp JPN,MFFW,Freiburg,24,1998,33,30,2424,26.9,5,4,9,5,0,0,3,0,0.19,0.15,0.33,0.19,0.33,Matches,d01bbb6f
104,Danilho Doekhi,nl NED,DF,Union Berlin,24,1998,25,25,2216,24.6,5,1,6,5,0,0,0,0,0.20,0.04,0.24,0.20,0.24,Matches,f67c9d29
105,Kasper Dolberg,dk DEN,FW,Hoffenheim,24,1997,13,4,402,4.5,1,0,1,1,0,0,0,0,0.22,0.00,0.22,0.22,0.22,Matches,cc83b74d
106,Niklas Dorsch,de GER,MF,Augsburg,24,1998,11,5,483,5.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7f73bdf4
107,Dion Drena Beljo,hr CRO,FW,Augsburg,20,2002,18,16,1128,12.5,3,2,5,3,0,0,2,0,0.24,0.16,0.40,0.24,0.40,Matches,9a2e3a23
108,Dominick Drexler,de GER,MF,Schalke 04,32,1990,27,16,1366,15.2,4,3,7,4,0,0,3,1,0.26,0.20,0.46,0.26,0.46,Matches,809940aa
109,Marvin Ducksch,de GER,FW,Werder Bremen,28,1994,34,34,2852,31.7,12,6,18,12,0,1,4,0,0.38,0.19,0.57,0.38,0.57,Matches,638a4d71
110,Ondrej Duda,sk SVK,MF,Köln,27,1994,13,9,689,7.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,79ca3e23
111,Julien Duranville,be BEL,FW,Dortmund,16,2006,1,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b06a7ae9
112,Maximilian Eggestein,de GER,MF,Freiburg,25,1996,31,27,2451,27.2,1,2,3,1,0,0,6,0,0.04,0.07,0.11,0.04,0.11,Matches,beb882a8
113,Lilian Egloff,de GER,MFFW,Stuttgart,19,2002,10,2,241,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2f7fec15
114,Kingsley Ehizibue,nl NED,DF,Köln,27,1995,1,1,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,76b2817e
115,Julian Eitschberger,de GER,DFMF,Hertha BSC,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,943b9602
116,Chidera Ejuke,ng NGA,FWMF,Hertha BSC,24,1998,20,9,890,9.9,0,3,3,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,Matches,e7f3e8a7
117,Nico Elvedi,ch SUI,DF,Gladbach,25,1996,32,32,2826,31.4,3,0,3,3,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches,48035304
118,Wataru Endo,jp JPN,MF,Stuttgart,29,1993,33,33,2922,32.5,5,4,9,5,0,0,3,0,0.15,0.12,0.28,0.15,0.28,Matches,c149016b
119,Arne Engels,be BEL,MF,Augsburg,18,2003,18,18,1440,16.0,0,3,3,0,0,0,5,0,0.00,0.19,0.19,0.00,0.19,Matches,554bcc91
120,Tjark Ernst,de GER,GK,Hertha BSC,19,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3f6c3ae0
121,Kimberly Ezekwem,de GER,DF,Freiburg,21,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,56e6a1c9
122,Ralf Fährmann,de GER,GK,Schalke 04,33,1988,12,12,1025,11.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1e43fad8
123,Ohis Felix Uduokhai,de GER,DF,Augsburg,24,1997,19,16,1450,16.1,0,1,1,0,0,0,3,1,0.00,0.06,0.06,0.00,0.06,Matches,677da306
124,Edimilson Fernandes,ch SUI,DF,Mainz 05,26,1996,32,28,2437,27.1,0,3,3,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches,3bb625ac
125,Kilian Fischer,de GER,DF,Wolfsburg,21,2000,10,5,502,5.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,79f7302a
126,Mark Flekken,nl NED,GK,Freiburg,29,1993,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a92ab7be
127,Florian Flick,de GER,MF,Schalke 04,22,2000,8,5,512,5.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9642c929
128,Emil Forsberg,se SWE,MFFW,RB Leipzig,30,1991,30,16,1482,16.5,6,4,10,4,2,2,2,0,0.36,0.24,0.61,0.24,0.49,Matches,9a2e0ccc
129,Philipp Förster,de GER,MF,Bochum,27,1995,25,15,1309,14.5,3,7,10,3,0,0,4,0,0.21,0.48,0.69,0.21,0.69,Matches,76fa965f
130,Timothy Fosu-Mensah,nl NED,MF,Leverkusen,24,1998,11,1,191,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a9142dc3
131,Raphael Framberger,de GER,MFDF,Augsburg,26,1995,3,2,176,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,626fab5f
132,Bartol Franjić,hr CRO,MF,Wolfsburg,22,2000,5,3,227,2.5,0,1,1,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,Matches,697dc00a
133,Oscar Fraulo,dk DEN,MF,Gladbach,18,2003,2,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,458e3479
134,Michael Frey,ch SUI,FW,Schalke 04,28,1994,15,10,868,9.6,0,3,3,0,0,0,2,0,0.00,0.31,0.31,0.00,0.31,Matches,33182cb8
135,Marco Friedl,at AUT,DF,Werder Bremen,24,1998,30,30,2594,28.8,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches,f86ad3f5
136,Marvin Friedrich,de GER,DF,Gladbach,26,1995,23,13,1248,13.9,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches,b77f44a4
137,Jeremie Frimpong,nl NED,MFDF,Leverkusen,21,2000,34,32,2708,30.1,8,7,15,8,0,0,4,0,0.27,0.23,0.50,0.27,0.50,Matches,74f2e748
138,Chris Führich,de GER,MFFW,Stuttgart,24,1998,33,21,1884,20.9,5,2,7,4,1,1,2,0,0.24,0.10,0.33,0.19,0.29,Matches,0cf778df
139,Angelo Fulgini,nc NCL,MF,Mainz 05,25,1996,16,5,525,5.8,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches,4b96c347
140,Niclas Füllkrug,de GER,FW,Werder Bremen,29,1993,28,28,2477,27.5,16,5,21,11,5,5,4,0,0.58,0.18,0.76,0.40,0.58,Matches,4f16405e
141,Cristian Gamboa,cr CRC,DF,Bochum,32,1989,19,17,1477,16.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,f27680d9
142,Silvère Ganvoula,cg CGO,FW,Bochum,26,1996,16,0,247,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6c731625
143,Dario Gebuhr,de GER,DF,Frankfurt,19,2003,1,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,277be51d
144,Dennis Geiger,de GER,MF,Hoffenheim,24,1998,27,27,1952,21.7,1,3,4,1,0,0,9,0,0.05,0.14,0.18,0.05,0.18,Matches,37f606f0
145,Yannick Gerhardt,de GER,MF,Wolfsburg,28,1994,29,22,1866,20.7,6,4,10,6,0,0,3,0,0.29,0.19,0.48,0.29,0.48,Matches,62ab9184
146,Niko Gießelmann,de GER,MF,Union Berlin,30,1991,26,14,1302,14.5,0,2,2,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,Matches,7242b495
147,Rafał Gikiewicz,pl POL,GK,Augsburg,34,1987,23,23,2070,23.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,17376543
148,Matthias Ginter,de GER,DF,Freiburg,28,1994,34,34,3060,34.0,4,1,5,4,0,0,3,0,0.12,0.03,0.15,0.12,0.15,Matches,f521b80a
149,Jamie Gittens,eng ENG,MFFW,Dortmund,17,2004,15,4,533,5.9,3,1,4,3,0,0,1,0,0.51,0.17,0.68,0.51,0.68,Matches,10745192
150,Serge Gnabry,de GER,MFFW,Bayern Munich,27,1995,34,22,1941,21.6,14,5,19,13,1,1,0,0,0.65,0.23,0.88,0.60,0.83,Matches,88e357ef
151,Jacek Góralski,pl POL,MF,Bochum,29,1992,4,2,146,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,83b9c48f
152,Leon Goretzka,de GER,MF,Bayern Munich,27,1995,27,22,1728,19.2,3,2,5,3,0,0,5,0,0.16,0.10,0.26,0.16,0.26,Matches,cc86b9a3
153,Mario Götze,de GER,MF,Frankfurt,30,1992,32,32,2740,30.4,3,1,4,3,0,0,6,0,0.10,0.03,0.13,0.10,0.13,Matches,9efa1d25
154,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,31,1991,32,32,2795,31.1,0,1,1,0,0,0,12,0,0.00,0.03,0.03,0.00,0.03,Matches,1025db8e
