--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
40,Kevin Behrens,de GER,FW,Union Berlin,32,1991,18,14,1262,14.0,4,0,4,4,0,0,3,0,0.29,0.00,0.29,0.29,0.29,Matches,30ae134d
41,Maximilian Beier,de GER,FWMF,Hoffenheim,20,2002,33,29,2420,26.9,16,1,17,16,0,0,0,0,0.60,0.04,0.63,0.60,0.63,Matches,5db45ee5
42,Stefan Bell,de GER,DF,Mainz 05,31,1991,10,8,666,7.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,857a5abe
43,Ramy Bensebaini,dz ALG,DF,Dortmund,28,1995,17,11,1033,11.5,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,378825c7
44,Mergim Berisha,de GER,FW,Hoffenheim,25,1998,6,0,144,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eb6e14be
45,Mergim Berisha,de GER,FW,Augsburg,25,1998,2,2,122,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eb6e14be
46,Bernardo,br BRA,DF,Bochum,28,1995,33,33,2924,32.5,1,0,1,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,Matches,17370b95
47,Matúš Bero,sk SVK,MFFW,Bochum,27,1995,24,20,1661,18.5,1,1,2,1,0,0,6,0,0.05,0.05,0.11,0.05,0.11,Matches,b5e0af76
48,Jan-Niklas Beste,de GER,MF,Heidenheim,24,1999,31,31,2603,28.9,8,11,19,8,0,1,4,0,0.28,0.38,0.66,0.28,0.66,Matches,57382429
49,Pep Biel,es ESP,FWMF,Augsburg,26,1996,11,0,285,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1c59240b
50,Tom Bischof,de GER,MF,Hoffenheim,18,2005,13,1,178,2.0,0,2,2,0,0,0,0,0,0.00,1.01,1.01,0.00,1.01,Matches,07d3bfec
51,Leonardo Bittencourt,de GER,MF,Werder Bremen,29,1993,29,19,1578,17.5,1,2,3,1,0,0,9,0,0.06,0.11,0.17,0.06,0.17,Matches,dc62fbee
52,Hendry Blank,de GER,DF,Dortmund,18,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,76abb354
53,Janis Blaswich,de GER,GK,RB Leipzig,32,1991,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,663e080e
54,Sacha Boey,fr FRA,MF,Bayern Munich,22,2000,2,1,109,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6c8ddd52
55,Victor Boniface,ng NGA,FW,Leverkusen,22,2000,23,18,1546,17.2,14,8,22,10,4,4,2,0,0.82,0.47,1.28,0.58,1.05,Matches,b146275b
56,Leonardo Bonucci,it ITA,DF,Union Berlin,36,1987,7,6,460,5.1,1,0,1,0,1,1,0,0,0.20,0.00,0.20,0.00,0.00,Matches,52ec54d0
57,Yvandro Borges Sanches,lu LUX,MF,Gladbach,19,2004,3,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,36578017
58,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,24,1999,20,16,1431,15.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,01834aa0
59,Rafael Borré,co COL,FW,Werder Bremen,27,1995,19,11,991,11.0,4,0,4,4,0,0,0,0,0.36,0.00,0.36,0.36,0.36,Matches,c68da769
60,Julian Brandt,de GER,MF,Dortmund,27,1996,32,26,2223,24.7,7,11,18,7,0,0,2,0,0.28,0.45,0.73,0.28,0.73,Matches,a167537f
61,Fabian Bredlow,de GER,GK,Stuttgart,28,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d28339cb
62,Tim Breithaupt,de GER,MF,Augsburg,21,2002,16,6,629,7.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,ed98c321
63,Maximilian Breunig,de GER,FW,Freiburg,22,2000,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1e37c986
64,Bennit Bröger,de GER,MF,Wolfsburg,17,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2d6b4904
65,John Brooks,us USA,DF,Hoffenheim,30,1993,21,18,1539,17.1,2,0,2,2,0,0,6,1,0.12,0.00,0.12,0.12,0.12,Matches,e27da244
66,Moritz Broschinski,de GER,FWMF,Bochum,22,2000,26,14,1247,13.9,2,3,5,2,0,0,4,0,0.14,0.22,0.36,0.14,0.36,Matches,bbd79358
67,Alexander Brunst,de GER,GK,Darmstadt 98,28,1995,3,3,270,3.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,99219195
68,Marius Bülter,de GER,MF,Hoffenheim,30,1993,30,15,1351,15.0,1,4,5,1,0,0,3,1,0.07,0.27,0.33,0.07,0.33,Matches,ab5b7dc1
69,Jonathan Burkardt,de GER,FWMF,Mainz 05,23,2000,21,18,1538,17.1,8,2,10,7,1,1,2,0,0.47,0.12,0.59,0.41,0.53,Matches,05f99a4a
70,Oliver Burke,sct SCO,FWMF,Werder Bremen,26,1997,1,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f631c17f
71,Marnon Busch,de GER,DF,Heidenheim,28,1994,16,5,595,6.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c38767ab
72,Aurélio Buta,pt POR,MFDF,Frankfurt,26,1997,30,20,1744,19.4,1,1,2,1,0,0,5,0,0.05,0.05,0.10,0.05,0.10,Matches,b4705807
73,Anthony Caci,fr FRA,MFDF,Mainz 05,26,1997,31,29,2486,27.6,2,3,5,2,0,0,8,0,0.07,0.11,0.18,0.07,0.18,Matches,0118c54c
74,Emre Can,de GER,MF,Dortmund,29,1994,25,22,1953,21.7,2,2,4,0,2,2,5,0,0.09,0.09,0.18,0.00,0.09,Matches,a65ce836
75,Irvin Cardona,mt MLT,FWMF,Augsburg,25,1997,3,0,54,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5e080f73
76,Rasmus Carstensen,dk DEN,DFMF,Köln,22,2000,23,18,1659,18.4,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,64d7f629
77,Fabio Carvalho,pt POR,MF,RB Leipzig,20,2002,9,1,165,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,966e28d0
78,Koen Casteels,be BEL,GK,Wolfsburg,31,1992,25,25,2250,25.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,db401046
79,Václav Černý,cz CZE,MFFW,Wolfsburg,25,1997,22,12,921,10.2,4,1,5,4,0,0,2,0,0.39,0.10,0.49,0.39,0.49,Matches,bb1cf301
80,Julian Chabot,de GER,DF,Köln,25,1998,32,32,2703,30.0,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches,ae7058f9
81,El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,18,2005,6,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2180c761
82,Fares Chaïbi,dz ALG,MFFW,Frankfurt,20,2002,28,21,1912,21.2,2,4,6,2,0,0,2,0,0.09,0.19,0.28,0.09,0.28,Matches,357103bd
83,Timothy Chandler,us USA,DFMF,Frankfurt,33,1990,6,0,18,0.2,0,1,1,0,0,0,0,0,0.00,5.00,5.00,0.00,5.00,Matches,b3b7f5a6
84,Fabio Chiarodia,it ITA,DF,Gladbach,18,2005,7,1,152,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,48780156
85,Jacob Christensen,dk DEN,MF,Köln,22,2001,7,2,219,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,324ff0da
86,Nnamdi Collins,de GER,DF,Frankfurt,19,2004,2,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8eb5c94c
87,Kingsley Coman,fr FRA,MF,Bayern Munich,27,1996,17,15,1113,12.4,3,3,6,3,0,0,1,0,0.24,0.24,0.49,0.24,0.49,Matches,042e8a49
88,Bambasé Conté,de GER,MF,Hoffenheim,20,2003,7,0,48,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,33b38f49
89,Danny da Costa,de GER,MFDF,Mainz 05,30,1993,19,9,830,9.2,0,1,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches,5ddb8f9f
90,Nicolas Cozza,fr FRA,DF,Wolfsburg,24,1999,6,3,276,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8f325097
91,Tomáš Čvančara,cz CZE,FWMF,Gladbach,22,2000,21,7,896,10.0,4,1,5,3,1,2,4,0,0.40,0.10,0.50,0.30,0.40,Matches,298c8aa1
92,Finn Dahmen,de GER,GK,Augsburg,25,1998,31,31,2790,31.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,dee3013b
93,Mahmoud Dahoud,de GER,MF,Stuttgart,27,1996,13,1,227,2.5,1,0,1,1,0,0,0,0,0.40,0.00,0.40,0.40,0.40,Matches,db4ed67b
94,Lukas Daschner,de GER,FWMF,Bochum,24,1998,20,3,536,6.0,1,1,2,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,Matches,93a8c4f9
95,David Datro Fofana,ci CIV,FWMF,Union Berlin,20,2002,12,8,682,7.6,1,0,1,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches,e82900ef
96,Alphonso Davies,ca CAN,DF,Bayern Munich,22,2000,29,24,2065,22.9,2,5,7,2,0,0,0,0,0.09,0.22,0.31,0.09,0.31,Matches,d781d855
97,Olivier Deman,be BEL,MF,Werder Bremen,23,2000,29,14,1365,15.2,2,1,3,2,0,0,5,0,0.13,0.07,0.20,0.13,0.20,Matches,13210854
98,Ermedin Demirović,ba BIH,FWMF,Augsburg,25,1998,33,33,2873,31.9,15,9,24,12,3,4,7,0,0.47,0.28,0.75,0.38,0.66,Matches,ed79b7d3
99,Sepp van den Berg,nl NED,DF,Mainz 05,21,2001,33,31,2839,31.5,3,0,3,3,0,0,9,0,0.10,0.00,0.10,0.10,0.10,Matches,7bf9400b
100,Samuele Di Benedetto,de GER,MF,Stuttgart,18,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7c254c75
101,Justin Diehl,de GER,MF,Köln,18,2004,7,1,168,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d82a310a
102,Eric Dier,eng ENG,DF,Bayern Munich,29,1994,15,13,1166,13.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ac861941
103,Florian Dietz,de GER,FW,Köln,24,1998,5,0,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8779ddf8
104,Junior Dina Ebimbe,cm CMR,MF,Frankfurt,22,2000,31,25,1956,21.7,5,3,8,5,0,0,5,0,0.23,0.14,0.37,0.23,0.37,Matches,95bb6ddc
105,Eren Dinkçi,de GER,MF,Heidenheim,21,2001,33,33,2650,29.4,10,5,15,10,0,0,8,0,0.34,0.17,0.51,0.34,0.51,Matches,4ccd8957
106,Ritsu Doan,jp JPN,MF,Freiburg,25,1998,30,26,2246,25.0,7,2,9,7,0,0,2,0,0.28,0.08,0.36,0.28,0.36,Matches,d01bbb6f
107,Danilho Doekhi,nl NED,DF,Union Berlin,25,1998,24,24,2160,24.0,2,0,2,2,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,f67c9d29
108,Niklas Dorsch,de GER,MF,Augsburg,25,1998,21,16,1386,15.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,7f73bdf4
109,Nikola Dovedan,at AUT,MF,Heidenheim,29,1994,21,5,656,7.3,3,1,4,3,0,0,0,1,0.41,0.14,0.55,0.41,0.55,Matches,57d9f511
110,Damion Downs,us USA,FW,Köln,19,2004,10,0,181,2.0,2,0,2,2,0,0,0,0,0.99,0.00,0.99,0.99,0.99,Matches,640134d6
111,Dion Drena Beljo,hr CRO,FWMF,Augsburg,21,2002,26,3,581,6.5,2,0,2,2,0,0,2,0,0.31,0.00,0.31,0.31,0.31,Matches,9a2e3a23
112,Tim Drexler,de GER,DF,Hoffenheim,18,2005,8,6,573,6.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0911b4fc
113,Marvin Ducksch,de GER,FW,Werder Bremen,29,1994,33,32,2696,30.0,12,9,21,7,5,6,9,0,0.40,0.30,0.70,0.23,0.53,Matches,638a4d71
114,Julien Duranville,be BEL,FW,Dortmund,17,2006,2,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b06a7ae9
115,Maximilian Eggestein,de GER,MF,Freiburg,26,1996,33,33,2914,32.4,1,2,3,1,0,0,6,0,0.03,0.06,0.09,0.03,0.09,Matches,beb882a8
116,Lilian Egloff,de GER,MF,Stuttgart,20,2002,5,1,106,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2f7fec15
117,Hugo Ekitike,fr FRA,FW,Frankfurt,21,2002,14,7,716,8.0,4,2,6,4,0,0,3,0,0.50,0.25,0.75,0.50,0.75,Matches,5b92d896
118,Elif Elmas,mk MKD,MF,RB Leipzig,23,1999,14,2,266,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cf007308
119,Nico Elvedi,ch SUI,DF,Gladbach,26,1996,30,28,2482,27.6,2,1,3,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11,Matches,48035304
120,Arne Engels,be BEL,MFDF,Augsburg,19,2003,32,13,1405,15.6,3,2,5,3,0,0,1,1,0.19,0.13,0.32,0.19,0.32,Matches,554bcc91
121,Ohis Felix Uduokhai,de GER,DF,Augsburg,25,1997,33,33,2921,32.5,2,0,2,2,0,0,5,1,0.06,0.00,0.06,0.06,0.06,Matches,677da306
122,Edimilson Fernandes,ch SUI,DF,Mainz 05,27,1996,21,13,1290,14.3,0,2,2,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,Matches,3bb625ac
123,Nacho Ferri,es ESP,FW,Frankfurt,18,2004,8,0,74,0.8,1,0,1,1,0,0,0,0,1.22,0.00,1.22,1.22,1.22,Matches,58468842
124,Max Finkgräfe,de GER,DF,Köln,19,2004,24,18,1756,19.5,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches,7ebd0896
125,Kilian Fischer,de GER,MFDF,Wolfsburg,22,2000,6,4,291,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,79f7302a
126,Jonas Föhrenbach,de GER,DF,Heidenheim,27,1996,33,32,2788,31.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1b4be8eb
127,Emil Forsberg,se SWE,MF,RB Leipzig,31,1991,14,5,464,5.2,2,1,3,2,0,1,0,0,0.39,0.19,0.58,0.39,0.58,Matches,9a2e0ccc
128,Philipp Förster,de GER,MF,Bochum,28,1995,13,3,385,4.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,76fa965f
129,Bartol Franjić,hr CRO,MF,Darmstadt 98,23,2000,20,14,1229,13.7,0,1,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,Matches,697dc00a
130,Marco Friedl,at AUT,DF,Werder Bremen,25,1998,25,25,2197,24.4,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches,f86ad3f5
131,Marvin Friedrich,de GER,DF,Gladbach,27,1995,24,17,1566,17.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b77f44a4
132,Jeremie Frimpong,nl NED,MF,Leverkusen,22,2000,31,27,2251,25.0,9,7,16,9,0,0,6,0,0.36,0.28,0.64,0.36,0.64,Matches,74f2e748
133,Chris Führich,de GER,MF,Stuttgart,25,1998,34,33,2567,28.5,8,7,15,8,0,1,2,0,0.28,0.25,0.53,0.28,0.53,Matches,0cf778df
134,Shiō Fukuda,jp JPN,FW,Gladbach,19,2004,5,0,36,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,056a8552
135,Niclas Füllkrug,de GER,FW,Werder Bremen,30,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4f16405e
136,Niclas Füllkrug,de GER,FW,Dortmund,30,1993,29,27,2212,24.6,12,8,20,9,3,3,1,0,0.49,0.33,0.81,0.37,0.69,Matches,4f16405e
137,Cristian Gamboa,cr CRC,DFMF,Bochum,33,1989,22,12,1187,13.2,0,1,1,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08,Matches,f27680d9
138,Dennis Geiger,de GER,MF,Hoffenheim,25,1998,3,0,64,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,37f606f0
139,Yannick Gerhardt,de GER,MF,Wolfsburg,29,1994,25,18,1630,18.1,2,1,3,2,0,0,5,0,0.11,0.06,0.17,0.11,0.17,Matches,62ab9184
140,Anwar El Ghazi,nl NED,FWMF,Mainz 05,28,1995,3,0,54,0.6,0,1,1,0,0,0,0,0,0.00,1.67,1.67,0.00,1.67,Matches,ffa90327
141,Benedikt Gimber,de GER,DF,Heidenheim,26,1997,24,24,2021,22.5,1,1,2,1,0,0,9,0,0.04,0.04,0.09,0.04,0.09,Matches,e5f76710
142,Matthias Ginter,de GER,DF,Freiburg,29,1994,23,22,1913,21.3,0,2,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches,f521b80a
143,Jamie Gittens,eng ENG,MFFW,Dortmund,18,2004,25,14,1058,11.8,1,4,5,1,0,0,1,0,0.09,0.34,0.43,0.09,0.43,Matches,10745192
144,Klaus Gjasula,al ALB,DFMF,Darmstadt 98,33,1989,22,17,1363,15.1,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches,431c837b
145,Serge Gnabry,de GER,MF,Bayern Munich,28,1995,10,5,432,4.8,3,1,4,3,0,0,0,0,0.62,0.21,0.83,0.62,0.83,Matches,88e357ef
146,Leon Goretzka,de GER,MF,Bayern Munich,28,1995,30,25,2241,24.9,6,7,13,6,0,0,3,0,0.24,0.28,0.52,0.24,0.52,Matches,cc86b9a3
147,Robin Gosens,de GER,MFDF,Union Berlin,29,1994,30,27,2283,25.4,6,3,9,6,0,0,9,1,0.24,0.12,0.35,0.24,0.35,Matches,2d970560
148,Mario Götze,de GER,MF,Frankfurt,31,1992,30,23,2068,23.0,3,2,5,3,0,0,5,1,0.13,0.09,0.22,0.13,0.22,Matches,9efa1d25
149,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,32,1991,30,29,2593,28.8,1,0,1,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches,1025db8e
150,Jens Grahl,de GER,GK,Frankfurt,34,1988,2,2,180,2.0,0,1,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50,Matches,f26dee6b
151,Ryan Gravenberch,nl NED,MF,Bayern Munich,21,2002,1,0,10,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b8e740fb
152,Michael Gregoritsch,at AUT,FW,Freiburg,29,1994,32,19,1682,18.7,7,4,11,7,0,0,2,0,0.37,0.21,0.59,0.37,0.59,Matches,8e235926
153,Vincenzo Grifo,it ITA,MF,Freiburg,30,1993,32,29,2325,25.8,8,8,16,2,6,6,3,0,0.31,0.31,0.62,0.08,0.39,Matches,54e4866f
154,Florian Grillitsch,at AUT,DFMF,Hoffenheim,27,1995,30,25,2295,25.5,1,6,7,1,0,0,8,0,0.04,0.24,0.27,0.04,0.27,Matches,ffbbc83b
155,Álex Grimaldo,es ESP,MF,Leverkusen,27,1995,33,31,2784,30.9,10,13,23,10,0,0,1,0,0.32,0.42,0.74,0.32,0.74,Matches,b1f4086c
