--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
28,Michail Antonio,jm JAM,FW,West Ham,34,1990,14,11,836,9.3,1,1,2,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,Matches,ac05f970
29,Antony,br BRA,FWMF,Manchester Utd,24,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,99127249
30,Julian Araujo,mx MEX,DF,Bournemouth,22,2001,12,7,497,5.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,8f4541c2
31,Cameron Archer,eng ENG,FW,Southampton,23,2001,35,13,1441,16.0,2,0,2,2,0,1,0,0,0.12,0.00,0.12,0.12,0.12,Matches,05e8ca6d
32,Alphonse Areola,fr FRA,GK,West Ham,31,1993,26,25,2260,25.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2f965a72
33,Joe Aribo,ng NGA,MF,Southampton,28,1996,32,21,2013,22.4,3,0,3,3,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches,328f7d51
34,Adam Armstrong,eng ENG,FWMF,Southampton,27,1997,20,15,1248,13.9,2,2,4,2,0,1,4,0,0.14,0.14,0.29,0.14,0.29,Matches,68c720b5
35,Harrison Armstrong,eng ENG,MF,Everton,17,2007,3,0,48,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,de59e609
36,Kepa Arrizabalaga,es ESP,GK,Bournemouth,29,1994,31,31,2790,31.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,28d596a0
37,Marco Asensio,es ESP,MF,Aston Villa,28,1996,13,9,743,8.3,3,1,4,3,0,2,2,0,0.36,0.12,0.48,0.36,0.48,Matches,45af8a54
38,Brandon Austin,eng ENG,GK,Tottenham,25,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5e253986
39,Taiwo Awoniyi,ng NGA,FW,Nottingham,26,1997,26,3,416,4.6,1,0,1,1,0,0,0,0,0.22,0.00,0.22,0.22,0.22,Matches,e5478b87
40,Yasin Ayari,se SWE,MF,Brighton,20,2003,34,22,1965,21.8,2,1,3,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14,Matches,f173303a
41,Jordan Ayew,gh GHA,FWMF,Crystal Palace,32,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,da052c14
42,Jordan Ayew,gh GHA,MF,Leicester City,32,1991,30,19,1638,18.2,5,0,5,4,1,1,5,0,0.27,0.00,0.27,0.22,0.22,Matches,da052c14
43,Benoît Badiashile,fr FRA,DF,Chelsea,23,2001,5,3,334,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,06df8256
44,Leon Bailey,jm JAM,MF,Aston Villa,26,1997,24,14,1139,12.7,1,2,3,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24,Matches,3a233281
45,Carlos Baleba,cm CMR,MF,Brighton,20,2004,34,31,2661,29.6,3,1,4,3,0,0,8,1,0.10,0.03,0.14,0.10,0.14,Matches,a1390d2f
46,Ross Barkley,eng ENG,MF,Aston Villa,30,1993,20,3,581,6.5,3,1,4,3,0,0,3,0,0.46,0.15,0.62,0.46,0.62,Matches,3a24769f
47,Harvey Barnes,eng ENG,FWMF,Newcastle,26,1997,33,17,1755,19.5,9,4,13,9,0,0,0,0,0.46,0.21,0.67,0.46,0.67,Matches,3ea50f67
48,Calvin Bassey,ng NGA,DF,Fulham,24,1999,35,34,3074,34.2,1,0,1,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches,a36524bf
49,Altay Bayındır,tr TUR,GK,Manchester Utd,26,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,072e68ed
50,Jan Bednarek,pl POL,DF,Southampton,28,1996,30,30,2531,28.1,2,0,2,2,0,0,7,0,0.07,0.00,0.07,0.07,0.07,Matches,4115ce4e
51,Armel Bella Kotchap,de GER,DF,Southampton,22,2001,4,2,331,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a39d11bc
52,Jean-Ricner Bellegarde,ht HAI,MF,Wolves,26,1998,35,20,1677,18.6,2,7,9,2,0,0,3,0,0.11,0.38,0.48,0.11,0.48,Matches,10f0fdd3
53,Rodrigo Bentancur,uy URU,MF,Tottenham,27,1997,26,21,1645,18.3,2,0,2,2,0,0,9,0,0.11,0.00,0.11,0.11,0.11,Matches,3b8674e6
54,Daniel Bentley,eng ENG,GK,Wolves,31,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,68db6358
55,Sander Berge,no NOR,MF,Fulham,26,1998,31,26,2224,24.7,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,d0b6129f
56,Lucas Bergvall,se SWE,MF,Tottenham,18,2006,27,11,1212,13.5,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches,a109e5c8
57,Victor Bernth Kristiansen,dk DEN,DFMF,Leicester City,21,2002,30,29,2482,27.6,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches,505486d6
58,Beto,gw GNB,FW,Everton,26,1998,30,15,1534,17.0,8,0,8,8,0,0,2,0,0.47,0.00,0.47,0.47,0.47,Matches,ed5c0319
59,Philip Billing,dk DEN,MF,Bournemouth,28,1996,10,1,184,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d328a254
60,Yves Bissouma,ml MLI,MF,Tottenham,27,1996,28,16,1408,15.6,2,0,2,2,0,0,7,0,0.13,0.00,0.13,0.13,0.13,Matches,6c203af0
61,Oscar Bobb,no NOR,FWMF,Manchester City,21,2003,3,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eed2427e
62,Lamare Bogarde,nl NED,DFMF,Aston Villa,20,2004,8,5,476,5.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,bca5c4a7
63,Willy Boly,ci CIV,DF,Nottingham,33,1991,6,1,150,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a4ac4b8f
64,Sven Botman,nl NED,DF,Newcastle,24,2000,8,6,412,4.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ccce7025
65,Jarrod Bowen,eng ENG,MFFW,West Ham,27,1996,34,34,2973,33.0,13,8,21,12,1,1,1,0,0.39,0.24,0.64,0.36,0.61,Matches,79c84d1c
66,Conor Bradley,nir NIR,DF,Liverpool,21,2003,19,7,754,8.4,0,2,2,0,0,0,4,0,0.00,0.24,0.24,0.00,0.24,Matches,bbd67769
67,Jarrad Branthwaite,eng ENG,DF,Everton,22,2002,30,28,2511,27.9,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,c1949191
68,James Bree,eng ENG,DFMF,Southampton,26,1997,17,13,1075,11.9,0,1,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,Matches,c07b7c5c
69,Ben Brereton,cl CHI,FWMF,Southampton,25,1999,10,4,449,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,57827369
70,Nathan Broadhead,wls WAL,MF,Ipswich Town,26,1998,18,7,702,7.8,2,0,2,2,0,0,1,0,0.26,0.00,0.26,0.26,0.26,Matches,43309491
71,Armando Broja,al ALB,FW,Everton,22,2001,10,4,334,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,97220da2
72,David Brooks,wls WAL,MF,Bournemouth,27,1997,29,9,960,10.7,2,0,2,2,0,0,3,0,0.19,0.00,0.19,0.19,0.19,Matches,dc4cae05
73,Emi Buendía,ar ARG,FWMF,Aston Villa,27,1996,12,0,98,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,66b76d44
74,Santiago Bueno,uy URU,DF,Wolves,25,1998,29,18,1687,18.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,edc98fac
75,Facundo Buonanotte,ar ARG,MFFW,Leicester City,19,2004,31,14,1523,16.9,5,2,7,5,0,0,8,0,0.30,0.12,0.41,0.30,0.41,Matches,468a7a91
76,Cameron Burgess,au AUS,DF,Ipswich Town,28,1995,18,16,1541,17.1,0,2,2,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,Matches,da61ca98
77,Dan Burn,eng ENG,DF,Newcastle,32,1992,37,37,3330,37.0,1,1,2,1,0,0,11,0,0.03,0.03,0.05,0.03,0.05,Matches,b2d31e83
78,Wes Burns,wls WAL,MF,Ipswich Town,29,1994,18,12,926,10.3,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches,b3fe23c6
79,Nathan Butler-Oyedeji,eng ENG,FW,Arsenal,21,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3a686640
80,Moisés Caicedo,ec ECU,MFDF,Chelsea,22,2001,38,38,3351,37.2,1,2,3,1,0,0,11,0,0.03,0.05,0.08,0.03,0.08,Matches,16264a81
81,Tom Cairney,sct SCO,MF,Fulham,33,1991,25,3,628,7.0,2,0,2,2,0,0,3,1,0.29,0.00,0.29,0.29,0.29,Matches,a8748947
82,Jens Cajuste,se SWE,MF,Ipswich Town,24,1999,30,25,1959,21.8,1,1,2,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,Matches,928a4a61
83,Riccardo Calafiori,it ITA,DF,Arsenal,22,2002,19,11,983,10.9,2,1,3,2,0,0,4,0,0.18,0.09,0.27,0.18,0.27,Matches,aded8e6f
84,Dominic Calvert-Lewin,eng ENG,FW,Everton,27,1997,26,19,1609,17.9,3,1,4,3,0,0,2,0,0.17,0.06,0.22,0.17,0.22,Matches,59e6e5bf
85,Diego Carlos,br BRA,DF,Aston Villa,31,1993,10,8,830,9.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b4a014b1
86,Fabio Carvalho,pt POR,FWMF,Brentford,21,2002,19,3,455,5.1,2,1,3,2,0,0,1,0,0.40,0.20,0.59,0.40,0.59,Matches,966e28d0
87,Casemiro,br BRA,MF,Manchester Utd,32,1992,24,18,1494,16.6,1,0,1,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches,4d224fe8
88,Kaelan Casey,eng ENG,DF,West Ham,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cd4b2c5f
89,Matty Cash,pl POL,DF,Aston Villa,26,1997,27,24,2070,23.0,1,1,2,1,0,0,7,0,0.04,0.04,0.09,0.04,0.09,Matches,2389cdc2
90,Eiran Cashin,ie IRL,DF,Brighton,22,2001,2,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f557c3b8
91,Timothy Castagne,be BEL,DFMF,Fulham,28,1995,24,17,1649,18.3,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches,197640fd
92,Trevoh Chalobah,eng ENG,DF,Chelsea,25,1999,13,11,910,10.1,0,1,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches,5515376c
93,Trevoh Chalobah,eng ENG,DF,Crystal Palace,25,1999,12,12,1060,11.8,3,0,3,3,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches,5515376c
94,Conor Chaplin,eng ENG,MFFW,Ipswich Town,27,1997,22,10,857,9.5,1,1,2,1,0,0,2,0,0.11,0.11,0.21,0.11,0.21,Matches,4ec55b87
95,Youssef Chermiti,pt POR,FW,Everton,20,2004,4,0,45,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,890f108d
96,Federico Chiesa,it ITA,FW,Liverpool,26,1997,6,1,108,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b0f7e36c
97,Ben Chilwell,eng ENG,MF,Crystal Palace,27,1996,8,1,259,2.9,1,0,1,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35,Matches,d2424d1b
98,Chiquinho,pt POR,FWMF,Wolves,24,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dc6c2f02
99,Hamza Choudhury,bd BAN,MF,Leicester City,26,1997,4,1,131,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7d2d3329
100,Ryan Christie,sct SCO,MF,Bournemouth,29,1995,29,27,2117,23.5,2,3,5,2,0,0,9,0,0.09,0.13,0.21,0.09,0.21,Matches,26ce2263
101,Harry Clarke,eng ENG,DF,Ipswich Town,23,2001,7,4,379,4.2,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,a64f2573
102,Jack Clarke,eng ENG,MF,Ipswich Town,23,2000,32,12,1181,13.1,0,4,4,0,0,0,2,0,0.00,0.30,0.30,0.00,0.30,Matches,e16932d8
103,Nathaniel Clyne,eng ENG,DFMF,Crystal Palace,33,1991,13,5,483,5.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0442183b
104,Conor Coady,eng ENG,DF,Leicester City,31,1993,22,19,1714,19.0,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches,2928dca2
105,Séamus Coleman,ie IRL,DF,Everton,35,1988,5,3,215,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0420d84f
106,Nathan Collins,ie IRL,DF,Brentford,23,2001,38,38,3420,38.0,2,3,5,2,0,0,5,0,0.05,0.08,0.13,0.05,0.13,Matches,a8c19eb8
107,Toby Collyer,eng ENG,MF,Manchester Utd,20,2004,6,0,179,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4f9091bc
108,Levi Colwill,eng ENG,DF,Chelsea,21,2003,35,35,3149,35.0,2,1,3,2,0,0,9,0,0.06,0.03,0.09,0.06,0.09,Matches,700783e7
109,Lewis Cook,eng ENG,MFDF,Bournemouth,27,1997,36,32,2978,33.1,1,3,4,1,0,0,8,1,0.03,0.09,0.12,0.03,0.12,Matches,2afc7272
110,Maxwel Cornet,ci CIV,MF,Southampton,27,1996,2,1,72,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,beb391dd
111,Vladimír Coufal,cz CZE,DFMF,West Ham,31,1992,22,11,1067,11.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,fdf3cb77
112,Woyo Coulibaly,ml MLI,DF,Leicester City,25,1999,4,1,109,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,beb6e3a6
113,Aaron Cresswell,eng ENG,DF,West Ham,34,1989,18,10,824,9.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,4f974391
114,Marc Cucurella,es ESP,DF,Chelsea,26,1998,36,33,2988,33.2,5,1,6,5,0,0,10,1,0.15,0.03,0.18,0.15,0.18,Matches,1daec722
115,Jorge Cuenca,es ESP,DF,Fulham,24,1999,8,4,351,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0abc51f2
116,Matheus Cunha,br BRA,MF,Wolves,25,1999,33,29,2597,28.9,15,6,21,15,0,0,4,0,0.52,0.21,0.73,0.52,0.73,Matches,dc62b55d
117,Patson Daka,zm ZAM,MFFW,Leicester City,25,1998,23,6,736,8.2,1,0,1,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,Matches,ca45605e
118,Diogo Dalot,pt POR,MFDF,Manchester Utd,25,1999,33,31,2814,31.3,0,3,3,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches,d9565625
119,Mikkel Damsgaard,dk DEN,MF,Brentford,24,2000,38,34,2911,32.3,2,10,12,2,0,0,2,0,0.06,0.31,0.37,0.06,0.37,Matches,215f3907
120,Jayden Danns,eng ENG,FW,Liverpool,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,003cf4d1
121,Kevin Danso,at AUT,DF,Tottenham,25,1998,10,9,842,9.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6e33125f
122,Ben Davies,wls WAL,DF,Tottenham,31,1993,17,14,1331,14.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,44781702
123,Leif Davis,eng ENG,DF,Ipswich Town,24,1999,33,32,2743,30.5,1,2,3,1,0,0,5,1,0.03,0.07,0.10,0.03,0.10,Matches,8574c61f
124,Craig Dawson,eng ENG,DF,Wolves,34,1990,15,10,971,10.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3e9e06cb
125,Kevin De Bruyne,be BEL,MFFW,Manchester City,33,1991,28,19,1702,18.9,4,7,11,4,0,0,2,0,0.21,0.37,0.58,0.21,0.58,Matches,e46012d4
126,Bobby De Cordova-Reid,jm JAM,MFFW,Leicester City,31,1993,23,9,744,8.3,1,2,3,1,0,0,2,0,0.12,0.24,0.36,0.12,0.36,Matches,0f7533cd
127,Liam Delap,eng ENG,FW,Ipswich Town,21,2003,37,32,2593,28.8,12,2,14,10,2,2,12,0,0.42,0.07,0.49,0.35,0.42,Matches,dd897ee7
128,Sepp van den Berg,nl NED,DF,Brentford,22,2001,31,29,2586,28.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,7bf9400b
129,Justin Devenny,nir NIR,MF,Crystal Palace,20,2003,23,4,507,5.6,1,1,2,1,0,0,1,0,0.18,0.18,0.36,0.18,0.36,Matches,6c2b66fc
130,Kiernan Dewsbury-Hall,eng ENG,MF,Chelsea,25,1998,13,2,264,2.9,0,1,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,Matches,5c74c0f5
131,Amad Diallo,ci CIV,MFFW,Manchester Utd,22,2002,26,20,1901,21.1,8,6,14,8,0,0,5,0,0.38,0.28,0.66,0.38,0.66,Matches,9dc96f10
132,Rúben Dias,pt POR,DFMF,Manchester City,27,1997,27,25,2271,25.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,31c69ef1
133,Luis Díaz,co COL,FWMF,Liverpool,27,1997,36,28,2399,26.7,13,5,18,13,0,0,2,0,0.49,0.19,0.68,0.49,0.68,Matches,4a1a9578
134,Tyler Dibling,eng ENG,MFFW,Southampton,18,2006,33,20,1874,20.8,2,0,2,2,0,0,6,0,0.10,0.00,0.10,0.10,0.10,Matches,bdcc89ae
135,Lucas Digne,fr FRA,DF,Aston Villa,31,1993,32,28,2351,26.1,0,4,4,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,Matches,1b84dbe1
136,Issa Diop,ma MAR,DF,Fulham,27,1997,21,15,1339,14.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,a712ca2b
137,Axel Disasi,fr FRA,DF,Aston Villa,26,1998,7,5,490,5.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,ad82197c
138,Axel Disasi,fr FRA,DF,Chelsea,26,1998,6,4,364,4.0,1,0,1,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches,ad82197c
139,Roman Dixon,eng ENG,DF,Everton,19,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6fba4dba
140,Nasser Djiga,bf BFA,DF,Wolves,21,2002,5,1,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1a7a4d84
141,Matt Doherty,ie IRL,DFMF,Wolves,32,1992,30,25,2109,23.4,2,1,3,2,0,0,6,0,0.09,0.04,0.13,0.09,0.13,Matches,d557d734
142,Jeremy Doku,be BEL,MFFW,Manchester City,22,2002,29,16,1516,16.8,3,6,9,3,0,0,1,0,0.18,0.36,0.53,0.18,0.53,Matches,fffea3e5
143,Nicolás Domínguez,ar ARG,MF,Nottingham,26,1998,34,23,1963,21.8,0,1,1,0,0,0,9,0,0.00,0.05,0.05,0.00,0.05,Matches,20b3a502
144,Patrick Dorgu,dk DEN,MF,Manchester Utd,19,2004,12,10,842,9.4,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,e6536124
145,Alfie Dorrington,eng ENG,DF,Tottenham,19,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ac1ef440
146,Abdoulaye Doucouré,ml MLI,MF,Everton,31,1993,33,31,2564,28.5,3,2,5,3,0,0,5,1,0.11,0.07,0.18,0.11,0.18,Matches,02b29014
147,Cheick Doucouré,ml MLI,MF,Crystal Palace,24,2000,13,4,452,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ce4f40c7
148,Flynn Downes,eng ENG,MF,Southampton,25,1999,27,25,2151,23.9,1,0,1,1,0,0,12,0,0.04,0.00,0.04,0.04,0.04,Matches,69fdb896
149,Tommy Doyle,eng ENG,MF,Wolves,22,2001,24,3,488,5.4,0,1,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches,5526deb1
150,Radu Drăgușin,ro ROU,DF,Tottenham,22,2002,16,14,1252,13.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,620922ed
151,Martin Dúbravka,sk SVK,GK,Newcastle,35,1989,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3a949a25
152,Lewis Dunk,eng ENG,DF,Brighton,32,1991,25,23,2083,23.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,282f75f3
153,Jáder Durán,co COL,FW,Aston Villa,20,2003,20,4,638,7.1,7,0,7,7,0,0,3,1,0.99,0.00,0.99,0.99,0.99,Matches,414184f7
154,Claudio Echeverri,ar ARG,MF,Manchester City,18,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,49a605df
155,George Edmundson,eng ENG,DF,Ipswich Town,26,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,46ff3923
156,Odsonne Édouard,fr FRA,FW,Leicester City,26,1998,4,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0562b7f1
