--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
157,Odsonne Édouard,fr FRA,MF,Crystal Palace,26,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0562b7f1
158,Samuel Edozie,eng ENG,FWMF,Southampton,21,2003,2,0,65,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,007414dd
159,Ronnie Edwards,eng ENG,DF,Southampton,21,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,be90c4b0
160,Anthony Elanga,se SWE,MFFW,Nottingham,22,2002,38,31,2501,27.8,6,11,17,6,0,0,1,0,0.22,0.40,0.61,0.22,0.61,Matches,2fba6108
161,Harvey Elliott,eng ENG,MF,Liverpool,21,2003,18,2,371,4.1,1,2,3,1,0,0,1,0,0.24,0.49,0.73,0.24,0.73,Matches,b9e1436c
162,Yunus Emre Konak,tr TUR,MF,Brentford,18,2006,10,0,42,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e02b5b36
163,Julio Enciso,py PAR,MF,Ipswich Town,20,2004,13,12,869,9.7,2,3,5,2,0,0,3,0,0.21,0.31,0.52,0.21,0.52,Matches,9cfbad36
164,Julio Enciso,py PAR,MF,Brighton,20,2004,12,2,294,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9cfbad36
165,Wataru Endo,jp JPN,MF,Liverpool,31,1993,20,1,273,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c149016b
166,Christian Eriksen,dk DEN,MF,Manchester Utd,32,1992,23,11,1061,11.8,1,2,3,0,1,1,4,0,0.08,0.17,0.25,0.00,0.17,Matches,980522ec
167,Romain Esse,eng ENG,MF,Crystal Palace,19,2005,7,1,138,1.5,1,1,2,1,0,0,0,0,0.65,0.65,1.30,0.65,1.30,Matches,87189f25
168,Pervis Estupiñán,ec ECU,DF,Brighton,26,1998,30,26,2402,26.7,1,1,2,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,Matches,d38fdf53
169,Evanilson,br BRA,FW,Bournemouth,24,1999,31,28,2319,25.8,10,1,11,10,0,1,1,1,0.39,0.04,0.43,0.39,0.43,Matches,6f3cc2fe
170,Jake Evans,eng ENG,MF,Leicester City,15,2008,4,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cb7bcef0
171,Jonny Evans,nir NIR,DF,Manchester Utd,36,1988,7,3,315,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f8fcd2a5
172,Eberechi Eze,eng ENG,MF,Crystal Palace,26,1998,34,31,2588,28.8,8,8,16,7,1,2,1,0,0.28,0.28,0.56,0.24,0.52,Matches,ae4fc6a4
173,Łukasz Fabiański,pl POL,GK,West Ham,39,1985,14,13,1160,12.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,9328b835
174,Wout Faes,be BEL,DF,Leicester City,26,1998,34,30,2815,31.3,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,9c221d14
175,Abdul Fatawu Issahaku,gh GHA,MFFW,Leicester City,20,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0.00,0.31,0.31,0.00,0.31,Matches,bceda5ff
176,João Félix,pt POR,MF,Chelsea,24,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,0.24,0.24,0.49,0.24,0.49,Matches,8aafd64f
177,Evan Ferguson,ie IRL,FW,Brighton,19,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches,4596da74
178,Evan Ferguson,ie IRL,FW,West Ham,19,2004,8,1,156,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4596da74
179,Bruno Fernandes,pt POR,MF,Manchester Utd,29,1994,36,35,3018,33.5,8,10,18,5,3,3,5,2,0.24,0.30,0.54,0.15,0.45,Matches,507c7bdf
180,Mateus Fernandes,pt POR,MF,Southampton,20,2004,36,34,2909,32.3,2,4,6,2,0,0,8,0,0.06,0.12,0.19,0.06,0.19,Matches,ef491564
181,Enzo Fernández,ar ARG,MF,Chelsea,23,2001,36,32,2947,32.7,6,7,13,6,0,0,8,0,0.18,0.21,0.40,0.18,0.40,Matches,5ff4ab71
182,Mark Flekken,nl NED,GK,Brentford,31,1993,37,37,3275,36.4,0,2,2,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches,a92ab7be
183,Phil Foden,eng ENG,MFFW,Manchester City,24,2000,28,20,1777,19.7,7,2,9,7,0,0,2,0,0.35,0.10,0.46,0.35,0.46,Matches,ed1e53f3
184,Wesley Fofana,fr FRA,DF,Chelsea,23,2000,14,14,1172,13.0,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,132a82f1
185,Carlos Forbs,pt POR,MF,Wolves,20,2004,10,1,239,2.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,8a310070
186,Fraser Forster,eng ENG,GK,Tottenham,36,1988,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c3e39f12
187,Matheus França,br BRA,FW,Crystal Palace,20,2004,4,0,55,0.6,1,0,1,1,0,0,0,0,1.64,0.00,1.64,1.64,1.64,Matches,077faf72
188,Ryan Fraser,sct SCO,MFDF,Southampton,30,1994,8,4,306,3.4,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,d56543a0
189,Tyler Fredricson,eng ENG,DF,Manchester Utd,19,2005,2,2,165,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,58630379
190,Niclas Füllkrug,de GER,FW,West Ham,31,1993,18,6,790,8.8,3,2,5,3,0,0,2,0,0.34,0.23,0.57,0.34,0.57,Matches,4f16405e
191,Cody Gakpo,nl NED,MF,Liverpool,25,1999,35,23,1935,21.5,10,4,14,10,0,0,5,0,0.47,0.19,0.65,0.47,0.65,Matches,1971591f
192,Andrés García,es ESP,DFMF,Aston Villa,21,2003,7,5,318,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,40498af1
193,Alejandro Garnacho,ar ARG,MF,Manchester Utd,20,2004,36,23,2199,24.4,6,2,8,6,0,0,3,0,0.25,0.08,0.33,0.25,0.33,Matches,7aa8adfe
194,James Garner,eng ENG,MFDF,Everton,23,2001,21,17,1594,17.7,0,1,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches,4e015693
195,Tyrique George,eng ENG,FW,Chelsea,18,2006,8,1,183,2.0,1,1,2,1,0,0,1,0,0.49,0.49,0.98,0.49,0.98,Matches,e6f7797e
196,Morgan Gibbs-White,eng ENG,MF,Nottingham,24,2000,34,34,2803,31.1,7,8,15,7,0,0,11,1,0.22,0.26,0.48,0.22,0.48,Matches,32f60ed8
197,Billy Gilmour,sct SCO,MF,Brighton,23,2001,2,1,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,df10e27c
198,Ben Godfrey,eng ENG,DF,Ipswich Town,26,1998,3,2,159,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9f7c837d
199,Martial Godo,ci CIV,FWMF,Fulham,21,2003,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e0eea46f
200,Michael Golding,eng ENG,MF,Leicester City,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,67c5e0e8
201,João Gomes,br BRA,MF,Wolves,23,2001,36,35,2974,33.0,3,1,4,3,0,0,11,1,0.09,0.03,0.12,0.09,0.12,Matches,8b57ad2c
202,Rodrigo Gomes,pt POR,MF,Wolves,21,2003,25,7,810,9.0,2,0,2,2,0,0,0,0,0.22,0.00,0.22,0.22,0.22,Matches,8dcf77c0
203,Toti Gomes,pt POR,DF,Wolves,25,1999,31,30,2614,29.0,0,1,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,Matches,f0caab96
204,Diego Gómez,py PAR,MF,Brighton,21,2003,16,4,516,5.7,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches,916728da
205,Joe Gomez,eng ENG,DF,Liverpool,27,1997,9,6,519,5.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7a11550b
206,Nicolás González,es ESP,MF,Manchester City,22,2002,11,9,760,8.4,1,0,1,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,Matches,2c56a792
207,Anthony Gordon,eng ENG,FWMF,Newcastle,23,2001,34,28,2434,27.0,6,5,11,5,1,2,2,0,0.22,0.18,0.41,0.18,0.37,Matches,2bd83368
208,Ryan Gravenberch,nl NED,MF,Liverpool,22,2002,37,37,3160,35.1,0,4,4,0,0,0,6,1,0.00,0.11,0.11,0.00,0.11,Matches,b8e740fb
209,Archie Gray,eng ENG,DFMF,Tottenham,18,2006,28,19,1751,19.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f58515f5
210,Jack Grealish,eng ENG,MFFW,Manchester City,28,1995,20,7,721,8.0,1,1,2,1,0,0,3,0,0.12,0.12,0.25,0.12,0.25,Matches,b0b4fd3e
211,Jacob Greaves,eng ENG,DF,Ipswich Town,23,2000,25,25,2205,24.5,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches,1f169636
212,Brajan Gruda,de GER,MFFW,Brighton,20,2004,21,8,687,7.6,1,4,5,1,0,0,0,0,0.13,0.52,0.66,0.13,0.66,Matches,ae9b998d
213,Albert Grønbaek,dk DEN,MFFW,Southampton,23,2001,4,2,143,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0da5076f
214,Gonçalo Guedes,pt POR,MFFW,Wolves,27,1996,29,10,995,11.1,2,4,6,2,0,0,1,0,0.18,0.36,0.54,0.18,0.54,Matches,e6bc67d7
215,Marc Guéhi,eng ENG,DF,Crystal Palace,24,2000,34,34,3059,34.0,3,2,5,3,0,0,9,1,0.09,0.06,0.15,0.09,0.15,Matches,d0706b27
216,Idrissa Gueye,sn SEN,MF,Everton,34,1989,37,35,3063,34.0,0,3,3,0,0,0,9,0,0.00,0.09,0.09,0.00,0.09,Matches,72c812f3
217,Luis Guilherme,br BRA,MF,West Ham,18,2006,12,1,150,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b7672d43
218,Bruno Guimarães,br BRA,MF,Newcastle,26,1997,38,38,3271,36.3,5,6,11,5,0,0,7,0,0.14,0.17,0.30,0.14,0.30,Matches,82518f62
219,Marc Guiu,es ESP,FW,Chelsea,18,2006,3,0,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d3d774cc
220,İlkay Gündoğan,de GER,MF,Manchester City,33,1990,33,25,2223,24.7,1,6,7,1,0,0,1,0,0.04,0.24,0.28,0.04,0.28,Matches,819b3158
221,Malo Gusto,fr FRA,DF,Chelsea,21,2003,32,19,1862,20.7,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches,d56b9520
222,Joško Gvardiol,hr CRO,DF,Manchester City,22,2002,37,36,3277,36.4,5,0,5,5,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches,5ad50391
223,Erling Haaland,no NOR,FW,Manchester City,24,2000,31,31,2736,30.4,22,3,25,19,3,4,2,0,0.72,0.10,0.82,0.62,0.72,Matches,1f44ac21
224,Lewis Hall,eng ENG,DF,Newcastle,19,2004,27,24,2189,24.3,0,4,4,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,Matches,da011f18
225,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,22,2002,11,0,134,1.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,8450467d
226,Marcus Harness,eng ENG,FWMF,Ipswich Town,28,1996,2,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,90e9ca3d
227,Jack Harrison,eng ENG,MFFW,Everton,27,1996,34,24,2076,23.1,1,0,1,1,0,0,0,0,0.04,0.00,0.04,0.04,0.04,Matches,aa849a12
228,Taylor Harwood-Bellis,eng ENG,DF,Southampton,22,2002,34,32,2825,31.4,1,0,1,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,Matches,47327321
229,Kai Havertz,de GER,FW,Arsenal,25,1999,23,21,1875,20.8,9,3,12,9,0,0,5,0,0.43,0.14,0.58,0.43,0.58,Matches,fed7cb61
230,Ayden Heaven,eng ENG,DF,Manchester Utd,17,2006,4,2,170,1.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,64e17fab
231,Jan Paul van Hecke,nl NED,DF,Brighton,24,2000,34,33,2958,32.9,1,1,2,1,0,0,8,1,0.03,0.03,0.06,0.03,0.06,Matches,4fd08daa
232,Hwang Hee-chan,kr KOR,MFFW,Wolves,28,1996,21,5,661,7.3,2,0,2,2,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches,169fd162
233,Dean Henderson,eng ENG,GK,Crystal Palace,27,1997,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,e5a76dfe
234,Rico Henry,jm JAM,DFMF,Brentford,27,1997,5,0,99,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8a3c1dc7
235,Mads Hermansen,dk DEN,GK,Leicester City,24,2000,27,27,2385,26.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c924b17d
236,Son Heung-min,kr KOR,FWMF,Tottenham,32,1992,30,24,2110,23.4,7,9,16,6,1,2,1,0,0.30,0.38,0.68,0.26,0.64,Matches,92e7e919
237,James Hill,eng ENG,DF,Bournemouth,22,2002,10,6,448,5.0,0,1,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches,69942fb3
238,Jack Hinshelwood,eng ENG,MFDF,Brighton,19,2005,26,22,1842,20.5,5,2,7,5,0,0,5,0,0.24,0.10,0.34,0.24,0.34,Matches,e98211e7
239,George Hirst,sct SCO,FW,Ipswich Town,25,1999,26,5,661,7.3,3,1,4,3,0,0,3,0,0.41,0.14,0.54,0.41,0.54,Matches,78e87179
240,Mason Holgate,jm JAM,DF,Everton,27,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d0042ab9
241,Harry Howell,eng ENG,MF,Brighton,16,2008,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d8a7e52c
242,Callum Hudson-Odoi,eng ENG,MF,Nottingham,23,2000,31,25,2194,24.4,5,2,7,5,0,0,2,0,0.21,0.08,0.29,0.21,0.29,Matches,15f3ec41
243,Will Hughes,eng ENG,MF,Crystal Palace,29,1995,33,24,2108,23.4,0,3,3,0,0,0,11,0,0.00,0.13,0.13,0.00,0.13,Matches,a0666d3e
244,Dean Huijsen,es ESP,DF,Bournemouth,19,2005,32,26,2427,27.0,3,2,5,3,0,0,10,0,0.11,0.07,0.19,0.11,0.19,Matches,87278bce
245,Omari Hutchinson,eng ENG,MF,Ipswich Town,20,2003,31,30,2583,28.7,3,2,5,3,0,0,5,0,0.10,0.07,0.17,0.10,0.17,Matches,bd9553e6
246,Rasmus Højlund,dk DEN,FW,Manchester Utd,21,2003,32,23,2004,22.3,4,0,4,4,0,0,2,0,0.18,0.00,0.18,0.18,0.18,Matches,491a433d
247,Igor,br BRA,DF,Brighton,26,1998,13,10,961,10.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,a4e85758
248,Danny Ings,eng ENG,FW,West Ham,32,1992,15,1,284,3.2,1,2,3,1,0,0,0,0,0.32,0.63,0.95,0.32,0.95,Matches,07802f7f
249,Tim Iroegbunam,eng ENG,MF,Everton,21,2003,18,5,574,6.4,0,1,1,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,Matches,84c5ceea
250,Andy Irving,sct SCO,MF,West Ham,24,2000,10,1,166,1.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,b1be9fc0
251,Alexander Isak,se SWE,FW,Newcastle,24,1999,34,34,2756,30.6,23,6,29,19,4,4,1,0,0.75,0.20,0.95,0.62,0.82,Matches,8e92be30
252,Alex Iwobi,ng NGA,MF,Fulham,28,1996,38,35,2981,33.1,9,6,15,9,0,0,1,0,0.27,0.18,0.45,0.27,0.45,Matches,6ca5ec4b
253,Nicolas Jackson,sn SEN,FW,Chelsea,23,2001,30,28,2220,24.7,10,5,15,10,0,0,7,1,0.41,0.20,0.61,0.41,0.61,Matches,9c36ed83
254,Reece James,eng ENG,DFMF,Chelsea,24,1999,19,12,1063,11.8,1,1,2,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,Matches,1265a93a
255,Vitaly Janelt,de GER,MF,Brentford,26,1998,32,27,2254,25.0,1,3,4,1,0,0,3,0,0.04,0.12,0.16,0.04,0.16,Matches,8449d35e
256,Vitezslav Jaros,cz CZE,GK,Liverpool,23,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,12bb4d6a
257,Daniel Jebbison,ca CAN,FW,Bournemouth,20,2003,16,0,119,1.3,1,0,1,1,0,0,1,0,0.76,0.00,0.76,0.76,0.76,Matches,03edb878
258,Mathias Jensen,dk DEN,MF,Brentford,28,1996,24,8,862,9.6,0,2,2,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,Matches,0f134faf
259,Gabriel Jesus,br BRA,FW,Arsenal,27,1997,17,6,608,6.8,3,0,3,3,0,0,4,0,0.44,0.00,0.44,0.44,0.44,Matches,b66315ae
260,Raúl Jiménez,mx MEX,FW,Fulham,33,1991,38,30,2494,27.7,12,3,15,9,3,3,4,0,0.43,0.11,0.54,0.32,0.43,Matches,b561db50
261,Kim Jisoo,kr KOR,DF,Brentford,19,2004,3,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f4065d9e
262,João Pedro,br BRA,FWMF,Brighton,22,2001,27,23,1948,21.6,10,6,16,5,5,5,4,1,0.46,0.28,0.74,0.23,0.51,Matches,e8832875
263,Joelinton,br BRA,MFFW,Newcastle,27,1996,29,29,2393,26.6,4,3,7,4,0,0,10,0,0.15,0.11,0.26,0.15,0.26,Matches,c17bfb65
264,Ben Johnson,eng ENG,MFDF,Ipswich Town,24,2000,23,14,1354,15.0,1,2,3,1,0,0,5,1,0.07,0.13,0.20,0.07,0.20,Matches,9319781b
265,Brennan Johnson,wls WAL,FWMF,Tottenham,23,2001,33,24,2177,24.2,11,3,14,11,0,0,5,0,0.45,0.12,0.58,0.45,0.58,Matches,0cd31129
266,Sam Johnstone,eng ENG,GK,Wolves,31,1993,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9e5708be
267,Curtis Jones,eng ENG,MFDF,Liverpool,23,2001,33,19,1712,19.0,3,3,6,3,0,0,3,1,0.16,0.16,0.32,0.16,0.32,Matches,4fb9c88f
268,Jorginho,it ITA,MF,Arsenal,32,1991,15,9,704,7.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,45db685d
269,Diogo Jota,pt POR,FW,Liverpool,27,1996,26,14,1196,13.3,6,3,9,6,0,0,2,0,0.45,0.23,0.68,0.45,0.68,Matches,178ae8f8
270,James Justin,eng ENG,DFMF,Leicester City,26,1998,36,34,2912,32.4,2,2,4,2,0,0,6,0,0.06,0.06,0.12,0.06,0.12,Matches,fb614c44
271,Filip Jørgensen,dk DEN,GK,Chelsea,22,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0107757e
272,Ferdi Kadioglu,tr TUR,DFMF,Brighton,24,1999,6,5,385,4.3,1,0,1,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches,66c52a77
273,Daichi Kamada,jp JPN,MF,Crystal Palace,27,1996,34,15,1564,17.4,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,15b287da
274,Boubacar Kamara,fr FRA,MFDF,Aston Villa,24,1999,26,20,1726,19.2,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches,cc77354e
275,Joachim Kayi Sanda,fr FRA,DF,Southampton,17,2006,2,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e2b2a181
276,Michael Kayode,it ITA,DF,Brentford,20,2004,12,6,528,5.9,0,1,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches,e19660a8
277,Michael Keane,eng ENG,DF,Everton,31,1993,14,11,1049,11.7,3,0,3,3,0,0,5,0,0.26,0.00,0.26,0.26,0.26,Matches,c5b7c315
278,Caoimhín Kelleher,ie IRL,GK,Liverpool,25,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,62d7ef38
279,Lloyd Kelly,eng ENG,DF,Newcastle,25,1998,10,4,303,3.4,0,1,1,0,0,0,2,0,0.00,0.30,0.30,0.00,0.30,Matches,f31def1e
280,Milos Kerkez,hu HUN,DF,Bournemouth,20,2003,38,38,3336,37.1,2,5,7,2,0,0,4,0,0.05,0.13,0.19,0.05,0.19,Matches,0ad53bdc
281,Bilal El Khannouss,ma MAR,MF,Leicester City,20,2004,32,27,2182,24.2,2,3,5,2,0,0,4,0,0.08,0.12,0.21,0.08,0.21,Matches,f7042636
282,Abdukodir Khusanov,uz UZB,DF,Manchester City,20,2004,6,6,503,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d17ce930
283,Max Kilman,eng ENG,DF,West Ham,27,1997,38,38,3348,37.2,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches,d0f72bf1
284,Joshua King,eng ENG,MF,Fulham,17,2007,8,1,130,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86109b3b
285,Tom King,wls WAL,GK,Wolves,29,1995,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5791b997
286,Antonín Kinský,cz CZE,GK,Tottenham,21,2003,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b38ac6a4
287,Jakub Kiwior,pl POL,DF,Arsenal,24,2000,17,10,1122,12.5,1,0,1,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches,dc3e663e
288,Justin Kluivert,nl NED,MF,Bournemouth,25,1999,34,29,2340,26.0,12,6,18,6,6,6,8,0,0.46,0.23,0.69,0.23,0.46,Matches,4c3a6744
289,Ibrahima Konaté,fr FRA,DF,Liverpool,25,1999,31,30,2560,28.4,1,2,3,1,0,0,5,0,0.04,0.07,0.11,0.04,0.11,Matches,5ed9b537
290,Ezri Konsa,eng ENG,DF,Aston Villa,26,1997,34,33,2936,32.6,2,0,2,2,0,0,1,0,0.06,0.00,0.06,0.06,0.06,Matches,0313a347
291,Mateo Kovačić,hr CRO,MFDF,Manchester City,30,1994,31,25,2198,24.4,6,2,8,6,0,0,5,1,0.25,0.08,0.33,0.25,0.33,Matches,79c0821a
292,Caleb Kporha,eng ENG,DF,Crystal Palace,18,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c80f8c9d
293,Emil Krafth,se SWE,DF,Newcastle,29,1994,12,2,342,3.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,77cf6852
294,Mohammed Kudus,gh GHA,MFFW,West Ham,23,2000,32,31,2590,28.8,5,3,8,5,0,0,2,1,0.17,0.10,0.28,0.17,0.28,Matches,b62878a5
295,Dejan Kulusevski,se SWE,MFFW,Tottenham,24,2000,32,27,2389,26.5,7,4,11,7,0,0,3,0,0.26,0.15,0.41,0.26,0.41,Matches,df3cda47
296,Maxence Lacroix,fr FRA,DF,Crystal Palace,24,2000,35,35,3116,34.6,1,1,2,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,Matches,277c49ed
297,Adam Lallana,eng ENG,MF,Southampton,36,1988,14,5,361,4.0,0,2,2,0,0,0,4,0,0.00,0.50,0.50,0.00,0.50,Matches,99813635
298,Tariq Lamptey,gh GHA,DFMF,Brighton,23,2000,15,10,860,9.6,2,2,4,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42,Matches,f4e433d4
299,Will Lankshear,eng ENG,FW,Tottenham,19,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,92df535b
300,Roméo Lavia,be BEL,MF,Chelsea,20,2004,16,11,797,8.9,0,1,1,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches,ecad9aa5
301,Mario Lemina,ga GAB,MFDF,Wolves,30,1993,17,15,1364,15.2,1,3,4,1,0,0,4,0,0.07,0.20,0.26,0.07,0.26,Matches,2b471f99
302,Bernd Leno,de GER,GK,Fulham,32,1992,38,38,3420,38.0,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches,2628fd2b
303,Jefferson Lerma,co COL,MFDF,Crystal Palace,29,1994,33,26,2274,25.3,0,1,1,0,0,0,9,0,0.00,0.04,0.04,0.00,0.04,Matches,9b5ce51a
304,Rico Lewis,eng ENG,DFMF,Manchester City,19,2004,28,21,1893,21.0,1,2,3,1,0,0,5,1,0.05,0.10,0.14,0.05,0.14,Matches,b57e066e
305,Keane Lewis-Potter,eng ENG,DFMF,Brentford,23,2001,38,36,3093,34.4,1,3,4,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12,Matches,41f08ac8
306,Myles Lewis-Skelly,eng ENG,DF,Arsenal,17,2006,23,15,1369,15.2,1,0,1,1,0,0,3,2,0.07,0.00,0.07,0.07,0.07,Matches,5dff6c28
307,Matthijs de Ligt,nl NED,DF,Manchester Utd,24,1999,29,25,2123,23.6,2,0,2,2,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,d6e53a3a
308,Pedro Lima,br BRA,MF,Wolves,18,2006,3,1,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b2f4cad5
309,Victor Lindelöf,se SWE,DF,Manchester Utd,30,1994,16,6,704,7.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f5deef4c
310,Jesper Lindstrøm,dk DEN,MF,Everton,24,2000,25,15,1239,13.8,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,37dc1a48
311,Tino Livramento,eng ENG,DF,Newcastle,21,2002,37,32,2840,31.6,0,1,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches,afed6722
312,Sean Longstaff,eng ENG,MF,Newcastle,26,1997,25,8,798,8.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,a2b105e0
313,Saša Lukić,rs SRB,MF,Fulham,27,1996,30,28,2344,26.0,0,2,2,0,0,0,12,0,0.00,0.08,0.08,0.00,0.08,Matches,c6e8cf1f
314,Joe Lumley,eng ENG,GK,Southampton,29,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bdf3a08e
