--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
466,Adam Smith,eng ENG,DF,Bournemouth,34,1991,22,14,1077,12.0,0,2,2,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,Matches,20b104bc
467,Emile Smith Rowe,eng ENG,MF,Fulham,25,2000,37,22,1923,21.4,3,0,3,3,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,17695062
468,Dominic Solanke,eng ENG,FW,Tottenham,27,1997,15,11,1001,11.1,3,0,3,3,0,0,1,0,0.27,0.00,0.27,0.27,0.27,Matches,e77dc3b2
469,Julio Soler,ar ARG,DF,Bournemouth,20,2005,3,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,98c8559a
470,Oliver Sonne,pe PER,DF,Burnley,24,2000,7,1,169,1.9,1,0,1,1,0,0,0,0,0.53,0.00,0.53,0.53,0.53,Matches,b66b8d5e
471,Borna Sosa,hr CRO,DFMF,Crystal Palace,27,1998,7,0,101,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,af0d79a9
472,Tomáš Souček,cz CZE,MF,West Ham,30,1995,35,24,2200,24.4,5,0,5,5,0,0,3,1,0.20,0.00,0.20,0.20,0.20,Matches,6613c819
473,Souza,br BRA,MF,Tottenham,19,2006,4,2,144,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,10b0c6f4
474,Djed Spence,eng ENG,DFMF,Tottenham,24,2000,30,23,2056,22.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,9bc9a519
475,Anton Stach,de GER,MF,Leeds United,26,1998,29,28,2370,26.3,5,3,8,5,0,0,3,0,0.19,0.11,0.30,0.19,0.30,Matches,0f59a7bf
476,John Stones,eng ENG,DF,Manchester City,31,1994,9,5,439,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5eecec3d
477,Jørgen Strand Larsen,no NOR,FW,Wolves,25,2000,22,14,1404,15.6,1,1,2,0,1,2,2,0,0.06,0.06,0.13,0.00,0.06,Matches,f553b2b3
478,Jørgen Strand Larsen,no NOR,FW,Crystal Palace,25,2000,14,12,903,10.0,3,0,3,3,0,0,2,0,0.30,0.00,0.30,0.30,0.30,Matches,f553b2b3
479,Pascal Struijk,nl NED,DF,Leeds United,25,1999,34,33,2936,32.6,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches,f4d296e4
480,Crysencio Summerville,nl NED,MFFW,West Ham,23,2001,31,29,2470,27.4,5,2,7,5,0,0,6,0,0.18,0.07,0.26,0.18,0.26,Matches,df04eb4b
481,Dominik Szoboszlai,hu HUN,MFDF,Liverpool,24,2000,36,36,3231,35.9,6,7,13,6,0,1,8,1,0.17,0.19,0.36,0.17,0.36,Matches,934e1968
482,Jocelin Ta Bi,ci CIV,MF,Sunderland,20,2005,1,1,38,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1f019509
483,Chemsdine Talbi,ma MAR,MFFW,Sunderland,20,2005,28,16,1561,17.3,4,1,5,4,0,0,0,0,0.23,0.06,0.29,0.23,0.29,Matches,47ce793b
484,Ao Tanaka,jp JPN,MF,Leeds United,26,1998,28,14,1315,14.6,2,0,2,2,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,1d36d6b6
485,James Tarkowski,eng ENG,DF,Everton,32,1992,37,37,3330,37.0,2,3,5,2,0,0,8,0,0.05,0.08,0.14,0.05,0.14,Matches,15ea812b
486,Marcus Tavernier,eng ENG,MF,Bournemouth,26,1999,34,31,2731,30.3,7,4,11,5,2,2,6,0,0.23,0.13,0.36,0.16,0.30,Matches,5c0da4a4
487,Loum Tchaouna,fr FRA,MFFW,Burnley,21,2003,29,14,1272,14.1,2,1,3,2,0,0,2,0,0.14,0.07,0.21,0.14,0.21,Matches,a3c8b4d3
488,Jackson Tchatchoua,cm CMR,MFDF,Wolves,23,2001,31,19,1845,20.5,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,aeca7743
489,Mathys Tel,fr FRA,MFFW,Tottenham,20,2005,31,13,1349,15.0,4,1,5,4,0,0,1,0,0.27,0.07,0.33,0.27,0.33,Matches,829aa60c
490,Kenny Tete,nl NED,DF,Fulham,29,1995,22,21,1791,19.9,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches,77d7c96f
491,Igor Thiago,br BRA,FW,Brentford,24,2001,38,37,3282,36.5,22,1,23,14,8,9,7,0,0.60,0.03,0.63,0.38,0.41,Matches,dc45ac24
492,Malick Thiaw,de GER,DF,Newcastle,23,2001,35,33,2965,32.9,4,0,4,4,0,0,4,0,0.12,0.00,0.12,0.12,0.12,Matches,ff5ea0bf
493,Youri Tielemans,be BEL,MF,Aston Villa,28,1997,25,21,1862,20.7,0,4,4,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,Matches,56f7a928
494,Jurriën Timber,nl NED,DF,Arsenal,24,2001,30,28,2454,27.3,3,5,8,3,0,0,5,0,0.11,0.18,0.29,0.11,0.29,Matches,41034650
495,Jean-Clair Todibo,fr FRA,DF,West Ham,25,1999,23,22,1814,20.2,0,1,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,Matches,88f130ed
496,Sandro Tonali,it ITA,MF,Newcastle,25,2000,35,31,2534,28.2,0,2,2,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,0db169ae
497,Pau Torres,es ESP,DF,Aston Villa,28,1997,21,18,1676,18.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,532e1e4f
498,Alex Tóth,hu HUN,MF,Bournemouth,19,2005,9,2,140,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5e18c6f4
499,James Trafford,eng ENG,GK,Manchester City,22,2002,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,259fea27
500,Adama Traoré,es ESP,MF,Fulham,29,1996,15,1,274,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9a28eba4
501,Adama Traoré,es ESP,FWMF,West Ham,29,1996,9,0,121,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9a28eba4
502,Bertrand Traoré,bf BFA,MFFW,Sunderland,29,1995,12,9,632,7.0,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,c47541e0
503,Mike Trésor,be BEL,FWMF,Burnley,26,1999,6,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b2a81fc6
504,Kieran Trippier,eng ENG,DF,Newcastle,34,1990,21,18,1586,17.6,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches,21512407
505,Leandro Trossard,be BEL,FWMF,Arsenal,30,1994,31,21,2000,22.2,6,6,12,6,0,0,2,0,0.27,0.27,0.54,0.27,0.54,Matches,38ceb24a
506,Adrien Truffert,fr FRA,DF,Bournemouth,23,2001,38,38,3379,37.5,1,5,6,1,0,0,5,0,0.03,0.13,0.16,0.03,0.16,Matches,5d0e0a1f
507,Axel Tuanzebe,cd COD,DF,Burnley,27,1997,14,14,1201,13.3,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches,2baec6ce
508,Stefanos Tzimas,gr GRE,FW,Brighton,19,2006,9,1,139,1.5,1,1,2,1,0,0,0,0,0.65,0.65,1.29,0.65,1.29,Matches,a497130f
509,Christantus Uche,ng NGA,FW,Crystal Palace,22,2003,14,0,173,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,87941696
510,Destiny Udogie,it ITA,DFMF,Tottenham,22,2002,20,14,1338,14.9,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,7cd520e8
511,Manuel Ugarte,uy URU,MF,Manchester Utd,24,2001,22,8,887,9.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c9817014
512,Lesley Ugochukwu,fr FRA,MF,Burnley,21,2004,35,27,2336,26.0,3,1,4,3,0,0,3,1,0.12,0.04,0.15,0.12,0.15,Matches,1df4a109
513,Enes Ünal,tr TUR,FW,Bournemouth,28,1997,23,0,232,2.6,1,0,1,1,0,0,1,0,0.39,0.00,0.39,0.39,0.39,Matches,f8eca1b6
514,Hákon Valdimarsson,is ISL,GK,Brentford,23,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,57a34cf4
515,Virgil van Dijk,nl NED,DF,Liverpool,34,1991,38,38,3420,38.0,6,0,6,6,0,0,4,0,0.16,0.00,0.16,0.16,0.16,Matches,e06683ca
516,Joël Veltman,nl NED,DF,Brighton,33,1992,24,9,1058,11.8,1,0,1,1,0,0,5,0,0.09,0.00,0.09,0.09,0.09,Matches,dad4b285
517,Micky van de Ven,nl NED,DF,Tottenham,24,2001,35,35,3041,33.8,4,1,5,4,0,0,9,1,0.12,0.03,0.15,0.12,0.15,Matches,8fe2a392
518,Bart Verbruggen,nl NED,GK,Brighton,22,2002,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,cf134113
519,Guglielmo Vicario,it ITA,GK,Tottenham,28,1996,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,77d6fd4d
520,Kyle Walker,eng ENG,DFMF,Burnley,35,1990,36,35,3096,34.4,0,2,2,0,0,0,9,0,0.00,0.06,0.06,0.00,0.06,Matches,86dd77d1
521,Kyle Walker-Peters,eng ENG,DF,West Ham,28,1997,23,15,1383,15.4,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches,984a5a64
522,Aaron Wan-Bissaka,cd COD,DFMF,West Ham,27,1997,25,23,2081,23.1,0,2,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches,9e525177
523,James Ward-Prowse,eng ENG,MF,West Ham,30,1994,5,5,413,4.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3515d404
524,James Ward-Prowse,eng ENG,MF,Burnley,30,1994,13,7,684,7.6,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches,3515d404
525,Ollie Watkins,eng ENG,FW,Aston Villa,29,1995,37,33,2839,31.5,16,3,19,16,0,0,4,0,0.51,0.10,0.60,0.51,0.60,Matches,aed3a70f
526,Tom Watson,eng ENG,MF,Brighton,19,2006,6,0,62,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9886c32e
527,Max Weiß,de GER,GK,Burnley,21,2004,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,882228c2
528,Danny Welbeck,eng ENG,FW,Brighton,34,1990,37,26,2258,25.1,13,1,14,12,1,3,5,0,0.52,0.04,0.56,0.48,0.52,Matches,ce5143da
529,Adam Wharton,eng ENG,MF,Crystal Palace,21,2004,34,29,2552,28.4,1,5,6,1,0,0,6,1,0.04,0.18,0.21,0.04,0.21,Matches,4b542852
530,Ben White,eng ENG,DF,Arsenal,27,1997,12,9,702,7.8,0,1,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matches,35e413f1
531,Mats Wieffer,nl NED,DF,Brighton,25,1999,26,23,1903,21.1,2,3,5,2,0,0,8,0,0.09,0.14,0.24,0.09,0.24,Matches,4876c9ab
532,Neco Williams,wls WAL,DF,Nottingham,24,2001,37,36,3204,35.6,2,3,5,2,0,0,6,1,0.06,0.08,0.14,0.06,0.14,Matches,dd323728
533,Estêvão Willian,br BRA,MF,Chelsea,18,2007,22,12,848,9.4,2,2,4,2,0,0,4,0,0.21,0.21,0.42,0.21,0.42,Matches,2eda11b1
534,Joe Willock,eng ENG,MF,Newcastle,25,1999,24,10,983,10.9,0,2,2,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,Matches,a3b03921
535,Callum Wilson,eng ENG,FW,West Ham,33,1992,32,11,1251,13.9,7,1,8,7,0,0,1,0,0.50,0.07,0.58,0.50,0.58,Matches,c596fcb0
536,Harry Wilson,wls WAL,MF,Fulham,28,1997,36,32,2673,29.7,10,7,17,10,0,0,7,0,0.34,0.24,0.57,0.34,0.57,Matches,c6dc9ecd
537,Ben Winterburn,eng ENG,MF,Bournemouth,20,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ba31eee2
538,Florian Wirtz,de GER,MF,Liverpool,22,2003,33,27,2378,26.4,5,3,8,5,0,0,1,0,0.19,0.11,0.30,0.19,0.30,Matches,e7fcf289
539,Yoane Wissa,cd COD,FW,Newcastle,28,1996,19,4,531,5.9,1,1,2,1,0,0,3,0,0.17,0.17,0.34,0.17,0.34,Matches,2500cef9
540,Nick Woltemade,de GER,FWMF,Newcastle,23,2002,33,24,1902,21.1,8,3,11,7,1,1,0,0,0.38,0.14,0.52,0.33,0.47,Matches,7ca196eb
541,Chris Wood,nz NZL,FW,Nottingham,33,1991,15,11,901,10.0,3,0,3,3,0,0,0,0,0.30,0.00,0.30,0.30,0.30,Matches,4e9a0555
542,Freddie Woodman,eng ENG,GK,Liverpool,28,1997,3,2,213,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,19e50035
543,Joe Worrall,eng ENG,DF,Burnley,28,1997,11,5,500,5.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a5212312
544,Granit Xhaka,ch SUI,MF,Sunderland,32,1992,34,32,2904,32.3,1,6,7,1,0,0,8,0,0.03,0.19,0.22,0.03,0.22,Matches,e61b8aee
545,Yehor Yarmoliuk,ua UKR,MF,Brentford,21,2004,37,30,2659,29.5,1,2,3,1,0,0,7,0,0.03,0.07,0.10,0.03,0.10,Matches,907a5d7c
546,Ryan Yates,eng ENG,MF,Nottingham,27,1997,22,2,617,6.9,0,2,2,0,0,0,3,0,0.00,0.29,0.29,0.00,0.29,Matches,c1fe2a48
547,Leny Yoro,fr FRA,DF,Manchester Utd,19,2005,32,18,1740,19.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6763f716
548,Oleksandr Zinchenko,ua UKR,DF,Nottingham,28,1996,5,4,353,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,51cf8561
549,Joshua Zirkzee,nl NED,FWMF,Manchester Utd,24,2001,24,5,626,7.0,2,1,3,2,0,0,3,0,0.29,0.14,0.43,0.29,0.43,Matches,028e70b9
550,Martín Zubimendi,es ESP,MF,Arsenal,26,1999,38,34,2992,33.2,5,1,6,5,0,0,4,0,0.15,0.03,0.18,0.15,0.18,Matches,3ee0dd59
551,Martin Ødegaard,no NOR,MF,Arsenal,26,1998,24,16,1369,15.2,1,6,7,1,0,0,0,0,0.07,0.39,0.46,0.07,0.46,Matches,79300479


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/9/stats/Premier-League-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_standard">View Original Table</a><br>Generated 7/28/2026.
