--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
11,Nathan Aké,nl NED,DF,Manchester City,27,1995,26,22,1873,20.8,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches,eaeca114
12,Marc Albrighton,eng ENG,MF,Leicester City,32,1989,6,1,237,2.6,1,0,1,1,0,0,0,0,0.38,0.00,0.38,0.38,0.38,Matches,b827d5b3
13,Thiago Alcántara,es ESP,MF,Liverpool,31,1991,18,14,1254,13.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,77e84962
14,Carlos Alcaraz,ar ARG,MFFW,Southampton,19,2002,18,13,1029,11.4,4,2,6,4,0,0,3,0,0.35,0.17,0.52,0.35,0.52,Matches,4abac767
15,Trent Alexander-Arnold,eng ENG,DF,Liverpool,23,1998,37,34,2923,32.5,2,9,11,2,0,0,5,0,0.06,0.28,0.34,0.06,0.34,Matches,cd1acf9d
16,Alisson,br BRA,GK,Liverpool,29,1992,37,37,3330,37.0,0,1,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches,7a2e46a8
17,Dele Alli,eng ENG,FWMF,Everton,26,1996,2,0,40,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cea4ee8f
18,Miguel Almirón,py PAR,FW,Newcastle,28,1994,34,29,2491,27.7,11,2,13,11,0,0,2,0,0.40,0.07,0.47,0.40,0.47,Matches,862a1c15
19,Julián Álvarez,ar ARG,MFFW,Manchester City,22,2000,31,13,1465,16.3,9,0,9,8,1,1,0,0,0.55,0.00,0.55,0.49,0.49,Matches,15ab5a2b
20,Daniel Amartey,gh GHA,DF,Leicester City,27,1994,20,18,1610,17.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1a4ef233
21,Samuel Amo-Ameyaw,eng ENG,FWMF,Southampton,16,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9eedf0e0
22,Joachim Andersen,dk DEN,DF,Crystal Palace,26,1996,32,32,2782,30.9,1,0,1,1,0,0,8,0,0.03,0.00,0.03,0.03,0.03,Matches,e34fc66d
23,Elliot Anderson,eng ENG,MF,Newcastle,19,2002,22,3,410,4.6,0,1,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,Matches,de31038e
24,Jaidon Anthony,eng ENG,MF,Bournemouth,22,1999,30,11,1257,14.0,3,1,4,3,0,0,2,0,0.21,0.07,0.29,0.21,0.29,Matches,e4238fb1
25,Michail Antonio,jm JAM,FW,West Ham,32,1990,33,21,1829,20.3,5,3,8,5,0,0,2,0,0.25,0.15,0.39,0.25,0.39,Matches,ac05f970
26,Antony,br BRA,MF,Manchester Utd,22,2000,25,23,1802,20.0,4,2,6,4,0,0,5,0,0.20,0.10,0.30,0.20,0.30,Matches,99127249
27,Cameron Archer,eng ENG,FWMF,Aston Villa,21,2001,6,0,49,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,05e8ca6d
28,Alphonse Areola,fr FRA,GK,West Ham,29,1993,5,2,309,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2f965a72
29,Joe Aribo,ng NGA,MFFW,Southampton,26,1996,21,13,1224,13.6,2,0,2,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches,328f7d51
30,Adam Armstrong,eng ENG,MFFW,Southampton,25,1997,30,14,1335,14.8,2,1,3,2,0,0,2,0,0.13,0.07,0.20,0.13,0.20,Matches,68c720b5
31,Stuart Armstrong,sct SCO,MF,Southampton,30,1992,32,14,1408,15.6,2,1,3,2,0,0,6,0,0.13,0.06,0.19,0.13,0.19,Matches,97333cf5
32,Kepa Arrizabalaga,es ESP,GK,Chelsea,27,1994,29,29,2565,28.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,28d596a0
33,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,33,1989,15,5,554,6.2,1,0,1,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches,d5dd5f1f
34,Ludwig Augustinsson,se SWE,DF,Aston Villa,28,1994,3,1,77,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9fec8860
35,Serge Aurier,ci CIV,DFMF,Nottingham,29,1992,24,22,1943,21.6,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches,5c2b4f07
36,Taiwo Awoniyi,ng NGA,FW,Nottingham,24,1997,27,17,1404,15.6,10,1,11,10,0,0,2,0,0.64,0.06,0.71,0.64,0.71,Matches,e5478b87
37,Yasin Ayari,se SWE,MF,Brighton,18,2003,3,1,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f173303a
38,André Ayew,gh GHA,FW,Nottingham,32,1989,13,1,316,3.5,0,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5dbefa9d
39,Jordan Ayew,gh GHA,FWMF,Crystal Palace,30,1991,38,31,2714,30.2,4,3,7,4,0,0,5,0,0.13,0.10,0.23,0.13,0.23,Matches,da052c14
40,Luke Ayling,eng ENG,DF,Leeds United,30,1991,29,22,2054,22.8,2,1,3,2,0,0,3,0,0.09,0.04,0.13,0.09,0.13,Matches,420d7c7d
41,César Azpilicueta,es ESP,DFMF,Chelsea,32,1989,25,16,1527,17.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,53cad200
42,Benoît Badiashile,fr FRA,DF,Chelsea,21,2001,11,10,905,10.1,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches,06df8256
43,Leon Bailey,jm JAM,FWMF,Aston Villa,24,1997,33,26,1967,21.9,4,4,8,4,0,0,4,0,0.18,0.18,0.37,0.18,0.37,Matches,3a233281
44,Stefan Bajcetic,es ESP,MF,Liverpool,17,2004,11,6,526,5.8,1,0,1,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,Matches,32e8417f
45,Dominic Ballard,eng ENG,FW,Southampton,17,2005,2,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ed8d597c
46,Patrick Bamford,eng ENG,FW,Leeds United,28,1993,28,18,1515,16.8,4,2,6,4,0,2,3,0,0.24,0.12,0.36,0.24,0.36,Matches,93feac6e
47,Shandon Baptiste,gd GRN,MF,Brentford,24,1998,23,4,618,6.9,0,1,1,0,0,0,3,1,0.00,0.15,0.15,0.00,0.15,Matches,2886c9b5
48,Harvey Barnes,eng ENG,MFFW,Leicester City,24,1997,34,32,2711,30.1,13,1,14,13,0,0,3,0,0.43,0.03,0.46,0.43,0.46,Matches,3ea50f67
49,Gavin Bazunu,ie IRL,GK,Southampton,20,2002,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c91441dc
50,Mads Bech Sørensen,dk DEN,DF,Brentford,23,1999,4,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,30db8574
51,Jan Bednarek,pl POL,DF,Aston Villa,26,1996,3,1,100,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4115ce4e
52,Jan Bednarek,pl POL,DF,Southampton,26,1996,20,20,1672,18.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,4115ce4e
53,Donny van de Beek,nl NED,MF,Manchester Utd,25,1997,7,2,167,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,50dc94ce
54,Asmir Begović,ba BIH,GK,Everton,35,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7b4de647
55,Armel Bella Kotchap,de GER,DF,Southampton,20,2001,24,24,1879,20.9,0,2,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches,a39d11bc
56,Saïd Benrahma,dz ALG,MFFW,West Ham,26,1995,35,22,2069,23.0,6,3,9,2,4,4,0,0,0.26,0.13,0.39,0.09,0.22,Matches,5a04fd92
57,Rodrigo Bentancur,uy URU,MF,Tottenham,25,1997,18,17,1500,16.7,5,2,7,5,0,0,8,0,0.30,0.12,0.42,0.30,0.42,Matches,3b8674e6
58,Daniel Bentley,eng ENG,GK,Wolves,29,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,68db6358
59,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,19,2002,12,11,892,9.9,0,1,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches,505486d6
60,Owen Bevan,wls WAL,DF,Bournemouth,18,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,87966294
61,Giulian Biancone,fr FRA,DFMF,Nottingham,22,2000,2,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,de40e38c
62,Philip Billing,dk DEN,MFFW,Bournemouth,26,1996,36,34,2764,30.7,7,1,8,7,0,0,5,0,0.23,0.03,0.26,0.23,0.26,Matches,d328a254
63,Yves Bissouma,ml MLI,MF,Tottenham,25,1996,23,10,1010,11.2,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,6c203af0
64,Willy Boly,ci CIV,DF,Nottingham,31,1991,11,9,685,7.6,0,1,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches,a4ac4b8f
65,Sven Botman,nl NED,DF,Newcastle,22,2000,36,35,3127,34.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,ccce7025
66,Jarrod Bowen,eng ENG,MFFW,West Ham,25,1996,38,36,3233,35.9,6,5,11,5,1,2,2,0,0.17,0.14,0.31,0.14,0.28,Matches,79c84d1c
67,James Bree,eng ENG,DF,Southampton,24,1997,5,4,367,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c07b7c5c
68,Armando Broja,al ALB,FW,Chelsea,20,2001,12,2,294,3.3,1,0,1,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,Matches,97220da2
69,David Brooks,wls WAL,MF,Bournemouth,25,1997,6,2,173,1.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,dc4cae05
70,Lewis Brunt,eng ENG,DFMF,Leicester City,21,2000,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a2081c6b
71,Emi Buendía,ar ARG,MFFW,Aston Villa,25,1996,38,27,2412,26.8,5,2,7,5,0,0,0,0,0.19,0.07,0.26,0.19,0.26,Matches,66b76d44
72,Hugo Bueno,es ESP,DF,Wolves,19,2002,21,16,1310,14.6,0,1,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches,bfc3b3a0
73,Facundo Buonanotte,ar ARG,MF,Brighton,17,2004,13,6,565,6.3,1,1,2,1,0,0,2,0,0.16,0.16,0.32,0.16,0.32,Matches,468a7a91
74,Dan Burn,eng ENG,DF,Newcastle,30,1992,38,35,3111,34.6,1,0,1,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,Matches,b2d31e83
75,Cafú,pt POR,MF,Nottingham,29,1993,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,85322440
76,Moisés Caicedo,ec ECU,MF,Brighton,20,2001,37,34,3139,34.9,1,1,2,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,Matches,16264a81
77,Tom Cairney,sct SCO,MF,Fulham,31,1991,33,6,988,11.0,2,0,2,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18,Matches,a8748947
78,Duje Ćaleta-Car,hr CRO,DF,Southampton,25,1996,13,9,946,10.5,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches,94f8d10c
79,Dominic Calvert-Lewin,eng ENG,FW,Everton,25,1997,17,15,1165,12.9,2,1,3,1,1,1,3,0,0.15,0.08,0.23,0.08,0.15,Matches,59e6e5bf
80,Chem Campbell,wls WAL,FWMF,Wolves,19,2002,5,0,74,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6f711f67
81,João Cancelo,pt POR,DF,Manchester City,28,1994,17,16,1274,14.2,2,1,3,2,0,0,3,1,0.14,0.07,0.21,0.14,0.21,Matches,bd6351cd
82,Tom Cannon,ie IRL,FW,Everton,19,2002,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4506aec5
83,Sergi Canós,es ESP,FWMF,Brentford,25,1997,5,0,77,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1137759d
84,Diego Carlos,br BRA,DF,Aston Villa,29,1993,3,2,205,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b4a014b1
85,Fabio Carvalho,pt POR,MFFW,Liverpool,19,2002,13,4,347,3.9,2,0,2,2,0,0,0,0,0.52,0.00,0.52,0.52,0.52,Matches,966e28d0
86,Casemiro,br BRA,MF,Manchester Utd,30,1992,28,24,2124,23.6,4,3,7,4,0,0,7,2,0.17,0.13,0.30,0.17,0.30,Matches,4d224fe8
87,Matty Cash,pl POL,DF,Aston Villa,24,1997,26,20,1820,20.2,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches,2389cdc2
88,Timothy Castagne,be BEL,DFMF,Leicester City,26,1995,37,36,3254,36.2,2,3,5,2,0,0,3,0,0.06,0.08,0.14,0.06,0.14,Matches,197640fd
89,Jonny Castro,es ESP,DF,Wolves,28,1994,18,14,1261,14.0,1,0,1,1,0,0,3,1,0.07,0.00,0.07,0.07,0.07,Matches,e28868f3
90,Nathaniel Chalobah,eng ENG,MF,Fulham,27,1994,4,1,12,0.1,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,422862ea
91,Trevoh Chalobah,eng ENG,DF,Chelsea,23,1999,25,18,1608,17.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,5515376c
92,Calum Chambers,eng ENG,DF,Aston Villa,27,1995,14,2,353,3.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,dc6f5bdd
93,Shea Charles,nir NIR,DFMF,Manchester City,18,2003,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5cc3ce65
94,Ben Chilwell,eng ENG,MFDF,Chelsea,25,1996,23,15,1408,15.6,2,2,4,2,0,0,3,0,0.13,0.13,0.26,0.13,0.26,Matches,d2424d1b
95,Ryan Christie,sct SCO,MF,Bournemouth,27,1995,32,22,1834,20.4,1,1,2,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,Matches,26ce2263
96,Carney Chukwuemeka,at AUT,MF,Chelsea,18,2003,14,2,354,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b2f9c73e
97,Bobby Clark,eng ENG,MF,Liverpool,17,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,73341ace
98,Nathaniel Clyne,eng ENG,DF,Crystal Palace,31,1991,22,19,1640,18.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,0442183b
99,Conor Coady,eng ENG,DF,Everton,29,1993,24,23,2096,23.3,1,1,2,1,0,0,2,0,0.04,0.04,0.09,0.04,0.09,Matches,2928dca2
100,Jack Colback,eng ENG,MF,Nottingham,32,1989,11,4,497,5.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,963a9201
101,Séamus Coleman,ie IRL,DFMF,Everton,33,1988,23,20,1656,18.4,1,0,1,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches,0420d84f
102,Nathan Collins,ie IRL,DF,Wolves,21,2001,26,19,1814,20.2,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,a8c19eb8
103,Levi Colwill,eng ENG,DF,Brighton,19,2003,17,13,1220,13.6,0,2,2,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches,700783e7
104,Lewis Cook,eng ENG,MF,Bournemouth,25,1997,28,18,1720,19.1,0,2,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches,2afc7272
105,Steve Cook,eng ENG,DF,Nottingham,31,1991,12,11,957,10.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,3e5e4e63
106,Liam Cooper,sct SCO,DF,Leeds United,30,1991,18,16,1426,15.8,1,0,1,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches,dc64b8b3
107,Maxwel Cornet,ci CIV,MF,West Ham,25,1996,14,2,245,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,beb391dd
108,Diego Costa,es ESP,FW,Wolves,33,1988,23,16,1241,13.8,1,0,1,1,0,0,5,1,0.07,0.00,0.07,0.07,0.07,Matches,a190d597
109,Vladimír Coufal,cz CZE,DFMF,West Ham,29,1992,27,24,2136,23.7,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches,fdf3cb77
110,Philippe Coutinho,br BRA,FWMF,Aston Villa,30,1992,20,7,788,8.8,1,0,1,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,Matches,0ef89a37
111,Conor Coventry,ie IRL,MF,West Ham,22,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a5ca9127
112,Matthew Craig,sct SCO,MF,Tottenham,19,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bc914523
113,Aaron Cresswell,eng ENG,DF,West Ham,32,1989,28,24,2235,24.8,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches,4f974391
114,Marc Cucurella,es ESP,DFMF,Chelsea,24,1998,24,21,1671,18.6,0,2,2,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches,1daec722
115,Matheus Cunha,br BRA,FW,Wolves,23,1999,17,12,965,10.7,2,0,2,2,0,0,1,0,0.19,0.00,0.19,0.19,0.19,Matches,dc62b55d
116,Patson Daka,zm ZAM,FW,Leicester City,23,1998,30,13,1187,13.2,4,4,8,4,0,0,2,0,0.30,0.30,0.61,0.30,0.61,Matches,ca45605e
117,Diogo Dalot,pt POR,DF,Manchester Utd,23,1999,26,24,2154,23.9,1,2,3,1,0,0,6,0,0.04,0.08,0.13,0.04,0.13,Matches,d9565625
118,Mikkel Damsgaard,dk DEN,MFFW,Brentford,22,2000,26,9,988,11.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,215f3907
119,Arnaut Danjuma,nl NED,MF,Tottenham,25,1997,9,1,169,1.9,1,0,1,1,0,0,0,0,0.53,0.00,0.53,0.53,0.53,Matches,f08490a6
120,Josh Dasilva,eng ENG,MF,Brentford,23,1998,36,14,1389,15.4,4,2,6,4,0,0,1,0,0.26,0.13,0.39,0.26,0.39,Matches,60344e4f
121,David Datro Fofana,ci CIV,FW,Chelsea,19,2002,3,1,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e82900ef
122,Ben Davies,wls WAL,DFMF,Tottenham,29,1993,31,26,2288,25.4,2,2,4,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16,Matches,44781702
123,Tom Davies,eng ENG,MF,Everton,24,1998,19,4,538,6.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,9228b07c
124,Craig Dawson,eng ENG,DF,Wolves,32,1990,17,17,1414,15.7,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,3e9e06cb
125,Craig Dawson,eng ENG,DF,West Ham,32,1990,8,8,720,8.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3e9e06cb
126,Kevin De Bruyne,be BEL,MF,Manchester City,31,1991,32,28,2417,26.9,7,16,23,7,0,0,1,0,0.26,0.60,0.86,0.26,0.86,Matches,e46012d4
127,Bobby De Cordova-Reid,jm JAM,MFDF,Fulham,29,1993,36,29,2475,27.5,4,1,5,4,0,0,8,0,0.15,0.04,0.18,0.15,0.18,Matches,0f7533cd
128,Siriki Dembélé,ci CIV,FWMF,Bournemouth,25,1996,6,0,110,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,11f54bd5
129,Leander Dendoncker,be BEL,MF,Aston Villa,27,1995,20,7,697,7.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5a7301ae
130,Leander Dendoncker,be BEL,MF,Wolves,27,1995,4,2,214,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5a7301ae
131,Emmanuel Dennis,ng NGA,MFFW,Nottingham,24,1997,19,6,720,8.0,2,2,4,2,0,0,3,0,0.25,0.25,0.50,0.25,0.50,Matches,2c44a35d
132,Halil Dervişoğlu,tr TUR,FW,Brentford,22,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9d8cf204
133,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,23,1998,31,28,2306,25.6,2,2,4,2,0,0,5,1,0.08,0.08,0.16,0.08,0.16,Matches,5c74c0f5
134,Ibrahima Diallo,fr FRA,MF,Southampton,23,1999,18,11,819,9.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,11ff3d56
135,Rúben Dias,pt POR,DFMF,Manchester City,25,1997,26,22,1998,22.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,31c69ef1
136,Luis Díaz,co COL,FW,Liverpool,25,1997,17,11,996,11.1,4,2,6,4,0,0,2,0,0.36,0.18,0.54,0.36,0.54,Matches,4a1a9578
137,Eric Dier,eng ENG,DF,Tottenham,28,1994,33,31,2818,31.3,2,1,3,2,0,0,3,0,0.06,0.03,0.10,0.06,0.10,Matches,ac861941
138,Lucas Digne,fr FRA,DF,Aston Villa,29,1993,28,18,1502,16.7,1,0,1,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches,1b84dbe1
139,Issa Diop,ma MAR,DF,Fulham,25,1997,25,21,2012,22.4,1,0,1,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,Matches,a712ca2b
140,Moussa Djenepo,ml MLI,DFMF,Southampton,24,1998,16,7,710,7.9,0,2,2,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,Matches,254147d4
141,Matt Doherty,ie IRL,MF,Tottenham,30,1992,12,7,667,7.4,1,0,1,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches,d557d734
142,Abdoulaye Doucouré,ml MLI,MF,Everton,29,1993,25,17,1533,17.0,5,2,7,5,0,0,6,1,0.29,0.12,0.41,0.29,0.41,Matches,02b29014
143,Cheick Doucouré,ml MLI,MF,Crystal Palace,22,2000,34,34,2769,30.8,0,3,3,0,0,0,10,1,0.00,0.10,0.10,0.00,0.10,Matches,ce4f40c7
144,Flynn Downes,eng ENG,MF,West Ham,23,1999,21,7,762,8.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,69fdb896
145,Kami Doyle,eng ENG,MF,Southampton,16,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,65983e4d
146,Cody Drameh,eng ENG,DF,Leeds United,20,2001,1,1,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e0d1510a
147,Martin Dúbravka,sk SVK,GK,Newcastle,33,1989,2,1,157,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3a949a25
148,Shane Duffy,ie IRL,DFMF,Fulham,30,1992,5,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7314bba4
149,Lewis Dunk,eng ENG,DF,Brighton,30,1991,36,36,3239,36.0,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,282f75f3
150,Jáder Durán,co COL,FW,Aston Villa,18,2003,12,0,136,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,414184f7
151,Malcolm Ebiowei,eng ENG,MF,Crystal Palace,18,2003,3,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fa9fa773
152,Odsonne Édouard,fr FRA,FW,Crystal Palace,24,1998,35,20,1803,20.0,5,2,7,5,0,0,3,0,0.25,0.10,0.35,0.25,0.35,Matches,0562b7f1
153,Samuel Edozie,eng ENG,MFFW,Southampton,19,2003,17,5,567,6.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,007414dd
154,Anthony Elanga,se SWE,MF,Manchester Utd,20,2002,16,5,426,4.7,0,1,1,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches,2fba6108
155,Harvey Elliott,eng ENG,MF,Liverpool,19,2003,32,18,1613,17.9,1,2,3,1,0,0,2,0,0.06,0.11,0.17,0.06,0.17,Matches,b9e1436c
156,Mohamed Elneny,eg EGY,MF,Arsenal,30,1992,5,1,113,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,47a34c4f
