--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
578,Vanderson,br BRA,DFMF,Monaco,21,2001,31,24,2214,24.6,1,4,5,1,0,0,4,1,0.04,0.16,0.20,0.04,0.20,Matches,ee45fd85
579,Jordan Veretout,fr FRA,MF,Marseille,29,1993,38,31,2863,31.8,4,3,7,3,1,1,4,0,0.13,0.09,0.22,0.09,0.19,Matches,4a56052c
580,Marco Verratti,it ITA,MF,PSG,29,1992,29,27,2194,24.4,0,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,Matches,1467af0d
581,João Victor,br BRA,DF,Nantes,24,1998,13,9,842,9.4,0,1,1,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,Matches,d60cf08d
582,Clément Vidal,fr FRA,DF,Ajaccio,22,2000,26,21,1901,21.1,1,0,1,1,0,0,5,1,0.05,0.00,0.05,0.05,0.05,Matches,b2791a55
583,Alan Virginius,fr FRA,FW,Lille,19,2003,15,1,258,2.9,1,0,1,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35,Matches,01becd60
584,Mattia Viti,it ITA,DF,Nice,20,2002,9,7,634,7.0,1,0,1,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,Matches,75438a9a
585,Vitinha,pt POR,FW,Marseille,22,2000,14,5,464,5.2,2,0,2,2,0,0,0,0,0.39,0.00,0.39,0.39,0.39,Matches,74d4cec6
586,Vitinha,pt POR,MF,PSG,22,2000,36,29,2446,27.2,2,3,5,2,0,0,3,0,0.07,0.11,0.18,0.07,0.18,Matches,3b029691
587,Kevin Volland,de GER,FWMF,Monaco,30,1992,17,7,639,7.1,3,2,5,3,0,0,1,0,0.42,0.28,0.70,0.42,0.70,Matches,64f69877
588,Elye Wahi,ci CIV,FW,Montpellier,19,2003,33,29,2513,27.9,19,5,24,18,1,1,8,1,0.68,0.18,0.86,0.64,0.82,Matches,0d7b6576
589,Timothy Weah,us USA,DFMF,Lille,22,2000,29,18,1748,19.4,0,2,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches,8eec784d
590,Mateusz Wieteska,pl POL,DF,Clermont Foot,25,1997,35,35,3117,34.6,0,1,1,0,0,0,7,1,0.00,0.03,0.03,0.00,0.03,Matches,3ecc8c5f
591,Christopher Wooh,cm CMR,DF,Lens,20,2001,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b003239d
592,Christopher Wooh,cm CMR,DF,Rennes,20,2001,13,12,1006,11.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,b003239d
593,Xeka,pt POR,MF,Rennes,27,1994,8,6,552,6.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f3600c02
594,Yusuf Yazıcı,tr TUR,MF,Lille,25,1997,4,3,200,2.2,1,1,2,1,0,0,0,0,0.45,0.45,0.90,0.45,0.90,Matches,f5c8b425
595,Darlin Yongwa,cm CMR,MFDF,Lorient,21,2000,14,8,781,8.7,1,1,2,1,0,0,2,0,0.12,0.12,0.23,0.12,0.23,Matches,061266cd
596,Leny Yoro,fr FRA,DFMF,Lille,16,2005,13,8,769,8.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6763f716
597,Mohamed Youssouf,km COM,DF,Ajaccio,34,1988,30,27,2459,27.3,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,1a85bcdb
598,Warren Zaïre-Emery,fr FRA,MF,PSG,16,2006,26,8,929,10.3,2,0,2,2,0,0,1,0,0.19,0.00,0.19,0.19,0.19,Matches,6b9960cf
599,Oliver Zandén,se SWE,MF,Toulouse,20,2001,5,1,146,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,72d4922b
600,Akim Zedadka,dz ALG,MFDF,Auxerre,27,1995,20,19,1599,17.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,0ff630d0
601,Akim Zedadka,dz ALG,DFMF,Lille,27,1995,8,4,354,3.9,1,0,1,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches,0ff630d0
602,Mehdi Zeffane,dz ALG,MFDF,Clermont Foot,30,1992,18,7,658,7.3,1,1,2,1,0,0,1,0,0.14,0.14,0.27,0.14,0.27,Matches,c8c02ac7
603,Arber Zeneli,xk KVX,MFFW,Reims,27,1995,23,12,1000,11.1,0,2,2,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,Matches,095e4199
604,Nathan Zeze,fr FRA,DF,Nantes,17,2005,1,1,59,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fb4c5b6e
605,Edon Zhegrova,xk KVX,MF,Lille,23,1999,22,11,1056,11.7,3,4,7,3,0,0,1,0,0.26,0.34,0.60,0.26,0.60,Matches,34a88e3e
606,Tanguy Zoukrou,fr FRA,DF,Troyes,19,2003,8,5,511,5.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aefa3050


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/13/2022-2023/stats/2022-2023-Ligue-1-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_standard">View Original Table</a><br>Generated 7/28/2026.
