--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
56,Bradley Barcola,fr FRA,FW,PSG,21,2002,34,27,2181,24.2,14,10,24,14,0,0,2,0,0.58,0.41,0.99,0.58,0.99,Matches,a0d55a09
57,Melvin Bard,fr FRA,DFMF,Nice,23,2000,24,22,1938,21.5,2,1,3,2,0,0,4,2,0.09,0.05,0.14,0.09,0.14,Matches,1ddbc7ca
58,Gabriel Bares,ch SUI,MF,Montpellier,23,2000,6,0,56,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5475a510
59,Téo Barisic,hr CRO,DF,Lyon,19,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,70530825
60,Dylan Batubinsika,cd COD,DF,Saint-Étienne,28,1996,25,22,2016,22.4,1,0,1,1,0,0,3,1,0.04,0.00,0.04,0.04,0.04,Matches,37d39918
61,Haris Belkebla,dz ALG,MF,Angers,30,1994,22,21,1792,19.9,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches,2b1bed19
62,Yassin Belkhdim,fr FRA,MF,Angers,22,2002,29,16,1523,16.9,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,Matches,e21d1928
63,Eliesse Ben Seghir,ma MAR,MF,Monaco,19,2005,33,19,1750,19.4,6,3,9,4,2,2,0,0,0.31,0.15,0.46,0.21,0.36,Matches,3bd65247
64,Ismaël Bennacer,dz ALG,MF,Marseille,26,1997,12,8,646,7.2,0,2,2,0,0,0,2,0,0.00,0.28,0.28,0.00,0.28,Matches,db092d3b
65,Saïd Benrahma,dz ALG,FWMF,Lyon,28,1995,13,9,735,8.2,1,3,4,1,0,0,0,0,0.12,0.37,0.49,0.12,0.49,Matches,5a04fd92
66,Nabil Bentaleb,dz ALG,MF,Lille,29,1994,10,3,329,3.7,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches,3189f61a
67,Lucas Beraldo,br BRA,DF,PSG,20,2003,25,22,2011,22.3,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches,b8aedf06
68,Maxime Bernauer,fr FRA,DF,Saint-Étienne,26,1998,11,9,763,8.5,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,43750e5d
69,Dimitry Bertaud,cd COD,GK,Montpellier,26,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,380a15e2
70,Mika Biereth,dk DEN,FW,Monaco,21,2003,16,16,1228,13.6,13,2,15,12,1,2,0,0,0.95,0.15,1.10,0.88,1.03,Matches,a1d95db3
71,Emmanuel Biumla,fr FRA,DF,Angers,19,2005,17,15,1336,14.8,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches,e5a94f46
72,Marco Bizot,nl NED,GK,Brest,33,1991,32,32,2880,32.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,3d214e5f
73,Ludovic Blas,fr FRA,MFFW,Rennes,26,1997,29,26,2293,25.5,6,8,14,6,0,0,6,0,0.24,0.31,0.55,0.24,0.55,Matches,6191093d
74,Augustine Boakye,gh GHA,MFFW,Saint-Étienne,23,2000,17,8,733,8.1,3,0,3,3,0,0,5,0,0.37,0.00,0.37,0.37,0.37,Matches,59e9edb5
75,Mathéo Bodmer,fr FRA,DF,Le Havre,20,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c4c45a88
76,Jeremie Boga,ci CIV,MFFW,Nice,27,1997,21,12,1054,11.7,1,2,3,1,0,0,0,0,0.09,0.17,0.26,0.09,0.26,Matches,fe012aca
77,Moïse Bombito,ca CAN,DF,Nice,24,2000,27,25,2192,24.4,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,c2f23fc8
78,Saïmon Bouabré,fr FRA,MF,Monaco,18,2006,3,1,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f40e77d9
79,Ayyoub Bouaddi,ma MAR,MF,Lille,16,2007,24,11,1151,12.8,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,8006228f
80,Badredine Bouanani,dz ALG,MFFW,Nice,19,2004,26,11,1099,12.2,3,3,6,2,1,1,2,0,0.25,0.25,0.49,0.16,0.41,Matches,0400dd2f
81,Benjamin Bouchouari,ma MAR,MF,Saint-Étienne,22,2001,25,20,1772,19.7,1,0,1,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,Matches,599f9013
82,Hicham Boudaoui,dz ALG,MF,Nice,24,1999,29,27,2435,27.1,2,3,5,2,0,0,9,0,0.07,0.11,0.18,0.07,0.18,Matches,f9d5908e
83,Justin Bourgault,fr FRA,DF,Brest,18,2005,2,2,122,1.4,1,0,1,1,0,0,0,0,0.74,0.00,0.74,0.74,0.74,Matches,2db7975a
84,Benjamin Bourigeaud,fr FRA,MF,Rennes,30,1994,1,1,80,0.9,1,0,1,1,0,0,0,0,1.13,0.00,1.13,1.13,1.13,Matches,20e73fac
85,Bilal Brahimi,dz ALG,MF,Nice,24,2000,2,1,76,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,02bcaf8e
86,Lilian Brassier,fr FRA,DF,Marseille,24,1999,12,9,779,8.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,5b146df3
87,Lilian Brassier,fr FRA,DF,Rennes,24,1999,14,14,1234,13.7,1,1,2,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,Matches,5b146df3
88,Anthony Briançon,fr FRA,DFMF,Saint-Étienne,29,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,16324e1d
89,Aurélio Buta,pt POR,DF,Reims,27,1997,27,24,1970,21.9,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches,b4705807
90,Marcin Bułka,pl POL,GK,Nice,24,1999,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,db87a2c4
91,Rémy Cabella,fr FRA,MF,Lille,34,1990,23,12,1011,11.2,1,2,3,1,0,0,1,0,0.09,0.18,0.27,0.09,0.27,Matches,148e136f
92,Mathieu Cafaro,fr FRA,MFFW,Saint-Étienne,27,1997,15,9,732,8.1,1,0,1,1,0,0,3,1,0.12,0.00,0.12,0.12,0.12,Matches,2a657da0
93,Duje Ćaleta-Car,hr CRO,DF,Lyon,27,1996,19,17,1584,17.6,1,0,1,1,0,0,8,0,0.06,0.00,0.06,0.06,0.06,Matches,94f8d10c
94,Issiaga Camara,gn GUI,MF,Nice,19,2005,4,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9a34200f
95,Lamine Camara,sn SEN,MF,Monaco,20,2004,29,25,2054,22.8,2,7,9,2,0,0,10,1,0.09,0.31,0.39,0.09,0.39,Matches,19c2ffa4
96,Mahdi Camara,fr FRA,MF,Brest,26,1998,34,31,2659,29.5,5,3,8,5,0,0,5,0,0.17,0.10,0.27,0.17,0.27,Matches,8577e60a
97,Ousmane Camara,ml MLI,DF,Angers,21,2003,3,3,252,2.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7d3dfdfd
98,Axel Camblan,fr FRA,FW,Brest,20,2003,2,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9f4a940f
99,Jaydee Canvot,fr FRA,DFMF,Toulouse,18,2006,18,12,1106,12.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3684108d
100,Pierrick Capelle,fr FRA,MF,Angers,37,1987,16,3,483,5.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,79b2399c
101,Gabin Capuano,fr FRA,FW,Lens,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9cbf42e7
102,Maxence Caqueret,fr FRA,MF,Lyon,24,2000,9,6,573,6.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f81ef10d
103,Simon Cara,fr FRA,FW,Montpellier,19,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3545e643
104,Valentin Carboni,ar ARG,MF,Marseille,19,2005,4,1,103,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,707b98f1
105,Irvin Cardona,mt MLT,FWMF,Saint-Étienne,26,1997,15,13,1063,11.8,5,3,8,5,0,1,2,0,0.42,0.25,0.68,0.42,0.68,Matches,5e080f73
106,Patrik Carlgren,se SWE,GK,Nantes,32,1992,5,4,417,4.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,168c50c5
107,Josué Casimir,ht HAI,MFFW,Le Havre,22,2001,27,23,1997,22.2,4,4,8,4,0,0,5,0,0.18,0.18,0.36,0.18,0.36,Matches,481f76cf
108,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,24,2000,32,31,2696,30.0,1,3,4,1,0,0,11,0,0.03,0.10,0.13,0.03,0.13,Matches,f86fe8c1
109,Jean-Charles Castelletto,cm CMR,DFMF,Nantes,29,1995,30,30,2620,29.1,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,e0f3a1f6
110,Enzo Caumont,fr FRA,MF,Angers,20,2004,2,0,34,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,40581e00
111,Fabien Centonze,fr FRA,DF,Nantes,28,1996,7,3,265,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3c6bbbab
112,Brendan Chardonnet,fr FRA,DF,Brest,29,1994,27,27,2416,26.8,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches,16aa7d4c
113,Jhoanner Chávez,ec ECU,MF,Lens,22,2002,10,7,596,6.6,1,0,1,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches,649b57e9
114,Théo Chennahi,fr FRA,DF,Montpellier,19,2005,4,2,181,2.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,5a5b785e
115,Sidiki Cherif,fr FRA,FW,Angers,17,2006,7,3,324,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,78430598
116,Rayan Cherki,fr FRA,MFFW,Lyon,20,2003,30,22,2041,22.7,8,11,19,8,0,0,3,0,0.35,0.49,0.84,0.35,0.84,Matches,b34c63a5
117,Lucas Chevalier,fr FRA,GK,Lille,22,2001,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b3d76d84
118,Pedro Chirivella,es ESP,MF,Nantes,27,1997,30,28,2348,26.1,0,2,2,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08,Matches,68a26d51
119,Joris Chotard,fr FRA,MF,Montpellier,22,2001,26,23,1892,21.0,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches,7909ffa4
120,Djaoui Cissé,fr FRA,MF,Rennes,20,2004,14,14,1121,12.5,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches,576ca93f
121,Yoann Cissé,fr FRA,MF,Auxerre,19,2004,2,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fd739131
122,Jonathan Clauss,fr FRA,MFDF,Nice,31,1992,28,27,2303,25.6,3,8,11,3,0,0,7,0,0.12,0.31,0.43,0.12,0.43,Matches,5219ab4a
123,Marcus Coco,fr FRA,DF,Nantes,28,1996,20,10,951,10.6,0,1,1,0,0,0,3,2,0.00,0.09,0.09,0.00,0.09,Matches,3010aefb
124,Alois Confais,fr FRA,DFMF,Le Havre,27,1996,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,535b0343
125,Francis Coquelin,fr FRA,MF,Nantes,33,1991,6,3,224,2.5,1,1,2,1,0,0,1,0,0.40,0.40,0.80,0.40,0.80,Matches,a6951bf8
126,Derek Cornelius,ca CAN,DF,Marseille,26,1997,21,17,1420,15.8,0,0,0,0,0,0,9,2,0.00,0.00,0.00,0.00,0.00,Matches,577744b8
127,Pierre Cornud,fr FRA,DFMF,Saint-Étienne,27,1996,11,7,576,6.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,edeb21ff
128,David Costa,pt POR,MF,Lens,23,2001,11,3,352,3.9,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,59948ef7
129,Logan Costa,cv CPV,DF,Toulouse,23,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bfb2056e
130,Grégoire Coudert,fr FRA,GK,Brest,25,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ca95200f
131,Lasso Coulibaly,ci CIV,MF,Auxerre,21,2002,3,0,45,0.5,1,0,1,1,0,0,0,0,2.00,0.00,2.00,2.00,2.00,Matches,78310540
132,Mamadou Coulibaly,fr FRA,MF,Monaco,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dacf856a
133,Soumaïla Coulibaly,fr FRA,DF,Brest,20,2003,7,5,438,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9dff291c
134,Tanguy Coulibaly,fr FRA,MFFW,Montpellier,23,2001,25,17,1485,16.5,3,0,3,3,0,0,4,2,0.18,0.00,0.18,0.18,0.18,Matches,05ba9d7c
135,Marius Courcoul,fr FRA,MF,Angers,17,2007,8,3,309,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,28ab7aba
136,Nicolas Cozza,fr FRA,DFMF,Nantes,25,1999,27,23,2051,22.8,1,0,1,1,0,0,3,1,0.04,0.00,0.04,0.04,0.04,Matches,8f325097
137,Charlie Cresswell,eng ENG,DF,Toulouse,21,2002,31,29,2592,28.8,3,1,4,3,0,0,5,0,0.10,0.03,0.14,0.10,0.14,Matches,4654e5f5
138,Kévin Danois,fr FRA,MF,Auxerre,20,2004,22,16,1460,16.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e76f6fbe
139,Kevin Danso,at AUT,DF,Lens,25,1998,12,12,1080,12.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,6e33125f
140,Dante,br BRA,DF,Nice,40,1983,25,21,1964,21.8,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,fd2bc67d
141,Pape Daouda Diongue,sn SEN,MF,Strasbourg,18,2006,9,1,78,0.9,1,0,1,1,0,0,0,0,1.15,0.00,1.15,1.15,1.15,Matches,d4925a40
142,Mohamed Daramy,dk DEN,FWMF,Reims,22,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,06a1d642
143,Jonathan David,ca CAN,FW,Lille,24,2000,32,28,2554,28.4,16,5,21,10,6,7,4,0,0.56,0.18,0.74,0.35,0.53,Matches,ce50fd99
144,Zuriko Davitashvili,ge GEO,FWMF,Saint-Étienne,23,2001,33,32,2778,30.9,9,8,17,7,2,2,3,0,0.29,0.26,0.55,0.23,0.49,Matches,88b4d2e3
145,Théo De Percin,mq MTQ,GK,Auxerre,23,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,afbb55d2
146,Thibault De Smet,be BEL,DF,Reims,26,1998,5,2,192,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5fdcb075
147,Amar Dedić,ba BIH,MF,Marseille,21,2002,10,2,314,3.5,0,1,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,Matches,bc6e544a
148,Romain Del Castillo,fr FRA,FWMF,Brest,28,1996,26,14,1259,14.0,6,4,10,3,3,4,0,0,0.43,0.29,0.71,0.21,0.50,Matches,0be95d34
149,Thomas Delaine,fr FRA,DFMF,Strasbourg,32,1992,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8332db56
150,Andy Delort,dz ALG,FW,Montpellier,32,1991,9,8,607,6.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d33c706e
151,Ousmane Dembélé,fr FRA,FW,PSG,27,1997,29,20,1730,19.2,21,6,27,20,1,1,1,0,1.09,0.31,1.40,1.04,1.35,Matches,b19db005
152,Rémy Descamps,fr FRA,GK,Lyon,28,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,477e50ce
153,Arthur Desmas,fr FRA,GK,Le Havre,30,1994,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e8c5dd4d
154,Mamadou Diakhon,sn SEN,MFFW,Reims,18,2005,28,5,858,9.5,2,1,3,2,0,0,2,0,0.21,0.10,0.31,0.21,0.31,Matches,331c5a98
155,Bafodé Diakité,fr FRA,DF,Lille,23,2001,31,31,2766,30.7,4,1,5,4,0,0,8,1,0.13,0.03,0.16,0.13,0.16,Matches,1bfb6fef
156,Oumar Diakité,ci CIV,FW,Reims,20,2003,26,20,1628,18.1,4,1,5,4,0,1,6,0,0.22,0.06,0.28,0.22,0.28,Matches,44435c8f
