--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
84,Rémy Cabella,fr FRA,MFFW,Nantes,35,1990,11,6,572,6.4,2,0,2,1,1,1,1,0,0.31,0.00,0.31,0.16,0.16,Matches,148e136f
85,Pape Cabral,fr FRA,MF,Monaco,18,2007,4,0,77,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4c95211f
86,Noah Cadiou,gp GLP,MF,Lorient,26,1998,28,20,1879,20.9,3,1,4,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19,Matches,696644d0
87,Mathieu Cafaro,fr FRA,FW,Paris FC,28,1997,10,1,152,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2a657da0
88,Adama Camara,fr FRA,MFDF,Paris FC,28,1996,29,26,2159,24.0,1,0,1,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,Matches,1fce7c69
89,Amady Camara,ml MLI,FW,Nantes,20,2005,10,1,171,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,71657c92
90,Lamine Camara,sn SEN,MF,Monaco,21,2004,24,22,1847,20.5,3,4,7,3,0,0,6,0,0.15,0.19,0.34,0.15,0.34,Matches,19c2ffa4
91,Mahdi Camara,fr FRA,MF,Rennes,27,1998,32,31,2653,29.5,3,1,4,3,0,0,5,1,0.10,0.03,0.14,0.10,0.14,Matches,8577e60a
92,Ousmane Camara,ml MLI,DF,Angers,22,2003,32,31,2718,30.2,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,7d3dfdfd
93,Axel Camblan,fr FRA,FW,Brest,21,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9f4a940f
94,Jaydee Canvot,fr FRA,MFDF,Toulouse,19,2006,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3684108d
95,Pierrick Capelle,fr FRA,MF,Angers,38,1987,16,6,651,7.2,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches,79b2399c
96,Igor Carioca,br BRA,DF,Lorient,28,1996,17,13,1213,13.5,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches,e3e32fbb
97,Patrik Carlgren,se SWE,GK,Nantes,33,1992,3,2,182,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,168c50c5
98,Kevin Carlos,es ESP,FW,Nice,24,2001,23,9,880,9.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,710c9891
99,Josué Casimir,ht HAI,MFFW,Auxerre,23,2001,31,16,1522,16.9,1,0,1,1,0,1,6,1,0.06,0.00,0.06,0.06,0.06,Matches,481f76cf
100,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,25,2000,30,28,2495,27.7,2,3,5,2,0,1,6,0,0.07,0.11,0.18,0.07,0.18,Matches,f86fe8c1
101,Nidal Čelik,ba BIH,DF,Lens,19,2006,8,8,616,6.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,4e0d2a01
102,Fabien Centonze,fr FRA,MFDF,Nantes,29,1996,15,9,736,8.2,3,0,3,3,0,0,4,0,0.37,0.00,0.37,0.37,0.37,Matches,3c6bbbab
103,Brendan Chardonnet,fr FRA,DF,Brest,30,1994,29,29,2546,28.3,1,3,4,1,0,0,6,0,0.04,0.11,0.14,0.04,0.14,Matches,16aa7d4c
104,Samir Chergui,dz ALG,DF,Paris FC,26,1999,15,13,1154,12.8,1,0,1,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches,4b6ab1da
105,Sidiki Cherif,fr FRA,FWMF,Angers,18,2006,19,14,1157,12.9,4,0,4,4,0,0,3,0,0.31,0.00,0.31,0.31,0.31,Matches,78430598
106,Lucas Chevalier,fr FRA,GK,PSG,23,2001,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b3d76d84
107,Ben Chilwell,eng ENG,DFMF,Strasbourg,28,1996,20,19,1598,17.8,0,2,2,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches,d2424d1b
108,Joris Chotard,fr FRA,MF,Brest,23,2001,33,31,2773,30.8,2,1,3,2,0,0,2,0,0.06,0.03,0.10,0.06,0.10,Matches,7909ffa4
109,Amadou Cissé,gn GUI,DF,Strasbourg,19,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c2574fe6
110,Djaoui Cissé,fr FRA,MF,Rennes,21,2004,24,12,981,10.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,576ca93f
111,Mamoudou Cissokho,fr FRA,FW,Auxerre,17,2007,2,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ab4a3476
112,Jonathan Clauss,fr FRA,MFDF,Nice,32,1992,30,28,2530,28.1,1,6,7,1,0,0,0,0,0.04,0.21,0.25,0.04,0.25,Matches,5219ab4a
113,Maxime Colin,fr FRA,DF,Metz,33,1991,22,18,1692,18.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2f71c116
114,Diego Coppola,it ITA,DF,Paris FC,21,2003,13,13,1170,13.0,0,2,2,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches,22ae86f9
115,Francis Coquelin,fr FRA,MF,Nantes,34,1991,16,8,655,7.3,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches,a6951bf8
116,Derek Cornelius,ca CAN,DFFW,Marseille,27,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,577744b8
117,Félix Correia,pt POR,MF,Lille,24,2001,34,26,2053,22.8,4,5,9,4,0,0,2,0,0.18,0.22,0.39,0.18,0.39,Matches,c803c92a
118,Grégoire Coudert,fr FRA,GK,Brest,26,1999,25,24,2192,24.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,ca95200f
119,Djibril Coulibaly,fr FRA,MF,Nice,16,2008,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2fb8f3a6
120,Lasso Coulibaly,ci CIV,MF,Auxerre,22,2002,17,1,321,3.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,78310540
121,Mamadou Coulibaly,fr FRA,MF,Monaco,21,2004,25,15,1381,15.3,3,3,6,3,0,0,7,1,0.20,0.20,0.39,0.20,0.39,Matches,dacf856a
122,Soumaïla Coulibaly,fr FRA,DF,Brest,21,2003,16,15,1338,14.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,9dff291c
123,Marius Courcoul,fr FRA,MF,Angers,18,2007,18,3,374,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,28ab7aba
124,Nicolas Cozza,fr FRA,DF,Nantes,26,1999,29,25,2301,25.6,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches,8f325097
125,Charlie Cresswell,eng ENG,DF,Toulouse,22,2002,29,28,2533,28.1,3,2,5,3,0,0,8,0,0.11,0.07,0.18,0.11,0.18,Matches,4654e5f5
126,Kévin Danois,fr FRA,MF,Auxerre,21,2004,33,32,2830,31.4,3,1,4,3,0,0,3,0,0.10,0.03,0.13,0.10,0.13,Matches,e76f6fbe
127,Dante,br BRA,DF,Nice,41,1983,12,9,849,9.4,0,1,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches,fd2bc67d
128,David Datro Fofana,ci CIV,FW,Strasbourg,22,2002,5,3,171,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e82900ef
129,Mathys De Carvalho,fr FRA,MF,Lyon,20,2005,11,3,295,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d4b242a4
130,Jeffrey De Lange,nl NED,GK,Marseille,27,1998,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c31cf14b
131,Théo De Percin,mq MTQ,GK,Auxerre,24,2001,8,5,598,6.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,afbb55d2
132,Thibault De Smet,be BEL,DF,Paris FC,27,1998,17,13,1144,12.7,0,1,1,0,0,0,6,2,0.00,0.08,0.08,0.00,0.08,Matches,5fdcb075
133,Romain Del Castillo,fr FRA,MFFW,Brest,29,1996,32,32,2625,29.2,9,3,12,3,6,8,2,1,0.31,0.10,0.41,0.10,0.21,Matches,0be95d34
134,Thomas Delaine,fr FRA,MFDF,Le Havre,33,1992,5,2,201,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8332db56
135,Pape Demba Diop,sn SEN,MF,Toulouse,21,2003,15,13,1181,13.1,1,2,3,1,0,0,2,0,0.08,0.15,0.23,0.08,0.23,Matches,8269ca49
136,Ousmane Dembélé,fr FRA,FW,PSG,28,1997,22,11,1063,11.8,10,7,17,8,2,3,0,0,0.85,0.59,1.44,0.68,1.27,Matches,b19db005
137,Jessy Deminguet,fr FRA,MF,Metz,27,1998,31,25,1995,22.2,2,0,2,2,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matches,a6138e4a
138,Branco van den Boomen,nl NED,MF,Angers,30,1995,15,14,1238,13.8,0,1,1,0,0,1,3,0,0.00,0.07,0.07,0.00,0.07,Matches,99d660b2
139,Rémy Descamps,fr FRA,GK,Lyon,29,1996,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,477e50ce
140,Bahmed Deuff,mr MTN,MF,Nantes,19,2006,11,1,250,2.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,907d12b6
141,Tidiane Devernois,fr FRA,MF,Auxerre,17,2007,2,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d8804af7
142,Habib Diallo,sn SEN,FW,Metz,30,1995,25,21,1909,21.2,4,1,5,4,0,1,0,0,0.19,0.05,0.24,0.19,0.24,Matches,6605d143
143,Zoumana Diallo,fr FRA,FW,Nice,20,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,72b4b82b
144,Soriba Diaoune,fr FRA,MF,Lille,17,2007,10,1,185,2.1,1,1,2,1,0,0,0,0,0.49,0.49,0.97,0.49,0.97,Matches,0ba1749b
145,Bane Diatta,fr FRA,MF,Angers,17,2008,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0ee8b5be
146,Krépin Diatta,sn SEN,MFDF,Monaco,26,1999,18,10,1013,11.3,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,8104e41e
147,Mory Diaw,sn SEN,GK,Le Havre,32,1993,30,30,2655,29.5,0,1,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches,f41a69e6
148,Junior Diaz,ci CIV,DF,Brest,22,2003,20,17,1562,17.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,22768e08
149,Nouha Dicko,ml MLI,FWMF,Paris FC,33,1992,8,0,72,0.8,1,1,2,1,0,0,0,0,1.25,1.25,2.50,1.25,2.50,Matches,c6caef02
150,Yaya Diémé,sn SEN,FW,Strasbourg,17,2007,3,2,154,1.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,71cfd7bb
151,Bamba Dieng,sn SEN,FW,Lorient,25,2000,22,15,1212,13.5,10,1,11,9,1,2,2,0,0.74,0.07,0.82,0.67,0.74,Matches,40774c6b
152,Eric Dier,eng ENG,DF,Monaco,31,1994,9,7,688,7.6,1,0,1,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches,ac861941
153,Junior Dina Ebimbe,cm CMR,MF,Brest,24,2000,27,15,1165,12.9,5,0,5,5,0,0,3,0,0.39,0.00,0.39,0.39,0.39,Matches,95bb6ddc
154,Sinaly Diomande,ci CIV,DF,Auxerre,24,2001,24,24,2131,23.7,2,2,4,2,0,0,4,1,0.08,0.08,0.17,0.08,0.17,Matches,6de23ab0
155,Sérigné Diop,sn SEN,FW,Brest,20,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,21ab03c8
156,Sofiane Diop,ma MAR,MFFW,Nice,25,2000,33,26,2130,23.7,8,2,10,6,2,2,5,0,0.34,0.08,0.42,0.25,0.34,Matches,19053e31
