--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
15,Felipe Anderson,br BRA,FWMF,Lazio,30,1993,38,33,2770,30.8,5,6,11,5,0,0,3,0,0.16,0.19,0.36,0.16,0.36,Matches,9f1893b9
16,Angeliño,es ESP,DFMF,Roma,26,1997,16,14,1141,12.7,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,30941e96
17,Frank Anguissa,cm CMR,MF,Napoli,27,1995,34,32,2786,31.0,0,2,2,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,6bb2c084
18,Houssem Aouar,dz ALG,MFFW,Roma,25,1998,16,9,756,8.4,4,0,4,4,0,0,3,0,0.48,0.00,0.48,0.48,0.48,Matches,a5db0bec
19,Simone Aresti,it ITA,GK,Cagliari,37,1986,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a9eaccda
20,Marko Arnautović,at AUT,FW,Inter,34,1989,27,5,801,8.9,5,3,8,5,0,0,0,0,0.56,0.34,0.90,0.56,0.90,Matches,00459419
21,Kristjan Asllani,al ALB,MF,Inter,21,2002,23,6,787,8.7,1,2,3,1,0,0,1,0,0.11,0.23,0.34,0.11,0.34,Matches,0fdcef0e
22,Emil Audero,id IDN,GK,Inter,26,1997,4,4,337,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,649b01d8
23,Tommaso Augello,it ITA,DFMF,Cagliari,28,1994,32,28,2418,26.9,1,1,2,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,Matches,3cd3b384
24,Carlos Augusto,br BRA,MFDF,Inter,24,1999,37,14,1725,19.2,0,3,3,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches,8d3cd59d
25,Yann Aurel Bisseck,de GER,DF,Inter,22,2000,16,9,904,10.0,2,0,2,2,0,0,0,0,0.20,0.00,0.20,0.20,0.20,Matches,3963c25b
26,Sardar Azmoun,ir IRN,FWMF,Roma,28,1995,23,3,585,6.5,3,0,3,3,0,0,4,0,0.46,0.00,0.46,0.46,0.46,Matches,10549b49
27,Paulo Azzi,br BRA,MFDF,Cagliari,29,1994,25,9,950,10.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,967ac202
28,Oussama El Azzouzi,ma MAR,MF,Bologna,22,2001,18,5,547,6.1,2,2,4,2,0,0,4,0,0.33,0.33,0.66,0.33,0.66,Matches,85f476cc
29,Milan Badelj,hr CRO,MF,Genoa,34,1989,33,32,2535,28.2,1,3,4,1,0,0,6,0,0.04,0.11,0.14,0.04,0.14,Matches,e8c930bb
30,Jaime Báez,uy URU,MFFW,Frosinone,28,1995,11,6,500,5.6,1,0,1,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches,dfd24c07
31,Nicola Bagnolini,it ITA,GK,Bologna,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ad263695
32,Nedim Bajrami,al ALB,MFFW,Sassuolo,24,1999,28,15,1310,14.6,2,2,4,2,0,0,0,0,0.14,0.14,0.27,0.14,0.27,Matches,f42d6c13
33,Mitchel Bakker,nl NED,MF,Atalanta,23,2000,14,3,382,4.2,1,0,1,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,Matches,a8567629
34,Tommaso Baldanzi,it ITA,MFFW,Empoli,20,2003,14,8,745,8.3,2,0,2,2,0,0,1,0,0.24,0.00,0.24,0.24,0.24,Matches,102e2599
35,Tommaso Baldanzi,it ITA,MFFW,Roma,20,2003,13,6,518,5.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,102e2599
36,Lameck Banda,zm ZAM,FWMF,Lecce,22,2001,21,17,1350,15.0,2,4,6,2,0,0,5,1,0.13,0.27,0.40,0.13,0.40,Matches,8a6de8c7
37,Daniel Bandeira,pt POR,MF,Hellas Verona,23,2000,14,3,446,5.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,56fca564
38,Mattia Bani,it ITA,DF,Genoa,29,1993,27,27,2306,25.6,2,0,2,2,0,0,9,0,0.08,0.00,0.08,0.08,0.08,Matches,0821331c
39,Antonín Barák,cz CZE,MFFW,Fiorentina,28,1994,21,8,808,9.0,2,3,5,2,0,0,2,0,0.22,0.33,0.56,0.22,0.56,Matches,01efac19
40,Nicolò Barella,it ITA,MF,Inter,26,1997,37,34,2846,31.6,2,3,5,2,0,0,7,0,0.06,0.09,0.16,0.06,0.16,Matches,6928979a
41,Enzo Barrenechea,ar ARG,MF,Frosinone,22,2001,36,32,2811,31.2,0,1,1,0,0,0,10,0,0.00,0.03,0.03,0.00,0.03,Matches,6caffe81
42,Davide Bartesaghi,it ITA,MF,Milan,17,2005,6,0,79,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7e0b6c50
43,Federico Baschirotto,it ITA,DF,Lecce,26,1996,37,37,3294,36.6,0,1,1,0,0,0,3,1,0.00,0.03,0.03,0.00,0.03,Matches,5a08ee41
44,Toma Bašić,hr CRO,MF,Salernitana,26,1996,15,14,1162,12.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,80556f08
45,Alessandro Bastoni,it ITA,DF,Inter,24,1999,28,28,2268,25.2,1,3,4,1,0,0,5,0,0.04,0.12,0.16,0.04,0.16,Matches,75b86fb3
46,Simone Bastoni,it ITA,MFDF,Empoli,26,1996,16,9,745,8.3,1,0,1,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,Matches,1ac232b8
47,Reda Belahyane,ma MAR,MF,Hellas Verona,19,2004,2,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,705a1642
48,Raoul Bellanova,it ITA,MF,Torino,23,2000,37,36,3046,33.8,1,7,8,1,0,0,5,0,0.03,0.21,0.24,0.03,0.24,Matches,e3756e72
49,Andrea Belotti,it ITA,FW,Fiorentina,29,1993,15,11,949,10.5,3,0,3,3,0,0,0,0,0.28,0.00,0.28,0.28,0.28,Matches,d705ba44
50,Andrea Belotti,it ITA,FW,Roma,29,1993,14,6,679,7.5,3,2,5,3,0,0,1,0,0.40,0.27,0.66,0.40,0.66,Matches,d705ba44
51,Lucas Beltrán,ar ARG,FWMF,Fiorentina,22,2001,32,21,1692,18.8,6,2,8,5,1,1,6,0,0.32,0.11,0.43,0.27,0.37,Matches,482d2bc3
52,Ismaël Bennacer,dz ALG,MF,Milan,25,1997,20,13,1151,12.8,2,2,4,1,1,1,2,0,0.16,0.16,0.31,0.08,0.23,Matches,db092d3b
53,Domenico Berardi,it ITA,MFFW,Sassuolo,28,1994,17,17,1431,15.9,9,3,12,4,5,5,6,0,0.57,0.19,0.75,0.25,0.44,Matches,53a0e358
54,Bartosz Bereszyński,pl POL,DF,Empoli,31,1992,24,22,1762,19.6,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,61b3978f
55,Etrit Berisha,al ALB,GK,Empoli,34,1989,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ee833569
56,Medon Berisha,al ALB,MF,Lecce,19,2003,6,2,205,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9d376bef
57,Victor Bernth Kristiansen,dk DEN,DF,Bologna,20,2002,32,26,2307,25.6,0,3,3,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,Matches,505486d6
58,Beto,gw GNB,FW,Udinese,25,1998,1,1,74,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ed5c0319
59,Davide Bettella,it ITA,DF,Monza,23,2000,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2edcd048
60,Sam Beukema,nl NED,DF,Bologna,24,1998,30,29,2547,28.3,1,1,2,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,Matches,de13cee5
61,Jaka Bijol,si SVN,DF,Udinese,24,1999,24,23,2084,23.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,6fdac234
62,El Bilal Touré,ml MLI,FW,Atalanta,21,2001,11,3,394,4.4,2,0,2,2,0,0,2,0,0.46,0.00,0.46,0.46,0.46,Matches,47c609d5
63,Cristiano Biraghi,it ITA,DF,Fiorentina,30,1992,29,27,2356,26.2,2,5,7,2,0,1,8,0,0.08,0.19,0.27,0.08,0.27,Matches,9e1577aa
64,Davide Biraschi,it ITA,DF,Genoa,29,1994,1,1,90,1.0,1,0,1,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,Matches,64cd167d
65,Samuele Birindelli,it ITA,MFDF,Monza,24,1999,35,22,2013,22.4,0,2,2,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,Matches,204ac005
66,Alexis Blin,fr FRA,MF,Lecce,26,1996,31,16,1642,18.2,0,2,2,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches,c69ef855
67,Jérôme Boateng,de GER,DF,Salernitana,34,1988,7,4,238,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2db2fd7b
68,Emil Bohinen,no NOR,MF,Salernitana,24,1999,12,7,535,5.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c83c203f
69,Emil Bohinen,no NOR,MF,Genoa,24,1999,5,0,56,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c83c203f
70,Daniel Boloca,ro ROU,MF,Sassuolo,24,1998,30,23,2022,22.5,1,0,1,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,Matches,85f7ed25
71,Giacomo Bonaventura,it ITA,MF,Fiorentina,33,1989,31,27,2277,25.3,8,3,11,8,0,1,6,0,0.32,0.12,0.43,0.32,0.43,Matches,d995ed27
72,Federico Bonazzoli,it ITA,FW,Hellas Verona,26,1997,24,10,1016,11.3,3,1,4,3,0,0,2,0,0.27,0.09,0.35,0.27,0.35,Matches,bf57eaab
73,Warren Bondo,fr FRA,MF,Monza,19,2003,25,14,1475,16.4,1,1,2,1,0,0,9,0,0.06,0.06,0.12,0.06,0.12,Matches,0def2376
74,Giovanni Bonfanti,it ITA,DF,Atalanta,20,2003,2,1,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,938d8a55
75,Kevin Bonifazi,it ITA,DF,Frosinone,27,1996,6,3,309,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fb77bfef
76,Kevin Bonifazi,it ITA,DF,Bologna,27,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fb77bfef
77,Gennaro Borrelli,it ITA,FW,Frosinone,23,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,04c4edc1
78,Erik Botheim,no NOR,FWMF,Salernitana,23,2000,7,4,316,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3d13d9e4
79,Mehdi Bourabia,ma MAR,MF,Frosinone,31,1991,10,3,200,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0d077b88
80,Edoardo Bove,it ITA,MF,Roma,21,2002,31,18,1780,19.8,0,2,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches,ae94a6c5
81,Domagoj Bradarić,hr CRO,MFDF,Salernitana,23,1999,34,30,2749,30.5,0,3,3,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches,8bbe2df5
82,Josip Brekalo,hr CRO,MF,Fiorentina,25,1998,11,8,652,7.2,1,0,1,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,Matches,d4a2533d
83,Gleison Bremer,br BRA,DF,Juventus,26,1997,36,36,3233,35.9,3,0,3,3,0,0,9,0,0.08,0.00,0.08,0.08,0.08,Matches,5fd5ed86
84,Brenner,br BRA,MFFW,Udinese,23,2000,8,2,189,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,279508bf
85,Marco Brescianini,it ITA,MF,Frosinone,23,2000,36,24,2321,25.8,4,2,6,4,0,0,1,0,0.16,0.08,0.23,0.16,0.23,Matches,dfd56738
86,Dylan Bronn,tn TUN,DF,Salernitana,28,1995,4,0,52,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,edd81e2a
87,Tajon Buchanan,ca CAN,DFMF,Inter,24,1999,10,0,161,1.8,1,0,1,1,0,0,0,0,0.56,0.00,0.56,0.56,0.56,Matches,3aca6420
88,Alessandro Buongiorno,it ITA,DF,Torino,24,1999,29,29,2527,28.1,3,0,3,3,0,0,7,0,0.11,0.00,0.11,0.11,0.11,Matches,4ae67f27
89,Rareș-Cătălin Burnete,ro ROU,FW,Lecce,19,2004,1,0,8,0.1,0,1,1,0,0,0,0,0,0.00,11.25,11.25,0.00,11.25,Matches,7c4b4e36
90,Jovane Cabral,cv CPV,MFFW,Salernitana,25,1998,12,8,678,7.5,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches,e34e086c
91,Liberato Cacace,nz NZL,DFMF,Empoli,22,2000,31,18,1912,21.2,0,1,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,Matches,dd86e8e4
92,Jens Cajuste,se SWE,MF,Napoli,23,1999,26,11,1016,11.3,0,2,2,0,0,0,7,0,0.00,0.18,0.18,0.00,0.18,Matches,928a4a61
93,Davide Calabria,it ITA,DF,Milan,26,1996,29,26,2185,24.3,1,3,4,1,0,0,5,2,0.04,0.12,0.16,0.04,0.16,Matches,2146785a
94,Riccardo Calafiori,it ITA,DF,Bologna,21,2002,30,26,2349,26.1,2,5,7,2,0,0,4,0,0.08,0.19,0.27,0.08,0.27,Matches,aded8e6f
95,Mattia Caldara,it ITA,DF,Milan,29,1994,1,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ac7e640b
96,Luca Caldirola,it ITA,DF,Monza,32,1991,29,23,2141,23.8,1,1,2,1,0,0,7,1,0.04,0.04,0.08,0.04,0.08,Matches,226008f1
97,Hakan Çalhanoğlu,tr TUR,MF,Inter,29,1994,32,32,2556,28.4,13,3,16,3,10,10,5,0,0.46,0.11,0.56,0.11,0.21,Matches,cd0fa27b
98,Francesco Camarda,it ITA,FW,Milan,15,2008,2,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1956a64b
99,Nicolò Cambiaghi,it ITA,FWMF,Empoli,22,2000,37,29,2553,28.4,1,1,2,1,0,0,3,0,0.04,0.04,0.07,0.04,0.07,Matches,91ff775f
100,Andrea Cambiaso,it ITA,MF,Juventus,23,2000,34,28,2372,26.4,2,3,5,2,0,0,10,0,0.08,0.11,0.19,0.08,0.19,Matches,247ed022
101,Matteo Cancellieri,it ITA,FWMF,Empoli,21,2002,36,18,1788,19.9,4,3,7,4,0,0,7,0,0.20,0.15,0.35,0.20,0.35,Matches,b6a1cdf9
102,Antonio Candreva,it ITA,MF,Salernitana,36,1987,34,32,2750,30.6,6,6,12,5,1,1,5,0,0.20,0.20,0.39,0.16,0.36,Matches,356c9002
103,Luigi Canotto,it ITA,FWMF,Frosinone,29,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,911080b1
104,Gianluca Caprari,it ITA,MFFW,Monza,30,1993,6,4,285,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,54e53b7e
105,Elia Caprile,it ITA,GK,Empoli,21,2001,23,23,2070,23.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,97d7afbd
106,Francesco Caputo,it ITA,FW,Empoli,35,1987,20,15,1268,14.1,3,0,3,2,1,1,0,0,0.21,0.00,0.21,0.14,0.14,Matches,5bd72174
107,Andrea Carboni,it ITA,DF,Monza,22,2001,21,16,1487,16.5,1,0,1,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,Matches,f7e2af2c
108,Valentin Carboni,ar ARG,MF,Monza,18,2005,31,10,1169,13.0,2,3,5,2,0,0,2,0,0.15,0.23,0.38,0.15,0.38,Matches,707b98f1
109,Marco Carnesecchi,it ITA,GK,Atalanta,23,2000,27,27,2425,26.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8ec56e62
110,Nicolò Casale,it ITA,DF,Lazio,25,1998,20,16,1559,17.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,3f5f38fb
111,Giuseppe Caso,it ITA,FW,Frosinone,24,1998,14,2,417,4.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,099a2de5
112,Valentín Castellanos,ar ARG,FW,Lazio,24,1998,35,16,1682,18.7,4,3,7,4,0,0,2,0,0.21,0.16,0.37,0.21,0.37,Matches,da76bab4
113,Samu Castillejo,es ESP,MFFW,Sassuolo,28,1995,17,6,536,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,130a7a3f
114,Santiago Castro,ar ARG,FW,Bologna,18,2004,8,2,242,2.7,1,1,2,1,0,0,1,0,0.37,0.37,0.74,0.37,0.74,Matches,ee5565ae
115,Gaetano Castrovilli,it ITA,MF,Fiorentina,26,1997,6,5,367,4.1,1,2,3,1,0,0,0,0,0.25,0.49,0.74,0.25,0.74,Matches,0728bebe
116,Danilo Cataldi,it ITA,MF,Lazio,28,1994,28,15,1361,15.1,1,0,1,1,0,0,8,0,0.07,0.00,0.07,0.07,0.07,Matches,ba3d3bea
117,Emil Ceide,no NOR,FWMF,Sassuolo,21,2001,11,0,176,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,98a84572
118,Zeki Çelik,tr TUR,DFMF,Roma,26,1997,17,6,671,7.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,31a62dc7
119,Fabien Centonze,fr FRA,DF,Hellas Verona,27,1996,10,7,676,7.5,0,1,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches,3c6bbbab
120,Michele Cerofolini,it ITA,GK,Frosinone,24,1999,8,7,675,7.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,efdeaff3
121,Alberto Cerri,it ITA,FW,Empoli,27,1996,12,10,545,6.1,1,0,1,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,Matches,1079c685
122,Leonardo Cerri,it ITA,FW,Juventus,20,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,58e08f40
123,Charlys,br BRA,MF,Hellas Verona,19,2004,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eff9c9ea
124,Walid Cheddira,ma MAR,FW,Frosinone,25,1998,36,24,2120,23.6,7,1,8,6,1,1,0,0,0.30,0.04,0.34,0.25,0.30,Matches,0545a08e
125,Federico Chiesa,it ITA,FW,Juventus,25,1997,33,25,2197,24.4,9,2,11,8,1,1,1,0,0.37,0.08,0.45,0.33,0.41,Matches,b0f7e36c
126,Oliver Christensen,dk DEN,GK,Fiorentina,24,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,af104654
127,Samuel Chukwueze,ng NGA,MFFW,Milan,24,1999,24,12,1017,11.3,1,3,4,1,0,0,1,0,0.09,0.27,0.35,0.09,0.35,Matches,b8a642fc
128,Alphadjo Cissè,it ITA,MF,Hellas Verona,16,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d079becb
129,Giorgio Cittadini,it ITA,DF,Monza,21,2002,1,0,15,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e4ba67f2
130,Giorgio Cittadini,it ITA,DF,Genoa,21,2002,5,1,106,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e4ba67f2
131,Patrick Ciurria,it ITA,MF,Monza,28,1995,22,18,1598,17.8,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,5de3866c
132,Lorenzo Colombo,it ITA,FW,Monza,21,2002,25,16,1359,15.1,4,1,5,4,0,0,3,0,0.26,0.07,0.33,0.26,0.33,Matches,04df29a5
133,Andrea Colpani,it ITA,MF,Monza,24,1999,38,36,2657,29.5,8,4,12,8,0,0,1,0,0.27,0.14,0.41,0.27,0.41,Matches,6499048c
134,Pietro Comuzzo,it ITA,DF,Fiorentina,18,2005,4,0,43,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5e3ecc35
135,Andrea Consigli,it ITA,GK,Sassuolo,36,1987,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8cabdc1e
136,Nikita Contini,it ITA,GK,Napoli,27,1996,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e95069bb
137,Diego Coppola,it ITA,DF,Hellas Verona,19,2003,24,18,1634,18.2,2,0,2,2,0,0,9,0,0.11,0.00,0.11,0.11,0.11,Matches,22ae86f9
138,Tommaso Corazza,it ITA,DF,Bologna,19,2004,9,1,195,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c1b9b13c
139,Jeppe Corfitzen,dk DEN,FW,Lecce,18,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3f7e5a98
140,Giacomo Corona,it ITA,FW,Empoli,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d9f83409
141,João Costa,br BRA,FW,Roma,18,2005,3,0,14,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,26952edc
142,Benoît Costil,fr FRA,GK,Salernitana,36,1987,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2434f24a
143,Lassana Coulibaly,ml MLI,MF,Salernitana,27,1996,28,25,2082,23.1,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches,85a44ecc
144,Mamadou Coulibaly,sn SEN,MF,Salernitana,24,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c976160c
145,Alessio Cragno,it ITA,GK,Sassuolo,29,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f554e29b
146,Bryan Cristante,it ITA,MF,Roma,28,1995,37,37,3289,36.5,3,4,7,3,0,0,8,0,0.08,0.11,0.19,0.08,0.19,Matches,16657b95
147,Juan Cruz,ar ARG,FW,Hellas Verona,24,1999,4,1,109,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,72f5b81f
148,Juan Cuadrado,co COL,DFFW,Inter,35,1988,10,0,267,3.0,0,2,2,0,0,0,1,0,0.00,0.67,0.67,0.00,0.67,Matches,0ab1f153
149,Marvin Cuni,al ALB,FW,Frosinone,22,2001,22,6,534,5.9,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches,1d45fd81
150,Danilo D'Ambrosio,it ITA,DF,Monza,34,1988,24,16,1536,17.1,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,44eb9093
151,Flavius Daniliuc,at AUT,DF,Salernitana,22,2001,14,8,744,8.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,7ef972c3
152,Danilo,br BRA,DF,Juventus,32,1991,29,27,2452,27.2,1,1,2,1,0,0,7,0,0.04,0.04,0.07,0.04,0.07,Matches,94b2001f
153,Matteo Darmian,it ITA,MFDF,Inter,33,1989,33,27,2404,26.7,2,1,3,2,0,0,2,0,0.07,0.04,0.11,0.07,0.11,Matches,96e0490d
154,Juan David Cabal,co COL,DF,Hellas Verona,22,2001,22,17,1497,16.6,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,ef6eef89
155,Keinan Davis,eng ENG,FW,Udinese,25,1998,8,0,186,2.1,1,0,1,1,0,0,2,0,0.48,0.00,0.48,0.48,0.48,Matches,9deaf2c8
156,Paweł Dawidowicz,pl POL,DF,Hellas Verona,28,1995,28,25,2143,23.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,16bb656a
