--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
23,Marcos Antônio,br BRA,MF,Lazio,22,2000,16,6,594,6.6,1,1,2,1,0,0,2,0,0.15,0.15,0.30,0.15,0.30,Matches,108fe016
24,Valentin Antov,bg BUL,DF,Monza,21,2000,9,2,306,3.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,8f68aa41
25,Marko Arnautović,at AUT,FW,Bologna,33,1989,21,18,1530,17.0,10,0,10,7,3,3,5,0,0.59,0.00,0.59,0.41,0.41,Matches,00459419
26,Tolgay Arslan,de GER,MF,Udinese,31,1990,36,12,1211,13.5,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches,963a328b
27,Santiago Ascacíbar,ar ARG,MF,Cremonese,25,1997,13,7,727,8.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e26fcca3
28,Kristoffer Askildsen,no NOR,MF,Lecce,21,2001,21,7,728,8.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,a69cc629
29,Kristjan Asllani,al ALB,MF,Inter,20,2002,20,5,592,6.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,0fdcef0e
30,Emil Audero,id IDN,GK,Sampdoria,25,1997,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,649b01d8
31,Tommaso Augello,it ITA,MFDF,Sampdoria,27,1994,37,35,3061,34.0,2,5,7,2,0,0,3,0,0.06,0.15,0.21,0.06,0.21,Matches,3cd3b384
32,Carlos Augusto,br BRA,MF,Monza,23,1999,35,35,3083,34.3,6,5,11,6,0,0,4,0,0.18,0.15,0.32,0.18,0.32,Matches,8d3cd59d
33,Kaan Ayhan,tr TUR,DF,Sassuolo,27,1994,10,5,545,6.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2200181e
34,Jaime Báez,uy URU,MF,Cremonese,27,1995,2,1,96,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dfd24c07
35,Nedim Bajrami,al ALB,MFFW,Empoli,23,1999,19,8,940,10.4,1,1,2,1,0,0,1,0,0.10,0.10,0.19,0.10,0.19,Matches,f42d6c13
36,Nedim Bajrami,al ALB,FW,Sassuolo,23,1999,18,7,819,9.1,1,0,1,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,Matches,f42d6c13
37,Tiemoué Bakayoko,fr FRA,MF,Milan,27,1994,3,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,59bf127b
38,Tommaso Baldanzi,it ITA,MF,Empoli,19,2003,26,24,1772,19.7,4,0,4,4,0,0,2,0,0.20,0.00,0.20,0.20,0.20,Matches,102e2599
39,Fodé Ballo-Touré,sn SEN,DFMF,Milan,25,1997,10,5,523,5.8,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches,f449640d
40,Lameck Banda,zm ZAM,FWMF,Lecce,21,2001,36,19,1636,18.2,2,1,3,2,0,0,6,0,0.11,0.06,0.17,0.11,0.17,Matches,8a6de8c7
41,Filippo Bandinelli,it ITA,MF,Empoli,27,1995,35,28,2263,25.1,2,0,2,2,0,0,10,0,0.08,0.00,0.08,0.08,0.08,Matches,d44360be
42,Antonín Barák,cz CZE,MF,Hellas Verona,27,1994,1,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,01efac19
43,Antonín Barák,cz CZE,MF,Fiorentina,27,1994,30,21,1799,20.0,2,0,2,2,0,0,4,0,0.10,0.00,0.10,0.10,0.10,Matches,01efac19
44,Andrea Barberis,it ITA,MF,Monza,28,1993,9,3,338,3.8,0,1,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,Matches,32ebfe1e
45,Tommaso Barbieri,it ITA,MF,Juventus,19,2002,3,2,109,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6f1d7aa8
46,Francesco Bardi,it ITA,GK,Bologna,30,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0acda699
47,Nicolò Barella,it ITA,MF,Inter,25,1997,35,31,2613,29.0,6,6,12,6,0,0,6,0,0.21,0.21,0.41,0.21,0.41,Matches,6928979a
48,Enzo Barrenechea,ar ARG,MF,Juventus,21,2001,3,3,158,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6caffe81
49,Musa Barrow,gm GAM,MFFW,Bologna,23,1998,32,26,1960,21.8,3,8,11,3,0,0,3,0,0.14,0.37,0.51,0.14,0.51,Matches,e5bf73f3
50,Federico Baschirotto,it ITA,DF,Lecce,25,1996,37,37,3330,37.0,3,0,3,3,0,0,6,0,0.08,0.00,0.08,0.08,0.08,Matches,5a08ee41
51,Toma Bašić,hr CRO,MF,Lazio,25,1996,25,4,513,5.7,1,0,1,1,0,0,2,0,0.18,0.00,0.18,0.18,0.18,Matches,80556f08
52,Alberto Basso,it ITA,FW,Cremonese,18,2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2ce215f2
53,Alessandro Bastoni,it ITA,DF,Inter,23,1999,29,26,2157,24.0,0,2,2,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,75b86fb3
54,Simone Bastoni,it ITA,MFDF,Spezia,25,1996,19,15,1189,13.2,2,4,6,2,0,0,7,0,0.15,0.30,0.45,0.15,0.45,Matches,1ac232b8
55,Brian Bayeye,cd COD,MF,Torino,22,2000,2,1,64,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,78e6bf2c
56,Rodrigo Becão,br BRA,DF,Udinese,26,1996,28,28,2484,27.6,2,1,3,2,0,0,11,1,0.07,0.04,0.11,0.07,0.11,Matches,19e4eab9
57,Julius Beck,dk DEN,MF,Spezia,17,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e892c325
58,Raoul Bellanova,it ITA,MF,Inter,22,2000,18,3,496,5.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e3756e72
59,Andrea Belotti,it ITA,FW,Roma,28,1993,31,11,1146,12.7,0,2,2,0,0,1,0,0,0.00,0.16,0.16,0.00,0.16,Matches,d705ba44
60,Marco Benassi,it ITA,MF,Cremonese,27,1994,15,11,998,11.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0000acda
61,Marco Benassi,it ITA,DF,Fiorentina,27,1994,2,1,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0000acda
62,Ismaël Bennacer,dz ALG,MF,Milan,24,1997,28,24,2007,22.3,2,2,4,2,0,0,5,0,0.09,0.09,0.18,0.09,0.18,Matches,db092d3b
63,Domenico Berardi,it ITA,FWMF,Sassuolo,27,1994,26,22,1866,20.7,12,7,19,5,7,8,7,0,0.58,0.34,0.92,0.24,0.58,Matches,53a0e358
64,Bartosz Bereszyński,pl POL,DFMF,Sampdoria,30,1992,15,15,1198,13.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,61b3978f
65,Bartosz Bereszyński,pl POL,DF,Napoli,30,1992,3,2,166,1.8,0,1,1,0,0,0,1,0,0.00,0.54,0.54,0.00,0.54,Matches,61b3978f
66,Marco Bertini,it ITA,MF,Lazio,19,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4b520f96
67,Beto,gw GNB,FW,Udinese,24,1998,33,23,2129,23.7,10,1,11,9,1,1,2,0,0.42,0.04,0.47,0.38,0.42,Matches,ed5c0319
68,Matteo Bianchetti,it ITA,DF,Cremonese,29,1993,25,22,2132,23.7,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches,b3a20f18
69,Alessandro Bianco,it ITA,MF,Fiorentina,19,2002,7,2,153,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d65cf468
70,Jaka Bijol,si SVN,DF,Udinese,23,1999,32,32,2728,30.3,3,2,5,3,0,0,10,0,0.10,0.07,0.16,0.10,0.16,Matches,6fdac234
71,Cristiano Biraghi,it ITA,DF,Fiorentina,29,1992,33,30,2551,28.3,2,4,6,2,0,1,1,0,0.07,0.14,0.21,0.07,0.21,Matches,9e1577aa
72,Samuele Birindelli,it ITA,MF,Monza,23,1999,31,14,1400,15.6,0,1,1,0,0,0,8,0,0.00,0.06,0.06,0.00,0.06,Matches,204ac005
73,Kristijan Bistrović,hr CRO,MF,Lecce,24,1998,11,5,461,5.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,79370f8c
74,Alexis Blin,fr FRA,MF,Lecce,25,1996,35,26,2376,26.4,1,0,1,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,Matches,c69ef855
75,Jeremie Boga,ci CIV,MFFW,Atalanta,25,1997,23,5,782,8.7,2,5,7,2,0,0,0,0,0.23,0.58,0.81,0.23,0.81,Matches,fe012aca
76,Emil Bohinen,no NOR,MF,Salernitana,23,1999,24,9,832,9.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c83c203f
77,Giacomo Bonaventura,it ITA,MF,Fiorentina,32,1989,30,21,1911,21.2,5,1,6,5,0,0,4,1,0.24,0.05,0.28,0.24,0.28,Matches,d995ed27
78,Federico Bonazzoli,it ITA,FW,Salernitana,25,1997,24,12,1119,12.4,2,1,3,2,0,0,1,0,0.16,0.08,0.24,0.16,0.24,Matches,bf57eaab
79,Warren Bondo,fr FRA,MF,Monza,18,2003,4,0,60,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0def2376
80,Kevin Bonifazi,it ITA,DF,Bologna,26,1996,13,9,902,10.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,fb77bfef
81,Leonardo Bonucci,it ITA,DF,Juventus,35,1987,16,9,879,9.8,1,0,1,1,0,1,2,0,0.10,0.00,0.10,0.10,0.10,Matches,52ec54d0
82,Erik Botheim,no NOR,MFFW,Salernitana,22,2000,28,9,866,9.6,1,3,4,1,0,0,2,0,0.10,0.31,0.42,0.10,0.42,Matches,3d13d9e4
83,Mehdi Bourabia,ma MAR,MF,Spezia,30,1991,37,36,2771,30.8,1,3,4,1,0,0,3,0,0.03,0.10,0.13,0.03,0.13,Matches,0d077b88
84,Edoardo Bove,it ITA,MFDF,Roma,20,2002,22,10,992,11.0,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,ae94a6c5
85,Jayden Braaf,nl NED,MF,Hellas Verona,19,2002,6,2,288,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c609e90e
86,Domagoj Bradarić,hr CRO,MFDF,Salernitana,22,1999,31,24,2250,25.0,0,3,3,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,Matches,8bbe2df5
87,Josip Brekalo,hr CRO,MF,Fiorentina,24,1998,6,1,229,2.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d4a2533d
88,Gleison Bremer,br BRA,DF,Juventus,25,1997,30,30,2634,29.3,4,1,5,4,0,0,6,0,0.14,0.03,0.17,0.14,0.17,Matches,5fd5ed86
89,Dylan Bronn,tn TUN,DF,Salernitana,27,1995,24,19,1683,18.7,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,edd81e2a
90,Marcelo Brozović,hr CRO,MF,Inter,29,1992,28,19,1770,19.7,3,5,8,3,0,0,8,0,0.15,0.25,0.41,0.15,0.41,Matches,33b8d077
91,Cristian Buonaiuto,it ITA,MFFW,Cremonese,29,1992,29,7,980,10.9,1,0,1,0,1,1,3,0,0.09,0.00,0.09,0.00,0.00,Matches,f3a9fa26
92,Alessandro Buongiorno,it ITA,DF,Torino,23,1999,34,30,2721,30.2,1,2,3,1,0,0,8,0,0.03,0.07,0.10,0.03,0.10,Matches,4ae67f27
93,Leonardo Buta,pt POR,DF,Udinese,20,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dee3d535
94,Arthur Cabral,br BRA,FW,Fiorentina,24,1998,28,15,1432,15.9,8,1,9,6,2,2,4,0,0.50,0.06,0.57,0.38,0.44,Matches,a820e429
95,Liberato Cacace,nz NZL,DF,Empoli,21,2000,12,5,587,6.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,dd86e8e4
96,Davide Calabria,it ITA,DF,Milan,25,1996,25,21,1690,18.8,1,4,5,1,0,0,6,0,0.05,0.21,0.27,0.05,0.27,Matches,2146785a
97,Mattia Caldara,it ITA,DF,Spezia,28,1994,20,13,1253,13.9,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,ac7e640b
98,Luca Caldirola,it ITA,DF,Monza,31,1991,31,27,2353,26.1,2,0,2,2,0,0,6,0,0.08,0.00,0.08,0.08,0.08,Matches,226008f1
99,Hakan Çalhanoğlu,tr TUR,MF,Inter,28,1994,33,28,2363,26.3,3,6,9,2,1,1,3,0,0.11,0.23,0.34,0.08,0.30,Matches,cd0fa27b
100,Mohamed Camara,gn GUI,MF,Roma,25,1997,15,8,696,7.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,13ea2544
101,Nicolò Cambiaghi,it ITA,FWMF,Empoli,21,2000,28,12,1285,14.3,6,1,7,6,0,0,5,1,0.42,0.07,0.49,0.42,0.49,Matches,91ff775f
102,Andrea Cambiaso,it ITA,DFMF,Bologna,22,2000,32,25,2170,24.1,0,3,3,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches,247ed022
103,Matteo Cancellieri,it ITA,FW,Lazio,20,2002,20,1,256,2.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,b6a1cdf9
104,Antonio Candreva,it ITA,MF,Salernitana,35,1987,35,32,2726,30.3,7,4,11,7,0,0,3,1,0.23,0.13,0.36,0.23,0.36,Matches,356c9002
105,Gianluca Caprari,it ITA,MFFW,Monza,29,1993,37,32,2441,27.1,5,2,7,4,1,1,7,0,0.18,0.07,0.26,0.15,0.22,Matches,54e53b7e
106,Francesco Caputo,it ITA,FW,Sampdoria,34,1987,15,13,1094,12.2,1,0,1,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,Matches,5bd72174
107,Francesco Caputo,it ITA,FW,Empoli,34,1987,21,20,1708,19.0,5,4,9,3,2,2,1,0,0.26,0.21,0.47,0.16,0.37,Matches,5bd72174
108,Andrea Carboni,it ITA,DF,Monza,21,2001,4,1,167,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f7e2af2c
109,Franco Carboni,it ITA,MF,Monza,19,2003,3,0,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b033f803
110,Valentin Carboni,ar ARG,MF,Inter,17,2005,5,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,707b98f1
111,Marco Carnesecchi,it ITA,GK,Cremonese,22,2000,27,27,2430,27.0,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches,8ec56e62
112,Nicolò Casale,it ITA,DF,Lazio,24,1998,29,27,2437,27.1,1,1,2,1,0,0,6,0,0.04,0.04,0.07,0.04,0.07,Matches,3f5f38fb
113,Tommaso Cassandro,it ITA,DFMF,Lecce,22,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6c4307ee
114,Michele Castagnetti,it ITA,MF,Cremonese,32,1989,27,14,1412,15.7,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,ad92526f
115,Gaetano Castrovilli,it ITA,MF,Fiorentina,25,1997,15,7,718,8.0,2,1,3,2,0,0,3,0,0.25,0.13,0.38,0.25,0.38,Matches,0728bebe
116,Danilo Cataldi,it ITA,MF,Lazio,27,1994,29,26,1921,21.3,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches,ba3d3bea
117,Pietro Ceccaroni,it ITA,DF,Lecce,26,1995,2,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4d1efb48
118,Federico Ceccherini,it ITA,DF,Hellas Verona,30,1992,22,18,1417,15.7,2,0,2,2,0,0,9,1,0.13,0.00,0.13,0.13,0.13,Matches,d9624b51
119,Assan Ceesay,gm GAM,FW,Lecce,28,1994,34,20,1812,20.1,6,0,6,5,1,1,2,0,0.30,0.00,0.30,0.25,0.25,Matches,07f8bcc8
120,Emil Ceide,no NOR,FW,Sassuolo,20,2001,19,5,515,5.7,0,1,1,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,Matches,98a84572
121,Zeki Çelik,tr TUR,MFDF,Roma,25,1997,24,16,1504,16.7,0,1,1,0,0,0,7,1,0.00,0.06,0.06,0.00,0.06,Matches,31a62dc7
122,Michele Cerofolini,it ITA,GK,Fiorentina,23,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,efdeaff3
123,Federico Chiesa,it ITA,MFFW,Juventus,24,1997,21,6,852,9.5,2,5,7,2,0,0,2,0,0.21,0.53,0.74,0.21,0.74,Matches,b0f7e36c
124,Vlad Chiricheș,ro ROU,DF,Cremonese,32,1989,16,14,983,10.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,c316607a
125,Daniel Ciofani,it ITA,FW,Cremonese,37,1985,32,10,1060,11.8,8,0,8,5,3,4,1,0,0.68,0.00,0.68,0.42,0.42,Matches,b09a3ecc
126,Tio Cipot,si SVN,MF,Spezia,19,2003,8,0,139,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,039a4fb6
127,Patrick Ciurria,it ITA,MF,Monza,27,1995,36,31,2753,30.6,6,5,11,6,0,0,4,0,0.20,0.16,0.36,0.20,0.36,Matches,5de3866c
128,Nicolò Cocetta,it ITA,DF,Udinese,18,2003,1,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1faa06d5
129,Omar Colley,gm GAM,DF,Sampdoria,29,1992,16,15,1384,15.4,1,0,1,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,Matches,8b95acda
130,Lorenzo Colombo,it ITA,FW,Lecce,20,2002,33,18,1515,16.8,5,2,7,4,1,2,4,0,0.30,0.12,0.42,0.24,0.36,Matches,04df29a5
131,Andrea Colpani,it ITA,MF,Monza,23,1999,27,10,948,10.5,4,1,5,4,0,0,1,0,0.38,0.09,0.47,0.38,0.47,Matches,6499048c
132,Andrea Consigli,it ITA,GK,Sassuolo,35,1987,35,35,3150,35.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8cabdc1e
133,Andrea Conti,it ITA,DFMF,Sampdoria,28,1994,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8fef5412
134,Diego Coppola,it ITA,DF,Hellas Verona,18,2003,19,11,1177,13.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,22ae86f9
135,Alex Cordaz,it ITA,GK,Inter,39,1983,1,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e66ebabb
136,Joaquín Correa,ar ARG,FW,Inter,27,1994,26,12,950,10.6,3,1,4,3,0,0,1,0,0.28,0.09,0.38,0.28,0.38,Matches,45b9b619
137,Alessandro Cortinovis,it ITA,MF,Hellas Verona,21,2001,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bfc359ed
138,Lassana Coulibaly,ml MLI,MF,Salernitana,26,1996,35,34,2892,32.1,3,3,6,3,0,0,12,0,0.09,0.09,0.19,0.09,0.19,Matches,85a44ecc
139,Alessio Cragno,it ITA,GK,Monza,28,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f554e29b
140,Bryan Cristante,it ITA,MF,Roma,27,1995,36,34,2938,32.6,1,1,2,1,0,1,8,1,0.03,0.03,0.06,0.03,0.06,Matches,16657b95
141,Domen Črnigoj,si SVN,MF,Salernitana,26,1995,7,4,296,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,22cd43d2
142,Juan Cuadrado,co COL,MFDF,Juventus,34,1988,31,24,2078,23.1,1,3,4,1,0,0,6,1,0.04,0.13,0.17,0.04,0.17,Matches,0ab1f153
143,Mickaël Cuisance,fr FRA,MF,Sampdoria,22,1999,12,9,618,6.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5722eced
144,Marco D'Alessandro,it ITA,MF,Monza,31,1991,8,3,290,3.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,060606ec
145,Danilo D'Ambrosio,it ITA,DF,Inter,33,1988,15,8,733,8.1,0,2,2,0,0,0,3,1,0.00,0.25,0.25,0.00,0.25,Matches,44eb9093
146,Luca D'Andrea,it ITA,FW,Sassuolo,17,2004,5,5,316,3.5,0,1,1,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28,Matches,f778fe3f
147,Flavius Daniliuc,at AUT,DF,Salernitana,21,2001,27,23,2195,24.4,0,2,2,0,0,0,9,0,0.00,0.08,0.08,0.00,0.08,Matches,7ef972c3
148,Danilo,br BRA,DF,Juventus,31,1991,37,35,3184,35.4,3,3,6,3,0,0,5,0,0.08,0.08,0.17,0.08,0.17,Matches,94b2001f
149,Matteo Darmian,it ITA,MFDF,Inter,32,1989,31,24,2025,22.5,1,2,3,1,0,0,3,0,0.04,0.09,0.13,0.04,0.13,Matches,96e0490d
150,Juan David Cabal,co COL,DF,Hellas Verona,21,2001,11,3,444,4.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,ef6eef89
151,Paweł Dawidowicz,pl POL,DF,Hellas Verona,27,1995,23,20,1632,18.1,1,1,2,1,0,0,6,1,0.06,0.06,0.11,0.06,0.11,Matches,16bb656a
152,Charles De Ketelaere,be BEL,MF,Milan,21,2001,32,9,1116,12.4,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,2ef7c612
153,Manuel De Luca,it ITA,FW,Sampdoria,24,1998,2,0,44,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,60e3603d
154,Tommaso De Nipoti,it ITA,FW,Atalanta,19,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7f9d956a
155,Mattia De Sciglio,it ITA,MFDF,Juventus,29,1992,17,11,1042,11.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ae4e2852
156,Lorenzo De Silvestri,it ITA,DFMF,Bologna,34,1988,15,6,672,7.5,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches,e74f0e59
