--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
24,Juan Arizala,co COL,MF,Udinese,19,2005,10,1,191,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,82f2e5c8
25,Kristjan Asllani,al ALB,MF,Torino,23,2002,15,13,1129,12.5,0,0,0,0,0,1,3,0,0.00,0.00,0.00,0.00,0.00,Matches,0fdcef0e
26,Zachary Athekame,ch SUI,MFDF,Milan,20,2004,27,7,833,9.3,2,2,4,2,0,0,3,0,0.22,0.22,0.43,0.22,0.43,Matches,c1356739
27,Arthur Atta,fr FRA,MF,Udinese,22,2003,32,29,2557,28.4,5,3,8,5,0,0,3,0,0.18,0.11,0.28,0.18,0.28,Matches,d3ddf88b
28,Emil Audero,id IDN,GK,Cremonese,28,1997,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,649b01d8
29,Carlos Augusto,br BRA,MFDF,Inter,26,1999,34,18,1763,19.6,1,1,2,1,0,0,6,0,0.05,0.05,0.10,0.05,0.10,Matches,8d3cd59d
30,Yann Aurel Bisseck,de GER,DF,Inter,24,2000,23,21,1922,21.4,3,1,4,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19,Matches,3963c25b
31,Neil El Aynaoui,ma MAR,MF,Roma,24,2001,25,8,999,11.1,1,2,3,1,0,0,5,0,0.09,0.18,0.27,0.09,0.27,Matches,17e1261b
32,Leon Bailey,jm JAM,FW,Roma,27,1997,7,1,186,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3a233281
33,Mitchel Bakker,nl NED,DFMF,Atalanta,25,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a8567629
34,Darryl Bakola,fr FRA,MF,Sassuolo,17,2007,6,1,128,1.4,0,1,1,0,0,0,0,0,0.00,0.70,0.70,0.00,0.70,Matches,57de24a3
35,Luís Balbo,ve VEN,DF,Fiorentina,19,2006,6,1,212,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cdcdb350
36,Tommaso Baldanzi,it ITA,MF,Genoa,22,2003,8,5,399,4.4,0,2,2,0,0,0,0,0,0.00,0.45,0.45,0.00,0.45,Matches,102e2599
37,Tommaso Baldanzi,it ITA,FWMF,Roma,22,2003,10,3,386,4.3,1,0,1,1,0,0,2,0,0.23,0.00,0.23,0.23,0.23,Matches,102e2599
38,Lameck Banda,zm ZAM,MFFW,Lecce,24,2001,32,21,1752,19.5,5,4,9,5,0,0,6,1,0.26,0.21,0.46,0.26,0.46,Matches,8a6de8c7
39,Tommaso Barbieri,it ITA,MF,Cremonese,22,2002,29,18,1707,19.0,0,1,1,0,0,0,8,0,0.00,0.05,0.05,0.00,0.05,Matches,6f1d7aa8
40,Nicolò Barella,it ITA,MF,Inter,28,1997,34,31,2517,28.0,3,8,11,3,0,0,7,0,0.11,0.29,0.39,0.11,0.39,Matches,6928979a
41,Davide Bartesaghi,it ITA,MFDF,Milan,19,2005,31,27,2441,27.1,2,0,2,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches,7e0b6c50
42,Federico Baschirotto,it ITA,DF,Cremonese,28,1996,29,29,2540,28.2,2,0,2,2,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches,5a08ee41
43,Toma Bašić,hr CRO,MF,Lazio,28,1996,23,23,1735,19.3,2,3,5,2,0,0,0,1,0.10,0.16,0.26,0.10,0.26,Matches,80556f08
44,Alessandro Bastoni,it ITA,DF,Inter,26,1999,28,28,2239,24.9,1,4,5,1,0,0,6,0,0.04,0.16,0.20,0.04,0.20,Matches,75b86fb3
45,Martin Baturina,hr CRO,MFFW,Como,22,2003,29,17,1569,17.4,6,3,9,6,0,0,0,0,0.34,0.17,0.52,0.34,0.52,Matches,d1eda5f0
46,Vakoun Bayo,ci CIV,FW,Udinese,28,1997,15,4,453,5.0,0,2,2,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,Matches,132f161f
47,Tjaš Begić,si SVN,MF,Parma,22,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7429c2bf
48,Reda Belahyane,ma MAR,MF,Lazio,21,2004,13,5,609,6.8,0,2,2,0,0,0,1,1,0.00,0.30,0.30,0.00,0.30,Matches,705a1642
49,Rafik Belghali,dz ALG,MF,Hellas Verona,23,2002,26,22,1920,21.3,2,0,2,2,0,0,6,0,0.09,0.00,0.09,0.09,0.09,Matches,0abcb968
50,Armel Bella Kotchap,de GER,DF,Hellas Verona,23,2001,19,14,1347,15.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,a39d11bc
51,Raoul Bellanova,it ITA,MF,Atalanta,25,2000,24,15,1377,15.3,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,e3756e72
52,Andrea Belotti,it ITA,FW,Cagliari,31,1993,8,3,221,2.5,2,0,2,1,1,1,0,0,0.81,0.00,0.81,0.41,0.41,Matches,d705ba44
53,Adrian Benedyczak,pl POL,FW,Parma,24,2000,14,5,490,5.4,1,1,2,0,1,1,1,0,0.18,0.18,0.37,0.00,0.18,Matches,3f448184
54,Domenico Berardi,it ITA,FW,Sassuolo,30,1994,26,24,1958,21.8,8,4,12,6,2,3,2,1,0.37,0.18,0.55,0.28,0.46,Matches,53a0e358
55,Medon Berisha,al ALB,MF,Lecce,21,2003,13,12,871,9.7,2,3,5,2,0,0,0,0,0.21,0.31,0.52,0.21,0.52,Matches,9d376bef
56,Adrian Bernabe,es ESP,MF,Parma,24,2001,32,31,2470,27.4,3,1,4,3,0,0,0,0,0.11,0.04,0.15,0.11,0.15,Matches,548672b4
57,Federico Bernardeschi,it ITA,MFFW,Bologna,31,1994,29,12,1217,13.5,4,2,6,3,1,1,3,0,0.30,0.15,0.44,0.22,0.37,Matches,ee93c1a9
58,Lorenzo Bernasconi,it ITA,MF,Atalanta,21,2003,23,17,1572,17.5,0,3,3,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,Matches,c1041eb7
59,Antoine Bernede,fr FRA,MF,Hellas Verona,26,1999,32,29,2301,25.6,1,2,3,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,Matches,07a821e4
60,Nicolò Bertola,it ITA,DFMF,Udinese,22,2003,28,18,1763,19.6,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,04b40c58
61,Brando Bettazzi,it ITA,MF,Pisa,17,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86365b0f
62,Sam Beukema,nl NED,DF,Napoli,26,1998,24,18,1681,18.7,2,0,2,2,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches,de13cee5
63,Matteo Bianchetti,it ITA,DF,Cremonese,32,1993,27,25,2192,24.4,0,2,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches,b3a20f18
64,Justin Bijlow,nl NED,GK,Genoa,27,1998,16,16,1395,15.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,53d93280
65,Cristiano Biraghi,it ITA,MFDF,Torino,32,1992,14,5,517,5.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9e1577aa
66,Jeremie Boga,ci CIV,MFFW,Juventus,28,1997,15,6,679,7.5,4,0,4,4,0,0,1,0,0.53,0.00,0.53,0.53,0.53,Matches,fe012aca
67,Daniel Boloca,ro ROU,MF,Sassuolo,26,1998,2,2,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,85f7ed25
68,Federico Bonazzoli,it ITA,FW,Cremonese,28,1997,35,31,2510,27.9,10,1,11,7,3,3,4,0,0.36,0.04,0.39,0.25,0.29,Matches,bf57eaab
69,Warren Bondo,fr FRA,MF,Cremonese,21,2003,27,22,1762,19.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,0def2376
70,Giovanni Bonfanti,it ITA,DFMF,Pisa,22,2003,9,6,494,5.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,938d8a55
71,Ange-Yoan Bonny,ci CIV,FW,Inter,21,2003,33,10,1142,12.7,5,4,9,5,0,0,1,0,0.39,0.32,0.71,0.39,0.71,Matches,64629ba4
72,Gennaro Borrelli,it ITA,FW,Cagliari,25,2000,27,13,1275,14.2,5,1,6,5,0,0,4,0,0.35,0.07,0.42,0.35,0.42,Matches,04c4edc1
73,Kieron Bowie,sct SCO,FW,Hellas Verona,22,2002,14,14,1200,13.3,4,0,4,4,0,0,1,0,0.30,0.00,0.30,0.30,0.30,Matches,6dd87204
74,Rosen Bozhinov,bg BUL,DF,Pisa,20,2005,9,8,610,6.8,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,8c053d3c
75,Domagoj Bradarić,hr CRO,MF,Hellas Verona,25,1999,29,23,1966,21.8,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,8bbe2df5
76,Riccardo Braschi,it ITA,FW,Fiorentina,18,2006,2,1,105,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,74269b2c
77,Iker Bravo,es ESP,FW,Udinese,20,2005,8,3,206,2.3,1,0,1,1,0,0,1,0,0.44,0.00,0.44,0.44,0.44,Matches,db8c8860
78,Gleison Bremer,br BRA,DF,Juventus,28,1997,26,25,2171,24.1,4,3,7,4,0,0,5,0,0.17,0.12,0.29,0.17,0.29,Matches,5fd5ed86
79,Marco Brescianini,it ITA,MF,Atalanta,25,2000,9,0,182,2.0,1,0,1,1,0,0,1,0,0.49,0.00,0.49,0.49,0.49,Matches,dfd56738
80,Marco Brescianini,it ITA,MF,Fiorentina,25,2000,17,10,862,9.6,1,1,2,1,0,0,1,0,0.10,0.10,0.21,0.10,0.21,Matches,dfd56738
81,Sascha Britschgi,ch SUI,MFDF,Parma,18,2006,29,22,2095,23.3,0,2,2,0,0,0,7,1,0.00,0.09,0.09,0.00,0.09,Matches,a80fd995
82,Louis Buffon,cz CZE,FW,Pisa,17,2007,4,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7f4fe346
83,Adam Buksa,pl POL,FW,Udinese,29,1996,25,6,922,10.2,3,0,3,3,0,0,3,0,0.29,0.00,0.29,0.29,0.29,Matches,3b676989
84,Alessandro Buongiorno,it ITA,DF,Napoli,26,1999,33,28,2521,28.0,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches,4ae67f27
85,Jean Butez,fr FRA,GK,Como,30,1995,38,38,3420,38.0,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches,7f40333d
86,Arturo Calabresi,it ITA,DF,Pisa,29,1996,26,17,1514,16.8,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches,34bb6fbd
87,Hakan Çalhanoğlu,tr TUR,MF,Inter,31,1994,22,20,1639,18.2,9,4,13,5,4,5,7,0,0.49,0.22,0.71,0.27,0.49,Matches,cd0fa27b
88,Abdoulaye Camara,fr FRA,MF,Udinese,16,2008,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b1617bd1
89,Francesco Camarda,it ITA,FW,Lecce,17,2008,21,7,687,7.6,1,0,1,1,0,1,1,0,0.13,0.00,0.13,0.13,0.13,Matches,1956a64b
90,Nicolò Cambiaghi,it ITA,MFFW,Bologna,24,2000,28,17,1518,16.9,3,4,7,3,0,0,3,1,0.18,0.24,0.42,0.18,0.42,Matches,91ff775f
91,Andrea Cambiaso,it ITA,MFDF,Juventus,25,2000,36,35,2769,30.8,3,4,7,3,0,0,3,1,0.10,0.13,0.23,0.10,0.23,Matches,247ed022
92,Matteo Cancellieri,it ITA,FW,Lazio,23,2002,30,21,1725,19.2,4,2,6,4,0,0,6,0,0.21,0.10,0.31,0.21,0.31,Matches,b6a1cdf9
93,Fali Candé,gw GNB,DF,Sassuolo,27,1998,12,5,509,5.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3cc4bb19
94,Simone Canestrelli,it ITA,DF,Pisa,24,2000,37,36,3201,35.6,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,d8c54a50
95,Elia Caprile,it ITA,GK,Cagliari,23,2001,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,97d7afbd
96,Maxence Caqueret,fr FRA,MF,Como,25,2000,30,17,1485,16.5,2,6,8,2,0,0,3,0,0.12,0.36,0.48,0.12,0.48,Matches,f81ef10d
97,Antonio Caracciolo,it ITA,DF,Pisa,35,1990,35,34,3073,34.1,2,0,2,2,0,0,10,0,0.06,0.00,0.06,0.06,0.06,Matches,99d8fc35
98,Filippo Carbone,it ITA,MF,Genoa,18,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,252ac080
99,Franco Carboni,it ITA,MF,Parma,22,2003,7,1,114,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b033f803
100,Valentin Carboni,ar ARG,MF,Genoa,20,2005,12,3,359,4.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,707b98f1
101,Alessandro Cardinali,it ITA,FW,Parma,19,2006,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,639f3541
102,Diego Carlos,br BRA,DF,Como,32,1993,27,21,1949,21.7,1,0,1,1,0,0,8,0,0.05,0.00,0.05,0.05,0.05,Matches,b4a014b1
103,Marco Carnesecchi,it ITA,GK,Atalanta,25,2000,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8ec56e62
104,Cesare Casadei,it ITA,MF,Torino,22,2003,33,19,1997,22.2,6,0,6,6,0,0,5,0,0.27,0.00,0.27,0.27,0.27,Matches,fb920f3a
105,Nicolò Casale,it ITA,DF,Bologna,27,1998,12,8,678,7.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3f5f38fb
106,Valentín Castellanos,ar ARG,FW,Lazio,26,1998,11,8,692,7.7,2,3,5,2,0,0,2,0,0.26,0.39,0.65,0.26,0.65,Matches,da76bab4
107,Santiago Castro,ar ARG,FW,Bologna,20,2004,35,26,2359,26.2,7,2,9,7,0,0,3,0,0.27,0.08,0.34,0.27,0.34,Matches,ee5565ae
108,Danilo Cataldi,it ITA,MF,Lazio,30,1994,27,24,1985,22.1,3,3,6,1,2,2,6,0,0.14,0.14,0.27,0.05,0.18,Matches,ba3d3bea
109,Nicolò Cavuoti,it ITA,MF,Cagliari,22,2003,4,0,44,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,747701ab
110,Federico Ceccherini,it ITA,DF,Cremonese,33,1992,9,6,476,5.3,0,1,1,0,0,0,1,1,0.00,0.19,0.19,0.00,0.19,Matches,d9624b51
111,Zeki Çelik,tr TUR,MFDF,Roma,28,1997,34,32,2723,30.3,1,2,3,1,0,0,2,1,0.03,0.07,0.10,0.03,0.10,Matches,31a62dc7
112,Fallou Cham,gm GAM,MF,Hellas Verona,19,2006,6,3,228,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aa83c24f
113,Walid Cheddira,ma MAR,FW,Sassuolo,27,1998,16,1,221,2.5,1,0,1,1,0,0,1,0,0.41,0.00,0.41,0.41,0.41,Matches,0545a08e
114,Walid Cheddira,ma MAR,FW,Lecce,27,1998,17,11,1000,11.1,3,1,4,3,0,0,2,0,0.27,0.09,0.36,0.27,0.36,Matches,0545a08e
115,Oliver Christensen,dk DEN,GK,Fiorentina,26,1999,1,1,86,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,af104654
116,Samuel Chukwueze,ng NGA,FWMF,Milan,26,1999,1,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b8a642fc
117,Alessandro Circati,au AUS,DF,Parma,21,2003,31,31,2664,29.6,1,0,1,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,Matches,1223765c
118,Matteo Cocchi,it ITA,DF,Inter,18,2007,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2081c175
119,Saúl Coco,gq EQG,DF,Torino,26,1999,35,35,3088,34.3,1,1,2,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,Matches,d0ee1652
120,Michele Collocolo,it ITA,MF,Cremonese,25,1999,8,5,362,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b7946402
121,Lorenzo Colombo,it ITA,FW,Genoa,23,2002,38,30,2326,25.8,7,1,8,6,1,2,2,0,0.27,0.04,0.31,0.23,0.27,Matches,04df29a5
122,Pietro Comuzzo,it ITA,DF,Fiorentina,20,2005,27,18,1696,18.8,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches,5e3ecc35
123,Francisco Conceição,pt POR,MFFW,Juventus,22,2002,31,27,2078,23.1,3,5,8,3,0,0,3,0,0.13,0.22,0.35,0.13,0.35,Matches,5ef3d210
124,Nikita Contini,it ITA,GK,Napoli,29,1996,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e95069bb
125,Francesco Coppola,it ITA,DF,Pisa,20,2005,7,5,458,5.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,387335e7
126,Maxwel Cornet,ci CIV,MF,Genoa,28,1996,8,1,118,1.3,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches,beb391dd
127,Edoardo Corvi,it ITA,GK,Parma,24,2001,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a89398db
128,Lassana Coulibaly,ml MLI,MF,Lecce,29,1996,33,31,2689,29.9,3,1,4,3,0,0,4,0,0.10,0.03,0.13,0.10,0.13,Matches,85a44ecc
129,Woyo Coulibaly,ml MLI,DF,Sassuolo,26,1999,20,9,1054,11.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,beb6e3a6
130,Ben Cremaschi,us USA,MF,Parma,20,2005,8,2,132,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,03a446a2
131,Bryan Cristante,it ITA,MF,Roma,30,1995,37,36,3094,34.4,2,1,3,2,0,0,6,0,0.06,0.03,0.09,0.06,0.09,Matches,16657b95
132,Juan Cuadrado,co COL,MF,Pisa,37,1988,19,2,506,5.6,1,0,1,0,1,1,3,0,0.18,0.00,0.18,0.00,0.00,Matches,0ab1f153
133,Patrick Cutrone,it ITA,FW,Parma,27,1998,15,11,888,9.9,1,0,1,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,Matches,a4fe8cda
134,Lucas Da Cunha,fr FRA,MF,Como,24,2001,36,31,2739,30.4,6,4,10,2,4,4,4,0,0.20,0.13,0.33,0.07,0.20,Matches,007faf7a
135,Thijs Dallinga,nl NED,FW,Bologna,24,2000,23,9,811,9.0,2,2,4,2,0,0,2,0,0.22,0.22,0.44,0.22,0.44,Matches,b70afb45
136,Matteo Darmian,it ITA,MFDF,Inter,35,1989,6,2,248,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,96e0490d
137,Juan David Cabal,co COL,MF,Juventus,24,2001,12,2,296,3.3,2,0,2,2,0,0,1,0,0.61,0.00,0.61,0.61,0.61,Matches,ef6eef89
138,Jonathan David,ca CAN,FW,Juventus,25,2000,35,20,1781,19.8,6,4,10,6,0,1,0,0,0.30,0.20,0.51,0.30,0.51,Matches,ce50fd99
139,Keinan Davis,eng ENG,FW,Udinese,27,1998,30,27,2065,22.9,10,4,14,6,4,4,5,0,0.44,0.17,0.61,0.26,0.44,Matches,9deaf2c8
140,Kevin De Bruyne,be BEL,MF,Napoli,34,1991,18,13,1165,12.9,5,2,7,2,3,3,1,0,0.39,0.15,0.54,0.15,0.31,Matches,e46012d4
141,Charles De Ketelaere,be BEL,MFFW,Atalanta,24,2001,31,26,2177,24.2,3,5,8,3,0,0,4,0,0.12,0.21,0.33,0.12,0.33,Matches,2ef7c612
142,Manuel De Luca,it ITA,FW,Cremonese,27,1998,2,0,16,0.2,1,0,1,0,1,1,0,0,5.63,0.00,5.63,0.00,0.00,Matches,60e3603d
143,Lorenzo De Silvestri,it ITA,DF,Bologna,37,1988,12,6,491,5.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e74f0e59
144,Koni De Winter,be BEL,DF,Milan,23,2002,26,19,1800,20.0,1,1,2,1,0,0,1,0,0.05,0.05,0.10,0.05,0.10,Matches,f4797849
145,Alessandro Deiola,it ITA,MFDF,Cagliari,29,1995,20,17,1430,15.9,0,2,2,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches,7f267d66
146,Fisayo Dele-Bashiru,ng NGA,MF,Lazio,24,2001,24,11,1187,13.2,1,0,1,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,Matches,121a4fb8
147,Enrico Delprato,it ITA,DFMF,Parma,25,1999,35,34,2951,32.8,2,0,2,2,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches,4c6f9258
148,Ali Dembélé,fr FRA,DF,Torino,21,2004,2,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eb3df7d9
149,Daniel Denoon,ch SUI,DF,Pisa,21,2004,2,2,122,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,030d6f99
150,Raffaele Di Gennaro,it ITA,GK,Inter,31,1993,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7a4050d5
151,Michele Di Gregorio,it ITA,GK,Juventus,28,1997,30,29,2655,29.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4e0c8d66
152,Giovanni Di Lorenzo,it ITA,DFMF,Napoli,31,1993,26,26,2276,25.3,2,1,3,2,0,0,1,0,0.08,0.04,0.12,0.08,0.12,Matches,230a2fac
153,Alessandro Di Pardo,it ITA,DFMF,Cagliari,26,1999,3,0,54,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e0ce7038
154,Boulaye Dia,sn SEN,FWMF,Lazio,28,1996,27,14,1253,13.9,1,2,3,1,0,0,1,0,0.07,0.14,0.22,0.07,0.22,Matches,244bc2c8
155,Assane Diao,sn SEN,MF,Como,19,2005,17,13,1075,11.9,2,1,3,2,0,0,2,0,0.17,0.08,0.25,0.17,0.25,Matches,8ae7d0ec
156,Federico Dimarco,it ITA,MF,Inter,27,1997,35,30,2698,30.0,7,16,23,7,0,0,3,0,0.23,0.53,0.77,0.23,0.77,Matches,970b8574
157,Andy Diouf,fr FRA,MF,Inter,22,2003,19,4,493,5.5,1,0,1,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches,9b5237b1
