--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
11,Nayef Aguerd,ma MAR,DF,Real Sociedad,28,1996,21,21,1760,19.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,288e1e13
12,Joseph Aidoo,gh GHA,DF,Valladolid,28,1995,8,6,583,6.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,18abe173
13,Joseph Aidoo,gh GHA,DF,Celta Vigo,28,1995,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,18abe173
14,Ilias Akhomach,ma MAR,MF,Villarreal,20,2004,11,7,584,6.5,1,0,1,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches,b8bd60fe
15,David Alaba,at AUT,DF,Real Madrid,32,1992,7,4,317,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,05439de2
16,Ibrahim Alani,ng NGA,MF,Valladolid,18,2006,3,1,160,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,36fd9c52
17,Raúl Albiol,es ESP,DF,Villarreal,38,1985,15,14,1188,13.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,4bd414c1
18,Omar Alderete,py PAR,DF,Getafe,27,1996,34,34,2971,33.0,1,0,1,1,0,0,8,0,0.03,0.00,0.03,0.03,0.03,Matches,bb08bce9
19,Carles Aleñá,es ESP,MF,Getafe,26,1998,10,5,452,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6c811eb7
20,Carles Aleñá,es ESP,MF,Alavés,26,1998,14,13,1090,12.1,0,2,2,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches,6c811eb7
21,Alfon,es ESP,FWMF,Celta Vigo,25,1999,26,14,1371,15.2,5,2,7,5,0,0,1,1,0.33,0.13,0.46,0.33,0.46,Matches,1c772b46
22,Tadeo Allende,ar ARG,FWMF,Celta Vigo,25,1999,1,0,2,0.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,75a66bed
23,André Almeida,pt POR,MFFW,Valencia,24,2000,34,24,1977,22.0,0,4,4,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,Matches,e6697917
24,Iker Almena,es ESP,MF,Girona,20,2004,2,0,48,0.5,0,1,1,0,0,0,0,0,0.00,1.87,1.87,0.00,1.87,Matches,0b32f721
25,Marcos Alonso,es ESP,DF,Celta Vigo,33,1990,31,29,2647,29.4,3,0,3,0,3,3,10,2,0.10,0.00,0.10,0.00,0.00,Matches,f4290206
26,Adrià Altimira,es ESP,DFMF,Leganés,23,2001,22,19,1630,18.1,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,757a3431
27,Sergi Altimira,es ESP,MF,Real Betis,22,2001,32,22,1972,21.9,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches,94acdd4e
28,Hugo Álvarez,es ESP,MF,Celta Vigo,21,2003,26,16,1572,17.5,4,3,7,4,0,0,6,0,0.23,0.17,0.40,0.23,0.40,Matches,6f392eb8
29,Julián Álvarez,ar ARG,FW,Atlético Madrid,24,2000,37,30,2509,27.9,17,4,21,13,4,4,5,0,0.61,0.14,0.75,0.47,0.61,Matches,15ab5a2b
30,Yeray Álvarez,es ESP,DF,Athletic Club,29,1995,21,20,1781,19.8,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches,3ecc11d8
31,Selim Amallah,ma MAR,MF,Valladolid,27,1996,24,18,1376,15.3,3,1,4,2,1,1,6,0,0.20,0.07,0.26,0.13,0.20,Matches,00eba9c9
32,Amath,sn SEN,FWMF,Valladolid,28,1996,13,5,375,4.2,0,1,1,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,Matches,f3b1d9a2
33,Marcos André,br BRA,FW,Valladolid,27,1996,22,14,1188,13.2,1,2,3,1,0,0,5,0,0.08,0.15,0.23,0.08,0.23,Matches,ae86d473
34,Leandro Antonetti,pr PUR,FW,Sevilla,21,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2febb559
35,Antoniu,es ESP,MF,Espanyol,21,2002,26,13,1022,11.4,0,1,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches,af784a9e
36,Antony,br BRA,MF,Real Betis,24,2000,17,15,1362,15.1,5,2,7,5,0,0,2,1,0.33,0.13,0.46,0.33,0.46,Matches,99127249
37,Anuar,ma MAR,MFFW,Valladolid,29,1995,26,21,1720,19.1,2,0,2,2,0,0,7,0,0.10,0.00,0.10,0.10,0.10,Matches,c93231dc
38,Aritz Arambarri,es ESP,DF,Leganés,26,1998,2,2,177,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f28876e5
39,Mauro Arambarri,uy URU,MF,Getafe,28,1995,35,31,2661,29.6,10,0,10,7,3,3,10,0,0.34,0.00,0.34,0.24,0.24,Matches,58afe001
40,Jon Aramburu,ve VEN,DF,Real Sociedad,22,2002,35,28,2460,27.3,1,1,2,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,Matches,dc7a172e
41,Ronald Araújo,uy URU,DF,Barcelona,25,1999,12,11,754,8.4,1,1,2,1,0,0,3,0,0.12,0.12,0.24,0.12,0.24,Matches,2bef2bca
42,Adu Ares,es ESP,MF,Athletic Club,22,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a461f098
43,Jesús Areso,es ESP,DF,Osasuna,25,1999,36,35,3079,34.2,0,3,3,0,0,0,9,0,0.00,0.09,0.09,0.00,0.09,Matches,94e01ec6
44,David Argüelles,es ESP,DF,Getafe,22,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a1b81f14
45,José Arnaiz,es ESP,MF,Osasuna,29,1995,15,1,133,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,46e07328
46,Sergio Arribas,es ESP,DF,Real Betis,21,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ff31f01f
47,Takuma Asano,jp JPN,MFFW,Mallorca,29,1994,21,13,1054,11.7,2,1,3,2,0,0,0,0,0.17,0.09,0.26,0.17,0.26,Matches,13ddc856
48,Raúl Asencio,es ESP,DF,Real Madrid,21,2003,23,18,1670,18.6,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,4731cd4c
49,Iago Aspas,es ESP,FWMF,Celta Vigo,36,1987,30,19,1745,19.4,10,5,15,5,5,6,6,1,0.52,0.26,0.77,0.26,0.52,Matches,7dcf86f6
50,Yaser Asprilla,co COL,MFFW,Girona,20,2003,27,15,1405,15.6,3,1,4,3,0,0,2,0,0.19,0.06,0.26,0.19,0.26,Matches,d139daf9
51,Ezequiel Ávila,ar ARG,MFFW,Real Betis,30,1994,19,6,677,7.5,2,0,2,2,0,0,5,1,0.27,0.00,0.27,0.27,0.27,Matches,253a06b9
52,Adam Aznou,ma MAR,DFMF,Valladolid,18,2006,13,10,876,9.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e678d983
53,César Azpilicueta,es ESP,DF,Atlético Madrid,34,1989,14,10,875,9.7,1,0,1,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Matches,53cad200
54,Papa Ba,es ESP,FW,Girona,19,2004,1,0,48,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e0b0f636
55,Loïc Bade,fr FRA,DF,Sevilla,24,2000,32,31,2686,29.8,1,1,2,1,0,0,7,1,0.03,0.03,0.07,0.03,0.07,Matches,114bbdee
56,Álex Baena,es ESP,MFFW,Villarreal,23,2001,32,30,2595,28.8,7,9,16,7,0,1,9,0,0.24,0.31,0.55,0.24,0.55,Matches,518f2234
57,Eric Bailly,ci CIV,DF,Villarreal,30,1994,12,8,617,6.9,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,a1232f4e
58,Stefan Bajcetic,es ESP,MFDF,Las Palmas,19,2004,14,12,969,10.8,1,0,1,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matches,32e8417f
59,Cédric Bakambu,cd COD,FW,Real Betis,33,1991,25,6,710,7.9,2,2,4,2,0,0,4,0,0.25,0.25,0.51,0.25,0.51,Matches,0af4dcf0
60,Alejandro Balde,es ESP,DF,Barcelona,20,2003,32,26,2284,25.4,0,4,4,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches,5ccc9672
61,Iván Balliu,al ALB,DF,Rayo Vallecano,32,1992,25,12,1200,13.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,cee88597
62,Jonathan Bamba,ci CIV,MFFW,Celta Vigo,28,1996,12,10,811,9.0,0,1,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches,b2bd0f6c
63,Adrian Baquerin,es ESP,FW,Valladolid,17,2007,5,0,49,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,218bc8d2
64,Valentín Barco,ar ARG,DF,Sevilla,20,2004,7,3,288,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b9f282ec
65,Borna Barišić,hr CRO,DF,Leganés,31,1992,1,1,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,712dd708
66,Kike Barja,es ESP,FWMF,Osasuna,27,1997,15,3,315,3.5,0,1,1,0,0,0,3,0,0.00,0.29,0.29,0.00,0.29,Matches,aad53e64
67,Enzo Barrenechea,ar ARG,MF,Valencia,23,2001,30,26,2191,24.3,1,2,3,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,Matches,6caffe81
68,Ander Barrenetxea,es ESP,MF,Real Sociedad,22,2001,30,14,1263,14.0,1,3,4,1,0,0,6,0,0.07,0.21,0.29,0.07,0.29,Matches,200e89e1
69,Pablo Barrios,es ESP,MF,Atlético Madrid,21,2003,31,28,2330,25.9,1,4,5,1,0,0,4,1,0.04,0.15,0.19,0.04,0.19,Matches,45736cec
70,Thierno Barry,fr FRA,FW,Villarreal,21,2002,35,25,2323,25.8,11,4,15,10,1,1,4,0,0.43,0.15,0.58,0.39,0.54,Matches,52c3244b
71,Marc Bartra,es ESP,DF,Real Betis,33,1991,25,23,2099,23.3,2,1,3,2,0,0,2,0,0.09,0.04,0.13,0.09,0.13,Matches,b742cc0d
72,Aboubacar Bassinga,bf BFA,MF,Las Palmas,19,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,22a312ec
73,Augusto Batalla,ar ARG,GK,Rayo Vallecano,28,1996,32,32,2880,32.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,fc627681
74,Rafael Bauza,es ESP,MF,Espanyol,19,2005,5,2,183,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c6b930b1
75,Sheraldo Becker,sr SUR,MFFW,Real Sociedad,29,1995,22,11,995,11.1,2,1,3,2,0,0,1,1,0.18,0.09,0.27,0.18,0.27,Matches,8eb55dbb
76,Donny van de Beek,nl NED,MF,Girona,27,1997,26,16,1421,15.8,2,2,4,2,0,0,5,0,0.13,0.13,0.25,0.13,0.25,Matches,50dc94ce
77,Luken Beitia,es ESP,DF,Real Sociedad,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1406fae0
78,Ismael Bekhoucha,ma MAR,DF,Getafe,19,2004,5,0,69,0.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e42c0f53
79,Héctor Bellerín,es ESP,DF,Real Betis,29,1995,9,6,580,6.4,0,2,2,0,0,0,1,0,0.00,0.31,0.31,0.00,0.31,Matches,f874dd44
80,Jude Bellingham,eng ENG,MF,Real Madrid,21,2003,31,29,2488,27.6,9,8,17,8,1,2,5,1,0.33,0.29,0.61,0.29,0.58,Matches,57d88cf9
81,Fran Beltrán,es ESP,MF,Celta Vigo,25,1999,34,29,2421,26.9,2,1,3,2,0,0,3,0,0.07,0.04,0.11,0.07,0.11,Matches,ed5c5fa3
82,Carlos Benavídez,uy URU,MF,Alavés,26,1998,18,6,487,5.4,1,1,2,1,0,0,3,0,0.18,0.18,0.37,0.18,0.37,Matches,9fb45456
83,Iker Benito,es ESP,FWMF,Osasuna,21,2002,2,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,50cbc806
84,Yuri Berchiche,es ESP,DF,Athletic Club,34,1990,30,22,2044,22.7,0,2,2,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,Matches,b6e50615
85,Álex Berenguer,es ESP,MFFW,Athletic Club,29,1995,36,28,2339,26.0,6,7,13,6,0,1,5,0,0.23,0.27,0.50,0.23,0.50,Matches,dc1c2fce
86,Marc Bernal,es ESP,MF,Barcelona,17,2007,3,3,242,2.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,29117812
87,Juan Bernat,es ESP,DF,Villarreal,31,1993,10,1,212,2.4,0,1,1,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,Matches,433dc9a2
88,Juan Bernat,es ESP,MF,Getafe,31,1993,14,9,699,7.8,0,1,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matches,433dc9a2
89,Juan Berrocal,es ESP,DF,Getafe,25,1999,19,11,1063,11.8,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches,377ef3a6
90,Antonio Blanco,es ESP,MF,Alavés,24,2000,35,32,2727,30.3,0,1,1,0,0,0,11,1,0.00,0.03,0.03,0.00,0.03,Matches,506daeac
91,Daley Blind,nl NED,DF,Girona,34,1990,34,31,2780,30.9,0,2,2,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,691bef82
92,Adama Boiro,es ESP,DF,Athletic Club,22,2002,18,13,1101,12.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,e7992f7b
93,Enzo Boyomo,cm CMR,DF,Osasuna,22,2001,34,33,2987,33.2,2,0,2,2,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches,3a99bc13
94,Enzo Boyomo,cm CMR,DF,Valladolid,22,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3a99bc13
95,Darko Brašanac,rs SRB,MF,Leganés,32,1992,30,15,1617,18.0,1,2,3,1,0,0,4,0,0.06,0.11,0.17,0.06,0.17,Matches,4accb7e0
96,Abel Bretones,es ESP,DFMF,Osasuna,23,2000,35,20,2074,23.0,2,0,2,2,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches,40b6bd38
97,Tajon Buchanan,ca CAN,MF,Villarreal,25,1999,13,4,416,4.6,1,2,3,1,0,0,2,0,0.22,0.43,0.65,0.22,0.65,Matches,3aca6420
98,Ante Budimir,hr CRO,FW,Osasuna,33,1991,38,34,2952,32.8,21,4,25,13,8,8,4,0,0.64,0.12,0.76,0.40,0.52,Matches,8f3565b3
99,Manu Bueno,es ESP,MF,Sevilla,20,2004,9,1,140,1.6,1,0,1,1,0,0,0,0,0.64,0.00,0.64,0.64,0.64,Matches,c5642098
100,Endika Buján,es ESP,FW,Athletic Club,21,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,72699f75
101,Pau Cabanes,es ESP,FW,Villarreal,19,2005,10,0,163,1.8,1,0,1,1,0,0,0,0,0.55,0.00,0.55,0.55,0.55,Matches,53440b64
102,Pau Cabanes,es ESP,MF,Alavés,19,2005,6,2,188,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,53440b64
103,Leandro Cabrera,uy URU,DF,Espanyol,33,1991,33,32,2869,31.9,4,2,6,4,0,0,4,1,0.13,0.06,0.19,0.13,0.19,Matches,69cbc8b6
104,Fernando Calero,es ESP,DF,Espanyol,28,1995,21,6,715,7.9,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches,41b3069f
105,Eduardo Camavinga,fr FRA,MFDF,Real Madrid,21,2002,19,11,1102,12.2,1,2,3,1,0,0,2,0,0.08,0.16,0.25,0.08,0.25,Matches,7b9c2d84
106,Sergio Camello,es ESP,FW,Rayo Vallecano,23,2001,23,14,1134,12.6,3,2,5,3,0,0,2,0,0.24,0.16,0.40,0.24,0.40,Matches,873619c6
107,José Campaña,es ESP,MF,Las Palmas,31,1993,25,15,1189,13.2,0,3,3,0,0,0,5,0,0.00,0.23,0.23,0.00,0.23,Matches,61220da2
108,Peio Canales,es ESP,MF,Athletic Club,19,2005,8,2,259,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3b5d2ab7
109,Antonio Candela,it ITA,DF,Valladolid,24,2000,12,12,906,10.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d4307c52
110,Sergi Canós,es ESP,MF,Valencia,27,1997,17,2,370,4.1,0,1,1,0,0,0,3,0,0.00,0.24,0.24,0.00,0.24,Matches,1137759d
111,Dani Cárdenas,es ESP,GK,Rayo Vallecano,27,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e1846dde
112,Irvin Cardona,mt MLT,FWMF,Espanyol,26,1997,16,5,606,6.7,1,1,2,1,0,0,1,0,0.15,0.15,0.30,0.15,0.30,Matches,5e080f73
113,Marc Cardona,es ESP,FW,Las Palmas,29,1995,11,0,132,1.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,b92b456a
114,Sergi Cardona,es ESP,DF,Villarreal,25,1999,35,34,2945,32.7,1,7,8,1,0,0,11,0,0.03,0.21,0.24,0.03,0.24,Matches,74e90475
115,Johnny Cardoso,us USA,MF,Real Betis,22,2001,28,24,2144,23.8,3,1,4,3,0,0,4,0,0.13,0.04,0.17,0.13,0.17,Matches,7426f085
116,José Carlos González,es ESP,MF,Las Palmas,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,79fe48ae
117,Carmona,es ESP,DF,Sevilla,22,2002,35,35,2942,32.7,0,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,Matches,2dce876a
118,Sergio Carreira,es ESP,MF,Celta Vigo,23,2000,23,19,1656,18.4,0,4,4,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,Matches,8d6a9c93
119,Dani Carvajal,es ESP,DF,Real Madrid,32,1992,8,7,609,6.8,1,0,1,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches,4958bfb2
120,William Carvalho,pt POR,MF,Real Betis,32,1992,14,6,484,5.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,dee86451
121,Marc Casado,es ESP,MF,Barcelona,20,2003,23,20,1611,17.9,1,3,4,1,0,0,4,1,0.06,0.17,0.22,0.06,0.22,Matches,2ef08833
122,Catena,es ESP,DF,Osasuna,29,1994,35,35,3074,34.2,1,3,4,1,0,0,11,0,0.03,0.09,0.12,0.03,0.12,Matches,274ab13c
123,Maximiliano Caufriez,be BEL,DF,Valencia,27,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c92c24f0
124,Dani Ceballos,es ESP,MF,Real Madrid,27,1996,23,15,1215,13.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,c0617e2b
125,Franco Cervi,ar ARG,MFFW,Celta Vigo,30,1994,7,4,273,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5e1028e5
126,Raúl Chasco,es ESP,DF,Valladolid,20,2003,2,1,130,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,61d964b8
127,Pep Chavarría,es ESP,DF,Rayo Vallecano,26,1998,34,28,2585,28.7,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches,63c5e56b
128,Walid Cheddira,ma MAR,FW,Espanyol,26,1998,22,5,640,7.1,1,1,2,1,0,0,3,0,0.14,0.14,0.28,0.14,0.28,Matches,0545a08e
129,Chema,es ESP,MF,Real Madrid,19,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,39ef21fa
130,Julián Chicco,ar ARG,MFDF,Leganés,26,1998,14,2,302,3.4,0,1,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,Matches,92dacb99
131,Chiquinho,pt POR,MF,Mallorca,24,2000,8,1,146,1.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,dc6c2f02
132,Andreas Christensen,dk DEN,DF,Barcelona,28,1996,5,2,254,2.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,1cb49278
133,Jasper Cillessen,nl NED,GK,Las Palmas,35,1989,27,27,2335,25.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,04ac8285
134,Pathé Ciss,sn SEN,MFDF,Rayo Vallecano,30,1994,33,25,2140,23.8,4,1,5,4,0,0,12,0,0.17,0.04,0.21,0.17,0.21,Matches,9a0408b6
135,Seydouba Cissé,gn GUI,MF,Leganés,23,2001,34,31,2435,27.1,3,1,4,3,0,0,3,1,0.11,0.04,0.15,0.11,0.15,Matches,0d13e455
136,Silvi Clúa,es ESP,MF,Girona,19,2005,4,2,163,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b793dea2
137,Eray Cömert,ch SUI,DFMF,Valladolid,26,1998,25,21,1779,19.8,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,15937e17
138,Santi Comesaña,es ESP,MF,Villarreal,27,1996,35,30,2560,28.4,4,2,6,4,0,0,7,0,0.14,0.07,0.21,0.14,0.21,Matches,5ae499d0
139,Diego Conde,es ESP,GK,Villarreal,25,1998,22,22,1962,21.8,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,4eae5bc4
140,Tomás Conechny,ar ARG,MFFW,Alavés,26,1998,22,9,847,9.4,1,0,1,1,0,0,8,0,0.11,0.00,0.11,0.11,0.11,Matches,f61143dd
141,Copete,es ESP,DF,Mallorca,24,1999,25,16,1528,17.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,0f26ffd7
142,Iker Córdoba,es ESP,DF,Valencia,18,2005,2,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f35d5b6a
143,Ángel Correa,ar ARG,FW,Atlético Madrid,29,1995,31,3,805,8.9,4,1,5,4,0,0,3,1,0.45,0.11,0.56,0.45,0.56,Matches,01eb744d
144,Thierry Correia,pt POR,DF,Valencia,25,1999,11,9,768,8.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c78b352d
145,Coba da Costa,es ESP,MF,Getafe,22,2002,19,12,1006,11.2,1,1,2,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18,Matches,0b3358f0
146,Logan Costa,cv CPV,DF,Villarreal,23,2001,32,28,2587,28.7,2,1,3,2,0,0,3,0,0.07,0.03,0.10,0.07,0.10,Matches,bfb2056e
147,Samu Costa,pt POR,MF,Mallorca,23,2000,32,31,2649,29.4,0,2,2,0,0,0,10,1,0.00,0.07,0.07,0.00,0.07,Matches,76c2a023
148,Thibaut Courtois,be BEL,GK,Real Madrid,32,1992,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1840e36d
149,Juan Cruz Armada,es ESP,DF,Osasuna,32,1992,25,19,1492,16.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,a56da3ba
150,Juan Cruz,es ESP,MFDF,Leganés,24,2000,34,26,2257,25.1,5,4,9,5,0,0,2,0,0.20,0.16,0.36,0.20,0.36,Matches,cc2dd8a5
151,Pau Cubarsí,es ESP,DF,Barcelona,17,2007,35,29,2618,29.1,0,3,3,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,cc7888f3
152,Cucho,co COL,FW,Real Betis,25,1999,15,14,1139,12.7,5,1,6,5,0,0,0,0,0.40,0.08,0.47,0.40,0.47,Matches,71b47ab9
153,Arnaut Danjuma,nl NED,MFFW,Girona,27,1997,25,15,1335,14.8,2,0,2,2,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches,f08490a6
154,Arnaut Danjuma,nl NED,FW,Villarreal,27,1997,3,3,200,2.2,2,0,2,2,0,0,1,0,0.90,0.00,0.90,0.90,0.90,Matches,f08490a6
155,Sergi Darder,es ESP,MF,Mallorca,30,1993,38,34,2744,30.5,2,6,8,2,0,0,4,0,0.07,0.20,0.26,0.07,0.26,Matches,070a3904
156,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,30,1994,34,23,2106,23.4,3,5,8,3,0,0,7,0,0.13,0.21,0.34,0.13,0.34,Matches,162efffd
157,Mouctar Diakhaby,gn GUI,DF,Valencia,27,1996,13,7,653,7.3,2,0,2,2,0,0,0,0,0.28,0.00,0.28,0.28,0.28,Matches,d2110326
