--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
157,Abde Ezzalzouli,ma MAR,MF,Real Betis,21,2001,26,6,865,9.6,1,0,1,1,0,1,1,0,0.10,0.00,0.10,0.10,0.10,Matches,bed68338
158,Abde Ezzalzouli,ma MAR,FWMF,Barcelona,21,2001,2,0,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bed68338
159,Radamel Falcao,co COL,FW,Rayo Vallecano,37,1986,22,2,407,4.5,1,0,1,0,1,1,4,0,0.22,0.00,0.22,0.00,0.00,Matches,66116290
160,Fali,es ESP,DF,Cádiz,29,1993,30,30,2547,28.3,0,0,0,0,0,0,12,0,0.00,0.00,0.00,0.00,0.00,Matches,72a84002
161,Ansu Fati,es ESP,FWMF,Barcelona,20,2002,3,0,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0ba976e4
162,Nabil Fekir,fr FRA,MFFW,Real Betis,30,1993,19,10,1049,11.7,1,2,3,1,0,0,1,0,0.09,0.17,0.26,0.09,0.26,Matches,bece776f
163,Luiz Felipe,it ITA,DF,Real Betis,26,1997,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,15d0c248
164,João Félix,pt POR,FW,Barcelona,23,1999,30,18,1540,17.1,7,3,10,7,0,0,3,0,0.41,0.18,0.58,0.41,0.58,Matches,8aafd64f
165,Kiko Femenía,es ESP,DF,Villarreal,32,1991,23,16,1583,17.6,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches,e5d01ecf
166,Aitor Fernández,es ESP,GK,Osasuna,32,1991,7,6,551,6.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,a01c3d54
167,Álex Fernández,es ESP,MF,Cádiz,30,1992,26,14,1285,14.3,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches,aa677a35
168,Carlos Fernández,es ESP,FW,Real Sociedad,27,1996,10,5,408,4.5,2,1,3,1,1,1,3,0,0.44,0.22,0.66,0.22,0.44,Matches,e08647d6
169,Raúl Fernández,es ESP,GK,Granada,35,1988,4,4,280,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6fb59070
170,Valery Fernández,es ESP,MF,Girona,23,1999,27,2,506,5.6,2,0,2,2,0,0,1,0,0.36,0.00,0.36,0.36,0.36,Matches,4acd733a
171,Fernando,br BRA,MF,Sevilla,36,1987,8,5,459,5.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,41f32541
172,Fernando,es ESP,GK,Almería,33,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dabb2827
173,André Ferreira,pt POR,GK,Granada,27,1996,15,14,1340,14.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,12c6cbef
174,Rachad Fettal,ma MAR,FW,Almería,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ae9a9b2d
175,Pablo Fornals,es ESP,MF,Real Betis,27,1996,15,14,1148,12.8,3,2,5,3,0,0,2,0,0.24,0.16,0.39,0.24,0.39,Matches,82927de4
176,Héctor Fort,es ESP,DF,Barcelona,16,2006,7,4,318,3.5,0,2,2,0,0,0,0,0,0.00,0.57,0.57,0.00,0.57,Matches,2e31f3a6
177,Dimitri Foulquier,fr FRA,DFMF,Valencia,30,1993,33,19,1842,20.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,45e17712
178,Juan Foyth,ar ARG,DF,Villarreal,25,1998,12,12,1062,11.8,1,1,2,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,Matches,6c7762c3
179,Jorge de Frutos,es ESP,MF,Rayo Vallecano,26,1997,36,14,1549,17.2,2,0,2,2,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,38ce1150
180,Daniel Fuzato,br BRA,GK,Getafe,26,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,82328faf
181,Matteo Gabbia,it ITA,DF,Villarreal,23,1999,7,6,477,5.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,c235e803
182,Javi Galán,es ESP,DFMF,Atlético Madrid,28,1994,5,0,88,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a4b00319
183,Javi Galán,es ESP,DF,Real Sociedad,28,1994,14,13,1075,11.9,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,a4b00319
184,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,29,1993,29,25,2091,23.2,1,1,2,1,0,0,7,0,0.04,0.04,0.09,0.04,0.09,Matches,91f7631f
185,Aleix García,es ESP,MF,Girona,26,1997,37,36,3199,35.5,3,6,9,3,0,0,4,1,0.08,0.17,0.25,0.08,0.25,Matches,a10361d2
186,Álvaro García,es ESP,MF,Rayo Vallecano,30,1992,32,30,2475,27.5,6,1,7,6,0,0,8,1,0.22,0.04,0.25,0.22,0.25,Matches,90bbd822
187,Dani García,es ESP,MF,Athletic Club,33,1990,17,7,745,8.3,1,0,1,1,0,0,4,0,0.12,0.00,0.12,0.12,0.12,Matches,240d3a0b
188,David García,es ESP,DF,Osasuna,29,1994,27,27,2334,25.9,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches,3e42f707
189,Eric García,es ESP,DFMF,Barcelona,22,2001,2,0,57,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2bed3eab
190,Eric García,es ESP,DF,Girona,22,2001,30,30,2637,29.3,5,0,5,5,0,0,4,0,0.17,0.00,0.17,0.17,0.17,Matches,2bed3eab
191,Fran Garcia,es ESP,DF,Real Madrid,23,1999,25,15,1398,15.5,1,5,6,1,0,0,2,0,0.06,0.32,0.39,0.06,0.39,Matches,7226539b
192,Gonzalo García,es ESP,FW,Real Madrid,19,2004,2,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,74c2d562
193,Jastin García,es ESP,FW,Girona,19,2004,3,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0302f7b4
194,Raúl García,es ESP,FW,Athletic Club,37,1986,20,1,420,4.7,1,0,1,1,0,0,3,0,0.21,0.00,0.21,0.21,0.21,Matches,b418dbd4
195,Rubén García,es ESP,FWMF,Osasuna,30,1993,30,19,1547,17.2,3,2,5,3,0,0,1,0,0.17,0.12,0.29,0.17,0.29,Matches,5c96b017
196,Santiago García,es ESP,MF,Getafe,21,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b4b4d0a6
197,Unai García,es ESP,DF,Osasuna,31,1992,9,6,560,6.2,1,0,1,1,0,0,6,1,0.16,0.00,0.16,0.16,0.16,Matches,4a633cfe
198,Yarek Gasiorowski,es ESP,DF,Valencia,18,2005,14,7,735,8.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,20a65cdf
199,Federico Gattoni,ar ARG,DF,Sevilla,24,1999,2,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86087757
200,Gavi,es ESP,MFFW,Barcelona,18,2004,12,10,944,10.5,1,1,2,1,0,0,5,0,0.10,0.10,0.19,0.10,0.19,Matches,19cae58d
201,Paulo Gazzaniga,ar ARG,GK,Girona,31,1992,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,63d17038
202,David Gil,es ESP,GK,Cádiz,29,1994,5,4,372,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fea23125
203,Maxi Gómez,uy URU,FW,Cádiz,26,1996,31,12,1163,12.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,4c2e9442
204,Moi Gómez,es ESP,MFFW,Osasuna,29,1994,28,23,2006,22.3,3,0,3,3,0,0,3,0,0.13,0.00,0.13,0.13,0.13,Matches,5a626448
205,Unai Gómez,es ESP,MF,Athletic Club,20,2003,25,9,875,9.7,2,0,2,2,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches,37db6cae
206,Édgar González,es ESP,DFMF,Almería,26,1997,31,30,2522,28.0,2,0,2,2,0,0,7,1,0.07,0.00,0.07,0.07,0.07,Matches,49d028db
207,Fabio González,es ESP,MF,Las Palmas,26,1997,6,1,123,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5418d47c
208,Giovanni González,uy URU,DF,Mallorca,28,1994,34,27,2464,27.4,1,1,2,1,0,0,6,0,0.04,0.04,0.07,0.04,0.07,Matches,1fc474ae
209,Hugo González,es ESP,FW,Valencia,20,2003,9,0,87,1.0,0,1,1,0,0,0,0,0,0.00,1.03,1.03,0.00,1.03,Matches,2cfb6e88
210,Iñaki González,es ESP,MF,Las Palmas,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,63787ec5
211,Peter González,do DOM,MF,Valencia,21,2002,15,5,649,7.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1ccd3dae
212,Urko González,es ESP,MF,Real Sociedad,22,2001,5,2,156,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c4f5eb61
213,Andoni Gorosabel,es ESP,DF,Alavés,26,1996,36,33,2854,31.7,1,0,1,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,Matches,6f5f82c0
214,Pablo Gozalbez,es ESP,MF,Valencia,22,2001,5,1,103,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f33b6ee6
215,Mason Greenwood,eng ENG,MFFW,Getafe,21,2001,33,30,2662,29.6,8,6,14,6,2,3,6,1,0.27,0.20,0.47,0.20,0.41,Matches,58eee997
216,Dominik Greif,sk SVK,GK,Mallorca,26,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,30061f53
217,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,32,1991,33,31,2644,29.4,16,6,22,12,4,4,5,0,0.54,0.20,0.75,0.41,0.61,Matches,df69b544
218,Vicente Guaita,es ESP,GK,Celta Vigo,36,1987,27,26,2403,26.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,ab13a5aa
219,Andrés Guardado,mx MEX,MF,Real Betis,36,1986,12,4,447,5.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,ef322658
220,Sergi Guardiola,es ESP,FW,Cádiz,32,1991,22,1,495,5.5,1,1,2,1,0,0,1,0,0.18,0.18,0.36,0.18,0.36,Matches,32974271
221,Nemanja Gudelj,rs SRB,DFMF,Sevilla,31,1991,22,20,1742,19.4,1,1,2,1,0,0,7,0,0.05,0.05,0.10,0.05,0.10,Matches,0076ab7f
222,Gonçalo Guedes,pt POR,FWMF,Villarreal,26,1996,17,9,951,10.6,3,2,5,3,0,0,0,0,0.28,0.19,0.47,0.28,0.47,Matches,e6bc67d7
223,Javier Guerra,es ESP,MF,Valencia,20,2003,36,28,2498,27.8,4,1,5,4,0,0,3,1,0.14,0.04,0.18,0.14,0.18,Matches,3828f130
224,Ander Guevara,es ESP,MF,Alavés,26,1997,37,33,2932,32.6,1,0,1,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches,8e48dc61
225,Hugo Guillamón,es ESP,MF,Valencia,23,2000,26,12,1315,14.6,1,0,1,1,0,0,7,0,0.07,0.00,0.07,0.07,0.07,Matches,f7c12fbf
226,Marc Guiu,es ESP,FW,Barcelona,17,2006,3,1,74,0.8,1,0,1,1,0,0,1,0,1.22,0.00,1.22,1.22,1.22,Matches,d3d774cc
227,Arda Güler,tr TUR,MFFW,Real Madrid,18,2005,10,4,377,4.2,6,0,6,6,0,0,1,0,1.43,0.00,1.43,1.43,1.43,Matches,3741ca58
228,Gerard Gumbau,es ESP,MF,Granada,28,1994,35,31,2674,29.7,0,3,3,0,0,0,12,0,0.00,0.10,0.10,0.00,0.10,Matches,ac454a4f
229,İlkay Gündoğan,de GER,MF,Barcelona,32,1990,36,33,2994,33.3,5,9,14,4,1,2,5,0,0.15,0.27,0.42,0.12,0.39,Matches,819b3158
230,Jon Guridi,es ESP,MF,Alavés,28,1995,36,34,2678,29.8,3,4,7,3,0,0,2,0,0.10,0.13,0.24,0.10,0.24,Matches,4c0a6a48
231,Gorka Guruzeta,es ESP,FW,Athletic Club,26,1996,32,30,2217,24.6,14,5,19,14,0,1,2,0,0.57,0.20,0.77,0.57,0.77,Matches,6b5ea2f4
232,Miguel Gutiérrez,es ESP,DFMF,Girona,22,2001,35,35,3032,33.7,2,7,9,2,0,0,4,0,0.06,0.21,0.27,0.06,0.27,Matches,7e98cff1
233,Munir El Haddadi,ma MAR,MFFW,Las Palmas,27,1995,38,32,2449,27.2,3,2,5,3,0,1,3,0,0.11,0.07,0.18,0.11,0.18,Matches,8696bc90
234,Ianis Hagi,ro ROU,MF,Alavés,24,1998,22,8,804,8.9,0,2,2,0,0,1,3,0,0.00,0.22,0.22,0.00,0.22,Matches,0127419a
235,Luiz Henrique,br BRA,MF,Real Betis,22,2001,14,6,616,6.8,0,3,3,0,0,0,1,0,0.00,0.44,0.44,0.00,0.44,Matches,8059806f
236,Mario Hermoso,es ESP,DF,Atlético Madrid,28,1995,31,29,2557,28.4,0,1,1,0,0,0,9,0,0.00,0.04,0.04,0.00,0.04,Matches,555f3a0b
237,Aridane Hernández,es ESP,DF,Rayo Vallecano,34,1989,19,19,1690,18.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,132ac341
238,Javi Hernández,es ESP,DF,Cádiz,25,1998,30,28,2514,27.9,1,2,3,1,0,0,10,0,0.04,0.07,0.11,0.04,0.11,Matches,9a76c2e9
239,Luis Hernández,es ESP,DF,Cádiz,34,1989,9,8,723,8.0,1,0,1,1,0,0,4,0,0.12,0.00,0.12,0.12,0.12,Matches,02d2c436
240,Jorge Herrando,es ESP,DF,Osasuna,22,2001,19,18,1644,18.3,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches,e19c989c
241,Ander Herrera,es ESP,MF,Athletic Club,33,1989,23,10,1030,11.4,0,3,3,0,0,0,4,0,0.00,0.26,0.26,0.00,0.26,Matches,436a9dd0
242,Cristian Herrera,es ESP,MF,Las Palmas,32,1991,8,1,166,1.8,1,0,1,1,0,0,1,0,0.54,0.00,0.54,0.54,0.54,Matches,f814e5d3
243,Sergio Herrera,es ESP,GK,Osasuna,30,1993,32,32,2869,31.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,a4995f48
244,Yangel Herrera,ve VEN,MF,Girona,25,1998,29,27,2107,23.4,5,0,5,5,0,0,9,0,0.21,0.00,0.21,0.21,0.21,Matches,5083a734
245,Juanma Herzog,es ESP,DF,Las Palmas,19,2004,4,3,292,3.2,2,0,2,2,0,0,1,0,0.62,0.00,0.62,0.62,0.62,Matches,3a18abe2
246,Martin Hongla,cm CMR,MFDF,Granada,25,1998,13,6,562,6.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b85bf253
247,Xabier Huarte Armendáriz,es ESP,MF,Osasuna,22,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e83e8928
248,Pablo Ibáñez,es ESP,MF,Osasuna,24,1998,33,12,1152,12.8,1,2,3,1,0,0,5,0,0.08,0.16,0.23,0.08,0.23,Matches,3701906c
249,Iglesias,es ESP,DFMF,Getafe,25,1998,23,16,1412,15.7,0,2,2,0,0,0,4,0,0.00,0.13,0.13,0.00,0.13,Matches,974322dc
250,Borja Iglesias,es ESP,FW,Real Betis,30,1993,11,4,408,4.5,0,1,1,0,0,0,2,0,0.00,0.22,0.22,0.00,0.22,Matches,75645f0e
251,Imanol,es ESP,DF,Athletic Club,23,2000,9,5,525,5.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,9e095d72
252,Isco,es ESP,MF,Real Betis,31,1992,29,28,2326,25.8,8,5,13,6,2,2,10,0,0.31,0.19,0.50,0.23,0.43,Matches,a0b4bb3e
253,Diego Iturralde,es ESP,DF,Sevilla,20,2003,1,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9d33c71a
254,Adnan Januzaj,be BEL,FWMF,Sevilla,28,1995,8,0,193,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4737cebe
255,Mikel Jauregizar,es ESP,MF,Athletic Club,19,2003,7,1,151,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2f5c78ca
256,Salim El Jebari,ma MAR,MF,Atlético Madrid,19,2004,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d068118b
257,Frenkie de Jong,nl NED,MF,Barcelona,26,1997,20,20,1634,18.2,2,0,2,2,0,0,7,0,0.11,0.00,0.11,0.11,0.11,Matches,1bacc518
258,Joan Jordán,es ESP,MF,Sevilla,29,1994,8,4,380,4.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2a0c8ba4
259,Jordi,es ESP,MF,Getafe,22,2001,13,5,573,6.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5556d20b
260,Jeremy Jorge,es ESP,FW,Getafe,20,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,454d07c9
261,Willian José,br BRA,FW,Real Betis,31,1991,33,25,1971,21.9,10,5,15,10,0,0,0,1,0.46,0.23,0.68,0.46,0.68,Matches,d87e2cae
262,Joselu,es ESP,FW,Real Madrid,33,1990,34,15,1687,18.7,10,2,12,10,0,2,1,0,0.53,0.11,0.64,0.53,0.64,Matches,6265208f
263,Kamil Jóźwiak,pl POL,MF,Granada,25,1998,11,7,571,6.3,0,1,1,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches,bd4e3824
264,Juanmi,es ESP,FW,Cádiz,30,1993,16,9,873,9.7,3,1,4,3,0,0,3,0,0.31,0.10,0.41,0.31,0.41,Matches,84399660
265,Juanpe,es ESP,DF,Girona,32,1991,17,6,746,8.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,1633fc8a
266,Vinicius Júnior,br BRA,FW,Real Madrid,23,2000,26,22,1864,20.7,15,5,20,14,1,1,7,0,0.72,0.24,0.97,0.68,0.92,Matches,7111d552
267,Filip Jørgensen,dk DEN,GK,Villarreal,21,2002,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,0107757e
268,Sory Kaba,gn GUI,FW,Las Palmas,28,1995,17,9,720,8.0,1,1,2,1,0,0,2,0,0.12,0.12,0.25,0.12,0.25,Matches,d29202c2
269,Kaiky,br BRA,DF,Almería,19,2004,8,5,523,5.8,1,0,1,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,Matches,55634fb8
270,Jon Karrikaburu,es ESP,FW,Alavés,20,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,211589b8
271,Ibrahima Kebe,ml MLI,MF,Girona,22,2000,2,0,9,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,047759a0
272,Kiké,es ESP,FW,Alavés,33,1989,33,15,1423,15.8,3,2,5,3,0,1,3,0,0.19,0.13,0.32,0.19,0.32,Matches,e897d8ba
273,Koke,es ESP,MF,Atlético Madrid,31,1992,35,32,2493,27.7,0,4,4,0,0,0,5,0,0.00,0.14,0.14,0.00,0.14,Matches,55126f3b
274,Ibrahima Koné,ml MLI,FW,Almería,24,1999,9,2,277,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,04bb2b06
275,Rominigue Kouamé,ml MLI,MF,Cádiz,26,1996,16,9,821,9.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,86a2ba20
276,Jules Koundé,fr FRA,DF,Barcelona,24,1998,35,32,2899,32.2,1,2,3,1,0,0,4,0,0.03,0.06,0.09,0.03,0.09,Matches,4d1666ff
277,Toni Kroos,de GER,MF,Real Madrid,33,1990,33,24,2124,23.6,1,8,9,1,0,0,3,0,0.04,0.34,0.38,0.04,0.38,Matches,6ce1f46f
278,Takefusa Kubo,jp JPN,FWMF,Real Sociedad,22,2001,30,24,2150,23.9,7,4,11,7,0,0,1,0,0.29,0.17,0.46,0.29,0.46,Matches,16aa3654
279,Luca de la Torre,us USA,MF,Celta Vigo,25,1998,31,22,1956,21.7,1,4,5,1,0,0,4,1,0.05,0.18,0.23,0.05,0.23,Matches,e9241b40
280,Yoel Lago,es ESP,DF,Celta Vigo,19,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,edd4e7a5
281,Érik Lamela,ar ARG,MF,Sevilla,31,1992,13,5,463,5.1,2,0,2,2,0,0,3,0,0.39,0.00,0.39,0.39,0.39,Matches,abe66106
282,Bruno Langa,mz MOZ,DF,Almería,25,1997,11,9,820,9.1,1,0,1,1,0,0,1,1,0.11,0.00,0.11,0.11,0.11,Matches,72947847
283,Cyle Larin,ca CAN,FW,Mallorca,28,1995,35,20,1823,20.3,3,2,5,3,0,0,8,0,0.15,0.10,0.25,0.15,0.25,Matches,e7af9060
284,Juanmi Latasa,es ESP,FW,Getafe,22,2001,32,15,1555,17.3,2,0,2,2,0,0,7,1,0.12,0.00,0.12,0.12,0.12,Matches,2bea832e
285,Toni Lato,es ESP,DF,Mallorca,25,1997,28,16,1544,17.2,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches,8e088e04
286,Lázaro,br BRA,MF,Almería,21,2002,14,2,285,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86ff856b
287,Robin Le Normand,es ESP,DF,Real Sociedad,26,1996,29,28,2469,27.4,2,0,2,2,0,0,13,0,0.07,0.00,0.07,0.07,0.07,Matches,9a64e67e
288,Jeremías Ledesma,ar ARG,GK,Cádiz,30,1993,34,34,3048,33.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6c4776b1
289,Florian Lejeune,fr FRA,DF,Rayo Vallecano,32,1991,37,37,3327,37.0,3,1,4,3,0,0,5,0,0.08,0.03,0.11,0.08,0.11,Matches,6eaed4eb
290,Stefan Lekovic,rs SRB,DF,Villarreal,19,2004,1,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d633fd46
291,Iñigo Lekue,es ESP,DF,Athletic Club,30,1993,27,22,2002,22.2,0,2,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches,59b7d823
292,Thomas Lemar,fr FRA,MF,Atlético Madrid,27,1995,3,3,164,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4dbd0916
293,Álvaro Lemos,es ESP,DF,Las Palmas,30,1993,4,3,251,2.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,31d45cc8
294,Ruben Lendinez,es ESP,DF,Valencia,20,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,755da865
295,Robert Lewandowski,pl POL,FW,Barcelona,34,1988,35,32,2750,30.6,19,8,27,15,4,4,5,0,0.62,0.26,0.88,0.49,0.75,Matches,8d78e732
296,Samuel Lino,br BRA,MFDF,Atlético Madrid,23,1999,34,25,2080,23.1,4,5,9,4,0,0,1,0,0.17,0.22,0.39,0.17,0.39,Matches,2a295d33
297,Javier Llabrés,es ESP,MF,Mallorca,20,2002,16,1,247,2.7,1,0,1,1,0,0,1,0,0.36,0.00,0.36,0.36,0.36,Matches,38b0cf42
298,Marcos Llorente,es ESP,MFDF,Atlético Madrid,28,1995,37,29,2565,28.5,6,4,10,6,0,0,5,0,0.21,0.14,0.35,0.21,0.35,Matches,02c15616
299,Enzo Loiodice,fr FRA,MF,Las Palmas,22,2000,34,19,1790,19.9,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,6bca20fe
300,David López,es ESP,DF,Girona,33,1989,25,25,1965,21.8,3,0,3,3,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matches,f03f284b
301,Diego López,es ESP,MFFW,Valencia,21,2002,36,30,2656,29.5,3,6,9,3,0,0,2,0,0.10,0.20,0.30,0.10,0.30,Matches,c487901c
302,Fermin López,es ESP,MFFW,Barcelona,20,2003,31,14,1446,16.1,8,0,8,8,0,0,2,0,0.50,0.00,0.50,0.50,0.50,Matches,c1fe5f0b
303,Javi López,es ESP,DF,Alavés,21,2002,32,25,2386,26.5,1,3,4,1,0,0,3,0,0.04,0.11,0.15,0.04,0.15,Matches,e9ada8cf
304,Unai López,es ESP,MF,Rayo Vallecano,27,1995,35,28,2108,23.4,1,2,3,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13,Matches,88050721
305,Dion Lopy,sn SEN,MF,Almería,21,2002,30,23,1916,21.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,64c14d49
306,Anthony Lozano,hn HON,FW,Getafe,30,1993,6,0,92,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,38699c72
307,Anthony Lozano,hn HON,FW,Almería,30,1993,13,10,772,8.6,3,0,3,3,0,0,1,0,0.35,0.00,0.35,0.35,0.35,Matches,38699c72
308,Lucas,br BRA,DF,Cádiz,22,2001,28,15,1539,17.1,1,0,1,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,Matches,5d68f5b2
309,José Luis Gayà,es ESP,DF,Valencia,28,1995,24,22,1791,19.9,1,2,3,1,0,0,2,0,0.05,0.10,0.15,0.05,0.15,Matches,b05e2dbd
310,José Luis Morales,es ESP,FWMF,Villarreal,36,1987,29,8,1048,11.6,7,0,7,7,0,0,0,0,0.60,0.00,0.60,0.60,0.60,Matches,4a478107
311,Dodi Lukebakio,be BEL,MFFW,Sevilla,25,1997,23,12,1125,12.5,5,1,6,5,0,0,0,0,0.40,0.08,0.48,0.40,0.48,Matches,0c61c77c
312,Andriy Lunin,ua UKR,GK,Real Madrid,24,1999,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3061e1ec
313,Darwin Machís,ve VEN,MF,Cádiz,30,1993,21,10,785,8.7,4,0,4,3,1,1,0,1,0.46,0.00,0.46,0.34,0.34,Matches,ed6ea4d9
314,Pablo Maffeo,es ESP,DFMF,Mallorca,26,1997,22,17,1454,16.2,1,2,3,1,0,0,3,1,0.06,0.12,0.19,0.06,0.19,Matches,5db04597
315,Jon Magunazelaia,es ESP,FW,Real Sociedad,22,2001,5,1,121,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d4808594
316,Nemanja Maksimović,rs SRB,MF,Getafe,28,1995,37,37,3265,36.3,4,0,4,4,0,0,4,0,0.11,0.00,0.11,0.11,0.11,Matches,00b28772
