--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
66,Karim Benzema,fr FRA,FW,Real Madrid,34,1987,24,24,2038,22.6,19,3,22,12,7,8,1,0,0.84,0.13,0.97,0.53,0.66,Matches,70d74ece
67,Yuri Berchiche,es ESP,DF,Athletic Club,32,1990,29,27,2406,26.7,1,1,2,1,0,0,9,1,0.04,0.04,0.07,0.04,0.07,Matches,b6e50615
68,Álex Berenguer,es ESP,MF,Athletic Club,27,1995,37,26,2297,25.5,4,1,5,4,0,0,2,0,0.16,0.04,0.20,0.16,0.20,Matches,dc1c2fce
69,Pedro Bigas,es ESP,DF,Elche,31,1990,28,25,2020,22.4,0,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,Matches,697295b1
70,El Bilal Touré,ml MLI,FW,Almería,20,2001,21,15,1264,14.0,7,2,9,7,0,0,0,0,0.50,0.14,0.64,0.50,0.64,Matches,47c609d5
71,Antonio Blanco,es ESP,MF,Cádiz,22,2000,3,2,158,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,506daeac
72,Lautaro Blanco,ar ARG,DFMF,Elche,23,1999,17,9,872,9.7,0,2,2,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,Matches,1657f448
73,Theo Bongonda,cd COD,MF,Cádiz,26,1995,31,24,1938,21.5,4,3,7,3,1,1,2,0,0.19,0.14,0.33,0.14,0.28,Matches,0da6a13e
74,Yassine Bounou,ma MAR,GK,Sevilla,31,1991,25,25,2151,23.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,f6798fc3
75,Lucas Boyé,ar ARG,FW,Elche,26,1996,35,29,2462,27.4,7,2,9,7,0,1,7,1,0.26,0.07,0.33,0.26,0.33,Matches,d49f3e6b
76,Martin Braithwaite,dk DEN,FWMF,Espanyol,31,1991,31,29,2456,27.3,10,2,12,10,0,0,5,1,0.37,0.07,0.44,0.37,0.44,Matches,fd771f95
77,Darko Brašanac,rs SRB,MF,Osasuna,30,1992,25,9,1041,11.6,1,1,2,1,0,0,5,0,0.09,0.09,0.17,0.09,0.17,Matches,4accb7e0
78,Claudio Bravo,cl CHI,GK,Real Betis,39,1983,12,12,1080,12.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,10072610
79,Ante Budimir,hr CRO,FW,Osasuna,31,1991,31,22,1798,20.0,8,0,8,8,0,0,5,0,0.40,0.00,0.40,0.40,0.40,Matches,8f3565b3
80,Manu Bueno,es ESP,MF,Sevilla,18,2004,2,2,149,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c5642098
81,Santiago Bueno,uy URU,DF,Girona,23,1998,34,34,3010,33.4,0,1,1,0,0,0,7,1,0.00,0.03,0.03,0.00,0.03,Matches,edc98fac
82,Sergio Busquets,es ESP,MF,Barcelona,34,1988,30,28,2339,26.0,0,4,4,0,0,0,8,1,0.00,0.15,0.15,0.00,0.15,Matches,5ab0ea87
83,Leandro Cabrera,uy URU,DF,Espanyol,31,1991,32,31,2669,29.7,0,1,1,0,0,0,10,2,0.00,0.03,0.03,0.00,0.03,Matches,69cbc8b6
84,Cala,es ESP,DF,Cádiz,32,1989,3,1,137,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fe05804b
85,Fernando Calero,es ESP,DFMF,Espanyol,26,1995,27,20,1611,17.9,0,1,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,Matches,41b3069f
86,Alexander Callens,pe PER,DF,Girona,30,1992,6,0,120,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,af34f10d
87,Eduardo Camavinga,fr FRA,MFDF,Real Madrid,19,2002,37,21,2010,22.3,0,1,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,Matches,7b9c2d84
88,Sergio Camello,es ESP,FW,Rayo Vallecano,21,2001,38,27,2401,26.7,6,5,11,6,0,0,1,0,0.22,0.19,0.41,0.22,0.41,Matches,873619c6
89,Sergio Canales,es ESP,MF,Real Betis,31,1991,31,28,2402,26.7,4,3,7,3,1,1,4,2,0.15,0.11,0.26,0.11,0.22,Matches,a6de370d
90,Ander Capa,es ESP,DF,Athletic Club,30,1992,7,1,109,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,37f1cf47
91,Étienne Capoue,fr FRA,MF,Villarreal,34,1988,28,22,1955,21.7,3,0,3,3,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matches,5acc4a10
92,Isaac Carcelen,es ESP,DF,Cádiz,29,1993,27,25,2199,24.4,0,1,1,0,0,0,4,3,0.00,0.04,0.04,0.00,0.04,Matches,c4b888df
93,Juan Carlos,es ESP,GK,Girona,34,1988,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,688b96e3
94,José Carlos Lazo,es ESP,MF,Almería,26,1996,1,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5b93209a
95,José Carlos Lazo,es ESP,MF,Espanyol,26,1996,10,0,159,1.8,1,1,2,1,0,0,0,0,0.57,0.57,1.13,0.57,1.13,Matches,5b93209a
96,Carmona,es ESP,DF,Sevilla,20,2002,10,5,527,5.9,2,1,3,2,0,0,6,1,0.34,0.17,0.51,0.34,0.51,Matches,2dce876a
97,Carmona,es ESP,MFDF,Elche,20,2002,9,8,589,6.5,1,0,1,1,0,0,5,1,0.15,0.00,0.15,0.15,0.15,Matches,2dce876a
98,Yannick Carrasco,be BEL,DFMF,Atlético Madrid,28,1993,35,26,2317,25.7,7,3,10,6,1,1,2,0,0.27,0.12,0.39,0.23,0.35,Matches,de39485a
99,Dani Carvajal,es ESP,DF,Real Madrid,30,1992,27,20,1784,19.8,0,2,2,0,0,0,8,1,0.00,0.10,0.10,0.00,0.10,Matches,4958bfb2
100,William Carvalho,pt POR,MF,Real Betis,30,1992,33,31,2438,27.1,3,1,4,3,0,0,6,1,0.11,0.04,0.15,0.11,0.15,Matches,dee86451
101,Casemiro,br BRA,MF,Real Madrid,30,1992,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4d224fe8
102,Valentín Castellanos,ar ARG,FW,Girona,23,1998,35,33,2597,28.9,13,0,13,12,1,1,11,0,0.45,0.00,0.45,0.42,0.42,Matches,da76bab4
103,Samu Castillejo,es ESP,FWMF,Valencia,27,1995,25,17,1362,15.1,4,0,4,4,0,0,7,0,0.26,0.00,0.26,0.26,0.26,Matches,130a7a3f
104,Catena,es ESP,DF,Rayo Vallecano,27,1994,35,35,3103,34.5,1,1,2,1,0,0,14,1,0.03,0.03,0.06,0.03,0.06,Matches,274ab13c
105,Edinson Cavani,uy URU,FW,Valencia,35,1987,25,20,1449,16.1,5,2,7,3,2,3,6,0,0.31,0.12,0.43,0.19,0.31,Matches,527f063d
106,Dani Ceballos,es ESP,MF,Real Madrid,25,1996,30,19,1564,17.4,0,4,4,0,0,0,8,0,0.00,0.23,0.23,0.00,0.23,Matches,c0617e2b
107,Álex Centelles,es ESP,DFMF,Almería,24,1997,15,11,1123,12.5,1,2,3,1,0,0,0,1,0.08,0.16,0.24,0.08,0.24,Matches,ae852b7d
108,Franco Cervi,ar ARG,MF,Celta Vigo,28,1994,36,21,1894,21.0,0,4,4,0,0,0,2,1,0.00,0.19,0.19,0.00,0.19,Matches,5e1028e5
109,Pep Chavarría,es ESP,MF,Rayo Vallecano,24,1998,16,2,366,4.1,0,2,2,0,0,0,1,0,0.00,0.49,0.49,0.00,0.49,Matches,63c5e56b
110,Pape Cheikh Diop,sn SEN,MF,Elche,24,1997,2,0,37,0.4,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,873ce3a2
111,Andreas Christensen,dk DEN,DF,Barcelona,26,1996,23,22,1760,19.6,1,1,2,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,Matches,1cb49278
112,Samuel Chukwueze,ng NGA,FWMF,Villarreal,23,1999,37,27,2339,26.0,6,5,11,6,0,0,1,0,0.23,0.19,0.42,0.23,0.42,Matches,b8a642fc
113,Chumi,es ESP,DF,Almería,23,1999,21,15,1489,16.5,1,0,1,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches,2475cf9b
114,Víctor Chust,es ESP,DF,Cádiz,22,2000,14,10,965,10.7,1,0,1,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches,ec1a731e
115,Pathé Ciss,sn SEN,MF,Rayo Vallecano,28,1994,32,12,1282,14.2,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches,9a0408b6
116,Carlos Clerc,es ESP,DFMF,Elche,30,1992,32,31,2639,29.3,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches,33a61a52
117,Álex Collado,es ESP,MF,Elche,23,1999,15,8,722,8.0,1,1,2,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,Matches,85dace26
118,Diego Collado,es ESP,FWMF,Villarreal,21,2001,2,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b3f62bfc
119,Eray Cömert,ch SUI,DF,Valencia,24,1998,23,19,1672,18.6,1,0,1,1,0,0,5,1,0.05,0.00,0.05,0.05,0.05,Matches,15937e17
120,Santi Comesaña,es ESP,MF,Rayo Vallecano,25,1996,35,29,2451,27.2,3,2,5,3,0,0,6,0,0.11,0.07,0.18,0.11,0.18,Matches,5ae499d0
121,Copete,es ESP,DF,Mallorca,22,1999,28,27,2206,24.5,1,0,1,1,0,0,7,1,0.04,0.00,0.04,0.04,0.04,Matches,0f26ffd7
122,Francis Coquelin,fr FRA,MF,Villarreal,31,1991,16,9,748,8.3,1,0,1,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches,a6951bf8
123,Jesús Corona,mx MEX,MF,Sevilla,29,1993,4,1,111,1.2,1,0,1,1,0,0,0,0,0.81,0.00,0.81,0.81,0.81,Matches,fb938d24
124,Ángel Correa,ar ARG,FWMF,Atlético Madrid,27,1995,35,13,1455,16.2,9,1,10,9,0,0,3,1,0.56,0.06,0.62,0.56,0.62,Matches,01eb744d
125,Thierry Correia,pt POR,DF,Valencia,23,1999,27,24,2009,22.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,c78b352d
126,Jaume Costa,es ESP,DF,Mallorca,34,1988,32,30,2599,28.9,0,1,1,0,0,0,10,0,0.00,0.03,0.03,0.00,0.03,Matches,808d48f3
127,Samu Costa,pt POR,MF,Almería,21,2000,32,22,1989,22.1,1,2,3,1,0,0,5,0,0.05,0.09,0.14,0.05,0.14,Matches,76c2a023
128,Thibaut Courtois,be BEL,GK,Real Madrid,30,1992,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1840e36d
129,Yan Couto,br BRA,MFDF,Girona,20,2002,25,12,1158,12.9,1,2,3,1,0,0,3,0,0.08,0.16,0.23,0.08,0.23,Matches,1944818c
130,Juan Cruz Armada,es ESP,DF,Osasuna,30,1992,27,21,2062,22.9,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,a56da3ba
131,Juan Cruz,es ESP,MF,Real Betis,22,2000,6,1,178,2.0,1,0,1,1,0,0,1,0,0.51,0.00,0.51,0.51,0.51,Matches,cc2dd8a5
132,Jorge Cuenca,es ESP,DF,Villarreal,22,1999,10,5,506,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0abc51f2
133,Braian Cufré,ar ARG,MFDF,Mallorca,25,1996,5,2,220,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,192c89a6
134,Matheus Cunha,br BRA,MFFW,Atlético Madrid,23,1999,11,2,377,4.2,0,2,2,0,0,0,2,0,0.00,0.48,0.48,0.00,0.48,Matches,dc62b55d
135,Curro,es ESP,FWMF,Almería,26,1996,2,0,43,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f9a225f5
136,Arnaut Danjuma,nl NED,FW,Villarreal,25,1997,10,6,479,5.3,2,0,2,1,1,1,0,0,0.38,0.00,0.38,0.19,0.19,Matches,f08490a6
137,Sergi Darder,es ESP,MF,Espanyol,28,1993,38,38,3320,36.9,6,3,9,6,0,0,4,0,0.16,0.08,0.24,0.16,0.24,Matches,070a3904
138,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,28,1994,30,24,1923,21.4,2,7,9,2,0,0,5,0,0.09,0.33,0.42,0.09,0.42,Matches,162efffd
139,Alberto Del Moral,es ESP,MF,Villarreal,22,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,84a85b48
140,Thomas Delaney,dk DEN,MF,Sevilla,30,1991,8,2,309,3.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,fe641c1a
141,Fran Delgado,es ESP,DF,Real Betis,21,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e7d2a50b
142,Ousmane Dembélé,fr FRA,FW,Barcelona,25,1997,25,16,1410,15.7,5,7,12,5,0,0,4,0,0.32,0.45,0.77,0.32,0.77,Matches,b19db005
143,Mouctar Diakhaby,gn GUI,DF,Valencia,25,1996,29,28,2446,27.2,3,0,3,3,0,0,7,1,0.11,0.00,0.11,0.11,0.11,Matches,d2110326
144,Mamady Diarra,ml MLI,MF,Cádiz,22,2000,2,1,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,80211dc5
145,Youba Diarra,ml MLI,MF,Cádiz,24,1998,5,1,98,1.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,d61759ec
146,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,28,1993,37,37,3324,36.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,fc70e345
147,Djené,tg TOG,DF,Getafe,30,1991,33,33,2840,31.6,0,1,1,0,0,0,10,1,0.00,0.03,0.03,0.00,0.03,Matches,a4971d84
148,Marko Dmitrović,rs SRB,GK,Sevilla,30,1992,15,13,1269,14.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ac295d9e
149,Matt Doherty,ie IRL,DFMF,Atlético Madrid,30,1992,2,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d557d734
150,Kasper Dolberg,dk DEN,FW,Sevilla,24,1997,4,2,197,2.2,0,1,1,0,0,0,0,0,0.00,0.46,0.46,0.00,0.46,Matches,cc83b74d
151,Carlos Dominguez,es ESP,DF,Celta Vigo,21,2001,3,1,108,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3521abfe
152,John Donald,es ESP,MFDF,Elche,21,2000,14,13,1092,12.1,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,5e95c000
153,Domingos Duarte,pt POR,DF,Getafe,27,1995,31,30,2657,29.5,0,2,2,0,0,0,11,1,0.00,0.07,0.07,0.00,0.07,Matches,93090f69
154,Pablo Durán,es ESP,FW,Celta Vigo,21,2001,4,0,36,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6db116ec
155,Hugo Duro,es ESP,FW,Valencia,22,1999,30,12,1385,15.4,1,1,2,1,0,1,5,0,0.06,0.06,0.13,0.06,0.13,Matches,37e103f8
156,Íñigo Eguaras,es ESP,MF,Almería,30,1992,25,10,967,10.7,1,1,2,1,0,0,6,0,0.09,0.09,0.19,0.09,0.19,Matches,3e93f8cf
157,Aritz Elustondo,es ESP,DF,Real Sociedad,28,1994,25,16,1449,16.1,0,1,1,0,0,0,5,1,0.00,0.06,0.06,0.00,0.06,Matches,f7dc2ae5
